,Rating,Title,Content,Author Name,Date,Year
459,4.0,Entertaining for teenagers .. forgettable,No content,vuc2010,2013-07-07,2013
460,9.0,Fast and Furious 6 Too Much for Too.....,"Fast and Furious 6 Too Much for Too.....Great Movie.Great Sequel.Great Dialogues.But the ACTION Oh My God..... This MOVIE is really a VEHICLE WARFARE folks.....& Dwayne The Rock Johnson has THE Best physique of all time in this MOVIE no matter how he MADE it.. Also well leveled acting by Vin Diesel , Paul Walker , Michelle Rodriguez..but there were also too many goofs(RAJNIKANT style) eg.30 min RunWay,the TANKER scenes & oh my Dom saving Letty from one highway to another & landing safely on a carBut this Movie fairly deserves this review :- ""With high-octane humor and terrific action scenes, Fast & Furious 6 builds upon the winning blockbuster formula that made Fast 5 a critical and commercial success."" The 2nd one after I.M.3 in this year of d HOLLYWOODs Best.",shashank-mishra2008,2013-10-01,2013
464,8.0,Casey's Movie Mania: FAST & FURIOUS 6 (2013),"While it doesn't quite reaches the dizzying height of FAST FIVE in term of action sequences, FAST & FURIOUS 6 is surprisingly more fun and more entertaining than the previous five movies have come before.Just how far one can go with a franchise like THE FAST AND THE FURIOUS that originally centered on illegal street racing? In 2011, director Justin Lin and screenwriter Chris Morgan are smart enough to revitalize the series in FAST FIVE by tweaking the formula with a heist-movie undertone. Now, in this sixth installment, Lin and his company has upped their ante by turning FAST & FURIOUS 6 into a MISSION: IMPOSSIBLE-like international intrigue filled with vehicular mayhem. It's hugely ridiculous, alright but FAST & FURIOUS 6 has no doubt exceeded my expectation for being the best movie in the series I've ever seen so far.Chris Morgan's script has considerably improved this time around. All the returning cast shows more colors and winning chemistry and the jokes are funnier (especially involving Tyrese Gibson and Chris 'Ludacris' Bridges). While Justin Lin can't really matches the height of FAST FIVE's action scenes, they still delivers nonetheless with each set-pieces are outrageously silly but hugely entertaining than the last.Better or improved as it may be, there are still rough patches within Chris Morgan's sometimes long-winded script -- particularly involving the convoluted revelation of Letty's back-from-the-death scenario. At times, Justin Lin tends to get overwhelmed with his hyper-kinetic direction. Some of the action scenes -- particularly hand-to-hand combat -- are mostly shot in rapid zooms and tight angles. Even the first two chase sequences during the night are sometimes hard to decipher what is really happening.Despite some of its flaws, FAST & FURIOUS 6 remains a solid action-movie blockbuster that both fans and action fans will find this a true crowd-pleaser. Likewise, don't leave the cinema yet once the credits roll. There is a mid-credit teaser that ties back the event of 2006's THE FAST AND THE FURIOUS: TOKYO DRIFT and a revelation of a certain iconic actor who will be appeared in next July's FAST & FURIOUS 7 (which will be directed by SAW helmer James Wan).",caseymoviemania,2013-05-24,2013
465,9.0,Even better than Fast 5! Didn't think that was possible!,"Between exiting the cinema after watching the enthralling fifth entry of this fender-bending franchise and entering to watch the latest installment, most viewers would have asked an important question: has the series reached its zenith? Suffice to say, the answer to any such query is a resounding no!Fast & Furious 6, unabashedly and unreservedly, is the best iteration of the series yet. Like its predecessor, the film follows soon after events that took place in Rio de Janeiro. The crew is all displaced in non- extradition safe havens. However, after hunting the team for the length of Fast Five, DSS Agent Hobbs (Dwayne Johnson) enlists their help. The crew must apprehend a skilled group of mercenaries, led by Owen Shaw (Luke Evans), in exchange for full pardons. Undertaking the mission would also allow Dom the chance to reunite with Letty (Michelle Rodriguez), who has resurfaced and is now aiding and abetting Shaw.Helming his fourth consecutive entry of the series, director Justin Lin has gone from strength to strength. Lin has ameliorated as an orchestrator with the progression of each film since he joined the venture with Fast and the Furious: Tokyo Drift. Fast 6 is grander in both scope and scale compared to its precursor. Simply put, Lin has crafted a machine running at optimal efficiency.Moreover, Lin has at his disposal an impressive ensemble, each given their moment to shine. Vin Diesel portrays Dom with ease, while Tyrese Gibson, who plays Roman Pearce, is also prominent, providing a welcome comedic element to proceedings. The banter and camaraderie shared by the characters in general is evident throughout. Dwayne ""The Rock"" Johnson, now a bona fide action star, impresses yet again with his charismatic screen presence. While Fast 6 is essentially another testosterone fueled caper, the females are also part of the action, whether it includes a physical confrontation or getting behind the wheel.Furthermore, Lin employs creativity and variety in a number of breathtaking action sequences. The flamboyant exhibition of mayhem includes vehicles such as cars, tanks and even an aircraft. The hexad episode in the series also contains exquisite cinematography. Similar to his fascination with the landscape of Rio in part five, Lin captures the vibrancy of London. The movie also benefits from a cohesive screenplay, enabling Lin to delve straight into the action, since establishing characters in unwarranted. In addition, the editing of the film is also top notch.Last but not least, Fast 6 also ties up loose ends in the franchise, such as a significant link with the anachronistic Tokyo Drift, which may have been perceived as a spin off until now. The significance of family is an underlying theme throughout the film and Lin manages to create an emotional bond with the characters as well. Fast Five may have raised the bar, setting high expectations for the future of the franchise, but Fast & Furious 6 is able to exceed those expectations emphatically. The aforementioned cast and crew ensure there are no signs of franchise fatigue. While sequels predominantly experience a decline in quality, Fast 6 proves to be an exception, perhaps similar to the Harry Potter series in its progression. All in all, Fast & Furious 6 proves that the series is operating at full throttle in the fast lane, with plenty of gas still left in the tank.",mynameisibrahim,2013-06-29,2013
467,5.0,Seems like the director took his hands off the wheel...,No content,dinuks,2013-06-10,2013
470,8.0,Still going strong,"The movie is silly! The action is ridiculous! But you'll either love it or hate it. And if by now you're not sure which side you're on ... It's especially funny for me, because I'm not even into cars! But the movie and the characters we learned to love (yes even Paul Walkers ex-cop turned many other things) are there. And judging by the general vote here on IMDb, this might easily be one of the highest rated sequels and surely the highest rated entry number 6! There are a few things that even the fun part of the movie can't disguise. One of them being the relationship between Diesels character and the woman he's with. It's too convenient, not that anyone would start asking about things like that. There is also a love scene in the trailer of the movie that did not make it into the final theatrical version of the movie. It seemed too sexy anyways for a PG-13 movie.There is also a time-line thing that you have to be aware of. It's a bit complicated I guess, so while you don't have to have watched the other movies, some of them will make more sense (I think), after watching this. Especially the last one Michelle Rodriguez did (not Fast 5!). Although don't try to understand what happened there and how it's possible or anyone would think that ... well again, try not to over-think it! It's supposed to be fun! As are the action scenes! Realistic? Hell no!",kosmasp,2013-08-29,2013
471,4.0,Fans of the series will like this. I found it too ridiculous to get into. The chases were so unbelievable it was almost laughable.,No content,cosmo_tiger,2013-12-09,2013
472,8.0,"""Slow & Laborious""","Expectations were high after the inexplicably positive reaction to Fast Five. That film, was completely over the top and thoroughly cool. It seemed as though the Fast franchise was on the precipice of becoming the perfect example of straight-up popcorn cinema; unabashed, silly, and awesome. The ads for Furious 6 gave the impression we were gonna be taken to yet another level this time, (did they frickin' crash a plane with a harpoon!!?) Things were about to get even more insaner-er, i mean we talking' VE-hicular warfare. What's left to say?Unfortunately, Fast 6 is not even awesome for what it is. Yes we get a couple pretty sweet moments here and again; the highway-tank battle being the prime example. But who would've thought the sludge weighing a movie like this down would be too...much....talking. I'm serious, there's about 35 minutes of setup which covers precisely the same material the trailer compressed into about 25 seconds. This is not good for a movie like this. But this wouldn't even be much of a problem if all those interaction/""character development"" scenes were remotely interesting...or good. They are not. The first half is snore inducing, and the characters are not only unlikable, but shallow...no, I mean like even for this kind of film. A good example of this is the movie introduces another hotshot, car-driving crew, and one of the characters has to outright spell out how they are the evil dopplegangers of our favorite nice, team of criminals. The other crew of characters, even for the one-dimensional stereotypes they are, are somehow flat. There's literally not one memorable thing about any one of them.Another issue the movie struggles with is focus. We've got Toretto with his whole ""get Letty back"" plot line, we've got the Rock doing his thing, and then there's this whole subplot with Paul Walker's cop past coming back for him in prison as he's ambushed by some dudes he put away, all of which could've been an entirely separate movie. The film jumps and cuts back and forth between so many different ideas, it loses all sense of direction. And the one- liners...OMG! Suffice to say, the one-liners on the trailer are the absolute best the film has. As I said, there's a couple amusing set-piece moments, but hardly enough to offset the dullness and trudgy pace.Undemanding viewers may derive some pleasure out of Fast and Furious 6 on a completely brainless, intentionally dumb and juvenile level. But Fast Five showed us we can do better.6.0/10",danamadeus,2013-07-04,2013
473,8.0,Totally Awesome Mindless Action,No content,jokerilee,2013-06-13,2013
475,3.0,It is a action movie with little logic,No content,stereo_1999,2013-06-03,2013
476,10.0,The Best Action Flick In Ages!,"The sixth installment in the Fast and the Furious film series, 'Fast & Furious 6' Is The Best Action Flick In Ages! A complete entertainer, that celebrates escapism whole-heartedly. Leave logic at home, and grab a ticket at your nearest cinema now! 'Fast & Furious 6' Synopsis: Hobbs has Dom and Brian reassemble their crew in order to take down a mastermind who commands an organization of mercenary drivers across 12 countries. Payment? Full pardons for them all.'Fast & Furious 6' delivers Spell-Binding Action! The Action-Sequences are Mind-Blowing! Each & Every Stunt is awe-inspiring & sharply executed. Just One Word - WOW! And The Cars are to DIE for!Chris Morgan's Screenplay is a perfect mix of action & thrills. Justin Lin's Direction is very stylish. Cinematography, Editing & Art Design are superb. Performance-Wise: Dwayne Johnson is amazing, as always. Vin Diesel is in his element. Paul Walker is efficient. Michelle Rodriguez is passable. Jordana Brewster has done reasonably well. Tyrese Gibson is excellent, he delivers a lot of laughs in the goings-on. Sung Kang & Chris Bridges are effective. Luke Evans is damn good. Gina Carano is adequate. On the whole, 'Fast & Furious 6' Rocks! And one more thing, wait for the surprise element after the film ends! The 7th Installment Just Got Bigger!",namashi_1,2013-05-26,2013
477,9.0,In Response to carl-walster's Review,"I composed this originally in response to carl-walster's review of the movie. But I figured, since I've written much, I might as well post it for others to read.I'd like to comment on your review of the movie Furious 6. I really enjoyed the film so I would to give you reasons for your ""whys"".Riley fought Letty even if nobody else was looking so that if ever she successfully captured the latter, Hobbs would trust her more (remember that Hobbs and Riley just met at the start of the movie). Besides, Letty couldn't have known that Riley was working for Shaw. And about Shaw sending Riley ""to her death"", he didn't specifically send her to chase after Letty. It just happened that Riley went after Letty. Besides, Shaw was portrayed as someone who didn't care about his team personally.About your doubt about Dom's car going at high speed then drove into the plane without shooting forward, the TV series Mythbusters had proved that the physics of that scene was accurate. If you think about it, the plane was also moving so the momentum of the car (a term you mentioned in your review) did not actually diminish in an instant; it was still moving when in got to the plane (from the perspective of someone outside the plane).Then about the part where people were crushed by the tank and no one seemed fazed by it, it was not shown in the film (for obvious reasons) but surely ambulances came afterwards.I do agree though that the Military should have involved themselves in some of the situations but still there are lots of reasons I can make up why they were not there.Notwithstanding my disagreement with you, I also don't understand why Hobbs let Shaw get away when they have him to trade for Mia. He did not know she was going to be in the getaway plane. There would be no point in chasing Shaw again and capturing him if Mia was not there.However, movies should be rated, first and foremost, on their entertainment value and not for the logic behind the scenes. And I was very much entertained by the movie. It did not deserve a 5/10 rating.",arsiniryan,2013-05-26,2013
478,9.0,Superb,"Thought this was one of the best Hollywood films I've seen in a while.Completely ridiculous, completely cheesy but yet completely enjoyable.Fast cars and fast action. A well put together cast and a film presented by people who are obviously very experienced.Edge of the seat entertainment that never gets boring and delivered with heart and humanity. Perfectly balanced I'd say. Thoroughly enjoyed it. So much so I went to the cinema twice to see it. Unheard of with most recent Hollywood movies I tell ya!Top marks for a top movie.Highly recommended.",MovieNinjaGuy,2013-06-15,2013
479,3.0,"Brainless action with colorful cars, tanks and planes...","I see lots of people here defending this ""masterpiece"" with the claim that action movie needs only great action. Plot, acting and everything else is just irrelevant. ""It's not a documentary."" I read in numerous reviews...To those people I can just say to be careful what they wish. And I wonder why they bother with movies? Why not just watch Wrestling, NASCAR and cartoons? Mix that, ad few explosions, and you have Furious 6...This is a B movie that won a Jackpot and spend it all on visual effects. And underneath the sparkles it is still B movie with B movie actors, B movie script and shiny, but completely unbelievable action.Acting is wooden and most actors deliver their lines like they don't believe whats coming out of their mouths. Script is full of plot holes, plain stupidity and attacks on logic. Action scenes are just plain old fist-fighting and marshal arts bore, or elaborate stunts involving various forms of vehicles at high speeds and no considerations for laws of physics at all...I believe it's possible to make action movies that are not insulting viewers intelligence. But if we keep paying for this crap and saying to producers that crap is what we want, then crap we will continue to get... Sad.",pijavica,2013-07-20,2013
481,8.0,Anglo Precision or Latin Love for Family,"Well Toretto went for the right thing as far as I am concerned. Those black pants with the white design were worth the fight!! I couldn't help noticing all those Land Rovers travelling at break neck speeds. Way back when I purchased a surplus British Land Rover Series IIA. With Fairey Hubs/Overdrive the best you could ever do was about 50MPH. But I guess with a V8 engine you can really push it now. Despite all the pyrotechnics, I think the storyline was quite believable and the actors were well chosen. Michelle Rodriguez is striking not so much for the tough fight scenes but more so for a moral toughness. I bet she is like that in real life. The other characters were well played and fit their roles. Even though intellectually you know that the scenes can't possibly be real, your body believes it. The tank and huge aircraft scenes were scary beyond belief. I can't figure out what type of tank that was, sort of a cross between a Chieftain & AMX.",clarkj-565-161336,2013-05-24,2013
484,8.0,Upgrades!!!,No content,indra_pertamax,2013-05-24,2013
486,9.0,Fantastic,"This was one of the most action-packed movies I've ever seen. And no, I'm not an adolescent.Those reviewers who complained about the contrivances or plot-holes, apparently didn't get the point. In this kind of sub-genre, you have to be willing to sit back with your popcorn and allow some inconsistencies or fallacies. The action makes up for it more than enough. The acting was decent; and aside from the moderate cheesiness, which was actually less than in certain James Bond flicks, I couldn't see anything to complain about. In my opinion this film deserves its high rating and is worthy of a second watch. It's one of the very few movies which I've ever rated 9/10. To say it once more: the action was fantastic, breathtaking, exhilarating and really fun!",joseph45-732-714081,2013-07-08,2013
488,8.0,"As ""Fast and Furious"" As Ever!!!",No content,zardoz-13,2013-06-02,2013
490,2.0,So stupid movie,"I really liked the previous Fast and Furious, Fast 5. Some of the previous ones weren't that good but because the last one was so good I really had high hopes. And oh boy was I disappointed. Action was stupid and boring. Plot was even for an action movie stupid and mindless.The ending was just so stupid and I think every person with a brain was already thinking that how long can it be. Action can be unrealistic but if its also boring then you are doing something horrible wrong. I am glad that Justin Lin doesn't direct these anymore, he has lost it.Anyway it was a real shame that this was the last Fast and Furious where Paul Walker was with. Fast 5 was great. This is horrible.",antti-eskelinen-329-929792,2013-12-09,2013
494,5.0,The Franchise Has Taken A Wrong Turn & Crossed Limits,No content,FilmMan47,2013-05-30,2013
495,8.0,Exciting movie with a long runway,"I really liked this latest Fast & Furious(6), I think it was the best one yet! The story-line was good, written very well, acting was superb (as always), and the action almost made me pee in my pants. It's worth seeing again and then buying the DVD for your own personal movie library when it comes out for purchase. Even with the enormously long unending runway which, for me, slightly diminished the realism of the story, I still enjoyed the movie greatly. The stunts and photography was beyond excellent, and if you've never been much of a fan of Fast & Furious, this one will turn you into one! Lastly, I loved the ending... for a grown man, I almost cried. Oscars are in for the getting!!!!",dant51,2013-06-10,2013
496,10.0,one word to this movie WOW,No content,hatachiclaud,2013-05-23,2013
499,8.0,Fast moving and better team players,"A perfect team movie ,where every character has enough time to show its talent.This movie was not all about action,there was enough humour in it.I liked the concept of team wise fight and perfect candidates for each guy including a white Hobbs (lol).I liked the fifth part also when they introduced Hobbs a tough cop which has entirely changed the concept of franchisee.Now they are not just racing cars they have turned to mercenaries like things. The action sequence were nicely executed and offered a quality experience for its viewers.I am eager to see next part of this franchise where the team has to face Jason Stathom.",arun-yadav92,2013-07-08,2013
501,9.0,Furious Frenzy,"My mind almost exploded many times throughout this movie. Myself as well as most of the folks at Universal I'm sure are surprised this franchise has made it to the sixth installment. There is now a huge ensemble of characters from various films to keep track of as well as new ones being introduced, so it comes as a huge compliment to say I was never confused throughout 'Furious 6' (the opening title). I have not been this giddy while watching a movie in theatres since 'Transformers'. It's probably Tyrese.Granted, these are two franchises who have hardly ever tried to court realism. This movie is so Ludicrous that the audience I was with was laughing at what was being portrayed on screen. 'To think this series used to centre around street racing', I thought as a cargo plane is coming down on a military base rife with explosions.This move is accomplished several times throughout the movie. It is no less thrilling the fourth time.Vin Diesel is passable, Paul Walker is the same as usual (kinda boring). The screen time is well divided among the entire cast with everyone getting their own moments. Tyrese has become the series comic relief which I don't mind. The fights, chases and races are superbly choreographed, top notch and the best part is the movie seems pretty self-aware. It irks me to find out that the next installment will be without its main director (Justin Lin, on board since the third).There are a few faults with the movie of course as no movie is without them. The decisions made by some of the characters make almost no sense. The plausibility angle is stretched beyond breaking point, even for the series. It wasn't revealed what the McGuffin that was driving the plot was until the last 30 minutes. I imagine the writers getting so far ahead of themselves that they resorted to one upmanship handing over the script of the last scene trying to screw each other over.This is just me nitpicking though, because in a way I found it all just so confounding what was happening on screen that I couldn't help but be engaged. A series that is able to get this far while standing on its shaky and genre shifting pillars deserves to be commended. See it in theatres!Rating: +3-3 -2 -1 0 +1 +2 +3",FilmGamer,2013-06-21,2013
502,4.0,Not a good story and neither it has satisfying action,"I expected too much of it and that might be my fault, but i am more than sure that the movie has not done enough justice with all the fans out there. The previous parts were all great but this sixth sequel has sunk the bar too low and with all the cheap and cliché-contained tricks, applied to make this movie do something, has failed badly.The only good parts are the hand-combat scenes and a little bit of humor, while the rest of this crappy movie can't be bought by the intelligent viewers.I did not wanted to write this review but i think it will save your precious time if you just watch those scenes.",dhoommachale008008,2013-07-18,2013
505,9.0,There is room for Justin Lin and the crew to blow our minds once again when they reunite for FAST 7!,"Brothers (In Laws) race down the scenic road of Canary Islands in Spain as Mia gives birth to her baby boy. Brian a father now and Dom and the rest of the wanted crew have retired since their near unbelievable heist in Rio. Settled into a good life they all have left their pasts behind them whilst still holding onto the passion of pushing the pedal to the metal. The Samoan Thor; Hobbs turns up at Doms front door seeking help to bring to justice a gang of criminals headed by a ruthless ex-mercenary by the name of Shaw. Hobbs' main vantage was a photo inside the brown case envelope that he hands to Dom which has a photo of his old flame Letty who was presumed dead in FAST & FURIOUS (The 4th Movie). If it matters to Dom it matters to his entire crew. All hands once again on deck for an even more faster and an even more furious-er FAST & FURIOUS 6. This is round 4 for Justin Lin with this franchise which is over 12 years old. For 6 years he has pushed the limits further and further toy-ing the thin boundaries of reality and fantasy. The first scene from FAST 5 and every scene from F&F 6 make me wonder if his nitrous powered franchise would burn out. Just as one may look at a Nissan GTR fly by and say ""that's unbelievable"" , the audience will not stop thinking the same but then caught up in the brilliance of the moments simply believe. How Lin and the cast does this only they can explain. I just sat their mesmerized, entertained and at the edge of my seat the whole way. The franchise has never been about a genius plot. It's always been about the grease, nuts and powerful engines roaring under the hoods. The franchise breathed new life in American Muscle Cars worldwide bringing up trends and lifestyles of street racing. F&F 6 mixes the old and the new all up once again and revisits the beginning from 12 years ago, racing for pink slips, hot pursuits and reinventing cars. Computer Generated Imagery plays a pivotal role as most of the stunts require serious if not complete CGI assistance. The distance reached out by the stunt team is massive and every minute of their effort will be worth it when you see the Dodge and the Skylines take to the streets. There is only so much I can discuss without spoiling this for you. So if you have not watched the movie as yet get to it right now. A final comparison needs to be done since FAST 5 is my all time favorite so far. Let me wrap up by saying the heist in Rio has not been outdone as yet. There is room for Justin Lin and the crew to blow our minds once again when they reunite for FAST 7! TITLE: FAST & FURIOUS 6 DIRECTED BY: JUSTIN LIN STARRING: VIN DIESEL, PAUL WALKER,DWAYNE JOHNSON, JORDANA BREWSTER, TYRESE Gibson, SUNG KANG, GAL GADOT,Ludicrous,ELSA PATAKY, GINA CARANO & Luke EVANS RATED:PG13 RATING: 8.5/10 RUNTIME: 130 MINUTES",troy-manatunga,2013-06-10,2013
507,4.0,"great action for car lovers, weak story for movie lovers","I didn't expect much better to be honest. This is the sixth 'Fast & Furious', I mean how much more can be said about a gang a villains who run around in fast cars? I enjoyed some of the visual and action, especially around central London but as far as the story and acting goes I feel it was rather weak. It's a story which has been told over and over again, the ex-villain (played by Vin Diesel) who corroborates with the police (played by Dwayne Johnson). There's nothing wrong with the plot itself, but when a movie is over two hours long you need to find a way of keeping it interesting.If you're a fan of this series then of course you should watch it, otherwise I would say don't bother.",shaunboyle1967,2013-11-26,2013
509,4.0,The last 40 minutes was ridiculous.,No content,miladed,2013-09-09,2013
510,5.0,What happened ?,No content,dinalt10,2013-09-19,2013
512,4.0,Very disappointing,No content,berketaseli,2013-05-29,2013
517,4.0,Disappointing,"I get movies are about entertaining the audience, I do, but I also hope to be entertained with talented casts and a good plot. The movie had some great ideas, but jus failed at portraying any realism. Many times throughout the film, the scenes were loosely connected and highly unrealistic with the main characters performing death defying acts alike an xmen or avengers...not car tuners. After a few of those, the film lost my attention. I just kept muttering, 'of course'. Also, some car scenes were forced in mindlessly having very little to do with what was happening. The movie twists and curveballs could've been better if they didn't flat out lie to the viewers. At the end, after learning the truth, a lot of scenes didn't make sense...not even a little. Then, there's the ending. Um, yeah, that could happen. I still gave the movie a 4 for the action and muscle car sound clips. This franchise always does those things well:)",jcmbruce,2013-05-25,2013
522,1.0,CGI...Meh.....story...Meh....Script....Meh Spoiler alert!,"This movie honestly made me furious!! Story- the story was awful! even though for a action movie like this, story is really secondary, but the problem is they came changing what has happened in the past just to create crappy twists. A Twist would only work if it surprises the audience but at the same time can be accepted as it make logical sense. However, all these stupid twists that made no sense and threw alway all the story viewers watched and believed in previous episodes without logical explanations is a real put off. For example we all expected and knew Letty was dead, and now they bring her back in with crappy explanation by the plot. And ever since 2006 when Tokyo drift came out, viewers believed Han was killed by that crazy jap guy, and now they are changing that too just to bring in Jason Statham?, I m sure there are many other ways to include him in the plot. There are many other stupid twists but I am sure viewers get my point.Action and stunts- For movies like this, the action and stunts can be as crazy and unrealistic as possible and no many people would complain, but the important thing is that it has to look REAL. Fast 6 used way too much CGIs and it looked awful. If we look back in to most of the previous episodes, none of them were short of crazy stunts but at least they look real such as Fast two when Paul walker drove the car into the boat, or fast 5 when Paul walker and Vin diesel drove the car off the cliff and landed into the sea, i am not sure if those stunts were really made but aleast they look as if they did and that is what satisfy me for movie likes this. CGI is fine for movies like avengers where the plot is based on a fantasy world, but i am sure for most people that follows the FnFurious serious, they watch it because they like action and cars and wanted to see crazy Stuff they don't see in real life, but to see how the movie overly use CGIs makes me feel being cheated on and was a big disappointment to me.Script- Horrible, but not as bad as the two points discussed above so not going to get into it.Lastly, was anyone put off by the overly exposed product placement of Corona beer?",wj826117,2013-06-05,2013
533,1.0,"There will be a few spoilers, so heads up if you haven't seen it.",No content,steve_n_11,2013-06-05,2013
534,5.0,I Couldn't Park Realism for Fantasy...Sorry.,No content,AudioFileZ,2013-06-20,2013
536,5.0,Like Watching Indian Action Movie,"I think this movie has met with its objective – a good popcorn movie. It was fun/ fast/ loud/and stylish. If you are looking for those things you will love this movie. If you look for story then look elsewhere.This movie is no longer related much to cars and engines like its predecessor but rather concentrated in action/ gun fight/ bombing. Through there are many cars chasing scenes it not really about the car anymore. (Don't they like assemble car anymore? all they do is went out to buy one) While the movie was really fun to watch many things that went on in here are just pure ridiculous that it turn to be so funny. It reminds me of watching Indian movie that no matter how beaten up or shot at - the guy is all he seem to get little bleeding at the side of his mouth. He is untouchable!!! And in the end anything will be alright. Even the dead are now undead (remind me the like of American soap opera like The Bold and the Beautiful)Another good thing about this movie is the set, it is freakishly huge!!! Involve the use of tank/plane/bike and so on. It is fun to watch that they don't seem to hold back the budget and bring about everything that they wish to get. Anyway while they did managed to make a really fun movie to watch the story and how unrealistic everything is just pure ridiculous. I recommended if you want to watch a mindless fast pace action movie.Rating: 5 /10",Mr_Sensitive,2013-06-09,2013
537,4.0,Lowest common denominator lucks out..,"Big, dumb, and sporadically fun.Fast and Furious 6 is an exploitation movie without the exploitation; the movie that puts the ridiculous into action; and the poor into acting. During the 13 hours this film went on for there are gyrating Londoners, a ludicrous story, explosions, a tank and er some cars though this is a fleeting diversion from the tedious plot, dreadful acting and banal direction.Who is this film for? Teenagers on a date who will be diverted from each other by the loud splashes of colour that assault you... sporadically.Highpoints: Luke Evans is clearly the highpoint. Though at times I expected him to say ""I would have gotten away with it to if it hadn't been for you pesky kids!"" Disappoints: Michelle Rodriguez, an actress with so much promise that seems to be deep-diving to the z-list.",stuart-573-245936,2013-05-26,2013
539,5.0,"If nothing else, it's entertaining.","I'll be honest I had never previously seen a Fast and Furious film before - shameful I know. However, despite not knowing the characters etc. I personally thought that the film was awful in many ways. the fakeness of it was unreal and having lived in London all my life its amazing to see scenes where there are no other vehicles around and so on. However, even allowing for the truly ridiculous events, I thoroughly enjoyed the film. There was never a dull moment and it was pretty unpredictable.Overall, although I thought that this was a pretty poor film I found it fairly entertaining and would recommend watching it and to be honest, even if you don't fancy it, just joking about the fake and stupid scenes and parts of the plot with my mates was enough for me to enjoy the film.",alexreyn22,2013-09-09,2013
545,5.0,Average and nothing more,No content,crackcocan,2013-06-17,2013
546,4.0,Disappointing,"Overall its a disappointing movie in the franchise. The 6 movies have had a mixed bag, with tokyo drift being the best in my opinion. The cinematography and vibrant colours mixed with the culture has more to offer.But moving onto ""Fast & Furious 6"" There really is no acting in this movie. I wasn't expecting much from Dwayne ""The Rock"" Johnson and Vin Diesel, but expected more from Paul Walker (Brian). Also, some the scenes seem to be edited so much as to piece together scenes that don't mix well. On the other hand, most of the action scenes make you feel like you're chasing Shaw yourself which for me adds to the action impact. While the plot is very silly, it will get a few laughs out of you (yes it seems more of an action comedy). And the movie keeps you on the end of your seats. So if you're a fan of this franchise, or any action franchise, see it. If you're more into drama or comedy (although this movie has some of each), I suggest you see something else.",hamish-jon-mclean,2013-05-29,2013
547,4.0,fast backward and furious reverse,No content,acocoasa78,2013-07-05,2013
554,3.0,This series and I--we go way back. Sort of.,No content,RolloTomasi,2013-05-30,2013
559,5.0,Furious George and the Fast Cars,No content,thesar-2,2013-07-13,2013
561,2.0,The Laws of Physics Do Not Apply,No content,ligonlaw,2013-12-15,2013
565,5.0,For kids...,"The movie without base line ,screen play is total nonsense .The actors are to old to this movie . Street racers fighting with mercenaries that are former SAS fighters ? After kidnapping Mia the Interpol letting the bad gay go with the weapon of mass destruction ? Dom get shot from 15 feet with armor piercing bullet caliber 5.56 and nothing is happened to him ,just a scratch :) LOL LOL LOL. O sorry he toked the bullet out with pliers ?By him self ?! LOL LOL LOL .The movie is total fairy tale for kids .The movie disappointing no more than 5 out of 10Thanks",martinz-net,2013-07-05,2013
566,7.0,Kickass Movie!,"Fast and Furious 6 directed by Justin Lin is an excellent action movie!Although having a weak story it is an entertaining action packed movie!The movie is one of the best action movies ever!The movie is even much better than Expendables 2 as far as action sequences are concerned! The direction by Justin Lin is excellent.The cinematography is nice.The action sequences are the highlight of the movie.Kudos to each and every crew member involved in the action sequences! Performances: Vin Diesel is superb.Dwayne Johnson is excellent.Paul Walker is fine.Tyrese Gibson is funny.Michelle Rodriguez,Jordana Brewster,Sung Kang and Luke Evans are good in their respective roles.All in all ""Fast and Furious 6"",a must watch for action-lovers.Highly Recommended!",GaneshKSalian,2013-05-25,2013
567,7.0,I love this movie!,"I went to see this movie last night and it exceeded my expectations, most of the actions took place in London, so we all get a great guided tour for the beautiful city.A lot of people including myself are wondered about the third movie of the episodes the Tokyo Drift, it looked a bit isolate, this time the director connected the whole story dots with the Tokyo Drift and Jason Statham will play a role in the next episode as a villain, cool!We all know Mr. Vin Diesel is a muscular guy, but ""The Rock"" is getting stronger and bigger each day, he made Vin look like a normal guy and Tyrese Gibson calls him Hulk, funny! Vin you'd better work on your muscles quickly, I am worried The Rock might take your place as Riddick in the near future.To sum all things up, this movie is a fun ride, great action scenes, decent acting, and I am proud the director Justin Lin is a Taiwanese!",joechang-1,2013-05-26,2013
