,Rating,Title,Content,Author Name,Date,Year
419,8.0,Summer truly has begun!,"Summer begins April 29.And yes, yes it did.This movie was friggin' awesome! I thought Fast & Furious was the best of the franchise, but Fast Five has completely blown all of its predecessors out of the water! Despite it completely breaking all laws of physics (especially including a scene where a small muscle car manges to trip a bus over) the movie was awesome. This makes a Fast and the Furious movie worth watching! Being a huge fan, I loved this movie to death.Never has a movie made me sweat in the theater seat and pump me full of so much adrenaline that I almost peed my pants.They drive a SAFE through the STREET!The other awesome part of this film is that it's a Fast and the Furious movie with a story and more depth to the characters. The previous movies were meant solely for their action and this one does that, too... Plus some more!I got the honorable pleasure to see this pulse pounding film in IMAX and it was worth every cent. I suggest that, for the full effect, you see it in IMAX as well. This is the pure testosterone of 2011. 2010 had The Expendables and 2008 had Rambo, now Sylvester has met his match, and his name is Justin Lin.",tsettles98,2011-04-30,2011
422,5.0,"Not bad, if you ignore some of the most unrealistic scenes EVER!",No content,themaxx69,2011-05-01,2011
423,8.0,Fast Five is a great movie,No content,jz61,2011-04-30,2011
425,10.0,Awesome Movie..really gets you going,"I went into this movie with big expectations with Vin Diesel & The Rock in it. This movie surpassed my expectations by A LOT. Simply put, this movie is AWESOME. I saw this movie at 11 PM at night and when I got out I was so pumped up to do...anything.This movie has a GOOD story. GREAT scenes. GREAT actions. I really enjoyed this movie, and I'm a picky one.My favorite movie since the first one..and I actually think this may have been even better.GO SEE THIS MOVIE NOW. IF YOU ARE THINKING ABOUT IT, GO! It will be worth it..I rated it 10/10. I can't imagine anyone rating it less then a 7.5 and that would be weird to me.",nyUconn,2011-06-13,2011
426,10.0,I was really surprised,"I have never EVER liked the series but have been dragged to watch every one of them because of friends and family....so i didn't have very high expectations when it came to this installment. THIS MOVIE IS AWESOME!!! Tyrese Gibson was freaking hilarious in the film as was Don Omar, they were honestly one of my favorite actors in the entire film. It wasn't just a whole bunch of cars everywhere it actually had a good plot and a really good twist. The Rock was hot as always and he did a really good job in the film as well. All in all i like this installment better than any other one I have seen, including the first one. Please, if you didn't like the other movies give this one a try you wont be disappointed.",rarriaga831,2011-05-11,2011
427,5.0,"If you like popcorn, go see it, otherwise...","I'll keep my opinion (and bear in mind its just an opinion) short and sweet.If you enjoy: a) Hot babes. b) Awesome cars. c) Crazy stunts. d) Seeing Dwayne Johnson pretend to act.Then go and watch this film! You won't be disappointed and neither will your local venue as you guzzle through 3 boxes of popcorn. Otherwise, if you enjoy: a) Plots that don't make you face palm yourself. b) Actors that can actually act. c) Movies that adhere to the physical laws of this universe. d) Dialogue which doesn't make you roll your eyes every 15 minutes.STAY AWAY! It was a pain to watch if you came in there with expectations of a decent film, but if you came in there to see crazy stunts and babes then you probably won't leave too disappointed. One of the worst films I've seen recently, but I understand how it can be appealing.",Prometheus-Unbound,2011-05-02,2011
430,10.0,Mind-Blowing Action,No content,toatallystupid,2011-05-05,2011
432,5.0,Mildly interesting heist film,"thefilmsmith.com If you're a film critic aiming to be taken seriously you draw up reviews of awesome little-known films like Night of the Hunter and level sniper shots at the latest Transfomers flick. Anything heavily marketed to mass audiences is normally regarded as terrible before official screenings begin, and that sentiment isn't without its reasons. But even the most erudite critic has a guilty pleasure, and mine happens to be any film that tries to do as much real special effect work as possible before going to the computer, which is what made me curious about Fast Five.Paul Walker and Vin Diesel return to the franchise that launched their careers, this time hiding in Rio de Janeiro when a 100 million dollar heist presents itself.Despite featuring characters who are notable only for their attractiveness and angry faces, this 2 hour heist film manages to milk some character development. Dwayne ""The Rock"" Johnson hams it up nicely as the DEA agent chasing Vin Diesel and Paul Walker, and Walker is mercifully not given many lines. Instead, director Justin Lin introduces the characters with an impressive train heist and incorporates quieter moments that don't clash with the rest of the film.The actual heist sequence illustrated in the film's trailer is what intrigued me, but within the film it's delivered with mixed results. A scrapyard somewhere made a killing off the film, with plenty of vehicles getting mashed, crashed, and thrashed with nary a digital effect interrupting the fiasco (at least blatantly; it definitely played a supporting role). Kudos. After a while though, the auto body kill count becomes numbing and never manages to deliver a cherry on top of this metal mash-up sundae (think the truck flip from The Dark Knight).Despite being the fifth sequel in a car racing franchise that still bears of the scars of its adolescence, it isn't a bad action film. Sure, the film has some bad moments (it still retains its awkward homoerotic tension between angry ogre men), but overall it's bearable.If you're interested in the film's special effects, it might be worth your time. Other than that, I'm not sure why else someone would want to see it. Vin Diesel's shiny head? -Remington Smith",electrablind,2011-04-29,2011
437,4.0,Fast & Furious 5 (2011),No content,SnakesOnAnAfricanPlain,2011-12-13,2011
439,9.0,Just Ate my Own Words.,"The 1970 trailer for the biker classic, Hell's Belles summed it up perfectly: ""Hip chicks with an itch for the kind of action that takes a lot of man﻿ to scratch!"" That same mentality prevails in all of the F&F series and as I've always said before: If it ain't broke, don't fix it.In my Thor review, I slated Fast Five without seeing it; and now, I stand here before my legion of fans, holding my head (and spiky bonce) in shame. They say that no one talks about Fight Club, true. But when it's Fast & Furious, remember one thing: Leave your brain at home and set your motor to auto-cruise. Hey, I'm even 100% sure that NASA's finest could figure out the logistics and physics of cutting open the side of a fast moving train, but this is what F5 does: It's so ludicrous that you just have to give up and suspend disbelief until you come back to reality (haha, I made an Inception joke there, nice!) Fast Five does what it says on the poster and doesn't allow you to breathe a lot. Within 5 mins of the opening scene, we see Vin Diesel's Dom, being rescued by his family (whilst he's in a moving prison vehicle no less!) And a credit to the writers, they shift gears as quickly as they can and take us to Rio De Janeiro (yes, not a CGI city, but actually Rio, no orange Macaws plugging 3G crap, thank God!) What we then get after, is a fairly sane plot of a corrupt official Reyes (the always cool Joaquin De Almeida) who seems to have more money than God. After this Kingpin kills a member of the wannabe Ocean's 11 crew, Dominic wants revenge as only he knows how! Except, he didn't bargain on Special FBI bounty hunter, Hobbs (Dwayne The Rock Johnson). As Paul Walker's Brian O'Conner says: ""Vey Old Testament"". Say what you like about wrestlers-cum-actors, but DJ is better than 50 Cent, in that he actually took acting lessons and is the best thing about F5. In fact, Vin Diesel has been in this franchise for a while now, and wisely takes a back seat for the Rock and his motormouth do the talking. And this is what I liked: We're promised a showdown with 2 behemoths (albeit 3, if you count Vin's belly). While I do like the Bourne films, those frigging quick cuts in the action is off putting; but here, Justin Lin keeps it old school and even out does the Expendables and its constant clumsiness, by giving us a solid beat-down between the Tooth Fairy & XXX. It's A-Team style, punch-em-in-the-face with no suplex in-jokes. The Rock is in phenomenal shape and twice the size of Diesel (I for one, cannot wait until 2012 when he does a one-off reunion with WWE and takes out John Cena!) The women in F&F have 2 purposes: They're good wheel drivers and wield wrenches for self-defense. On the other hand, the ones who aren't allowed to speak on camera, simply let their finely tuned asses and over-the-crotch hot pants do the talking (not that I'm complaining you understand)...Gisele (Gal Gadot) is a skinny chick with balls and needs to eat more burgers if she wants to convince Sports Illustrated, she can cut it on their front cover. Elsa ""Tacky"" Pataky is good as Elena, the cop with a ""nice smile"" and wished she'd been in a bikini instead. But as always, my heart goes to Jordana Brewster as Mia. She'll never win an Oscar (like she gives a rat's ass!) but remains as beautiful as ever (and appeared in season 2 of Chuck, so clearly she has taste).There was great interplay with the rest of the cast too, especially with Roman (Tyrese Gibson) and Tej (Chris Bridges) and their schoolboy put downs. And with a movie that takes itself seriously with action and very little CGI, a smattering of humour is always welcome in my books.A few observations I noticed: Had Dominic Toretto and his motley crew watched Top Gear UK, they would've known that a TVR is the only car that could beat a speed camera (duh!) Also, don't even tell me that no-one has played Modern Warfare 2, because anyone who has (veteran, cough!) will be familiar with the Favela chapter and here, it's brought to the screen with some real ferocity, right down to the roof top chases. And just to reinforce the demographic F5 is aimed out, look no further than Need for Speed: Hot Pursuit, which they clearly emulated in the last 20 mins. And there were 2 other moments I cried (the first being Elena) - Mia driving a GT40 and Dom's 1970 Charger getting crushed (noooooo!) And if you're going to acquire the top sports car in the Western Hemisphere, at least have the decency to grace us with a band of attractive women to double the viewing pleasure! As my good American cyber friend Ashley said: ""Stick around after the end credits"". F&F6 is on the cards; but F5 could've tied-up its loose ends very neatly. I gave this movie 5/5 because it's F for Fun and after you leave, you'll think you've just been on the best amusement park ride, ever! Whether Justin Lin is the right man for the Terminator reboot is debatable - (don't get me wrong, I'm happy for the Far East Asian brother to hit the big time, and that Sung Kan gets a love interest who's out of his race!) but if Justin himself can contact me, we need to sit down and do some serious talking!",SkidMcCormick,2011-05-07,2011
440,8.0,Maybe Too Fast !!,"Fast Five was exactly what I expected. Fast, lots of action and car chases.At some point events made no sense to me. and i think maybe the reason for that is the the new characters have no depth to them.But on the other hand if you are a fan of big car chases and explosions, you could have a lot of fun watching this.The acting was pretty good. Van diesel was my favorite as always. If watch the trailer you will see that its pretty much the same thing in the movie. i mean all of the important scenes are in the tailer.But this film is the best out of all of them. And it could be the best action film of the year.Oh, and if you are going to watch it, make sure that you watch the clip after the Credits !!!",LordElrondd,2011-05-07,2011
446,10.0,Fast Five,"Loved it! It's the Fast and the Furious people! If you loved the first, you can't NOT love this one. They are all ridiculous, over the top and unrealistic but who cares?!? It's so entertaining to watch and having all the cast back was awesome! Practically every hot car makes and appearance and then of course you have the hot men :) Vin Diesel and Paul Walker had great on screen chemistry that made me love them even more. Adding back the rest of the old cast members made for a great humor addition to the movie. Turn off your analytical brain and just sit back and enjoy the ride! Fun!",lindseyholcombe18,2011-04-30,2011
447,3.0,I Am a Fan No More,No content,srgt,2011-11-24,2011
451,10.0,There we go,"So I went to watch Thor today and it was OK but then right after I went into another screen where Fast Five was playing and then thats when I felt like I paid to watch a movie.Let me quickly go through the first four films. The Fast and The Furious introduced the idea of an action film that can be done with cars readily available on the streets like the Mitsubishi Eclipse or Honda Civic. 2 Fast 2 Furious introduced the repeated villain in the franchise which is the powerful drug-lord. Fast and Furious brought in the crazy action but somehow wasn't able to expand its potential. Tokyo Drift was a complete abomination and felt completely unnecessary.Fast Five really seals in the gaps and blends all the best elements from the previous 3 (I will not include Tokyo Drift in this!!!) and wow, its a great theatrical experience.Rio was used as a setting and even though that's becoming a little played out, it's still brilliant because it allows for brilliant action sequences. Whether it's a rooftop chase in the favela, a motorcade ambush by a favela gang or an intense high speed chase sequence with two cars hauling a vault (you saw that in the trailer no big spoiler).Overall everything is so much better, character development, plot lines and story lines, action sequences and even emotion. It does go Hollywood though meaning there is a good amount of suspension of disbelief.I loved it, its good not only as a Fast and Furious film but as a film in its own merit. It took 4 films before but it finally hit the mark.",arnieiam,2011-05-06,2011
452,5.0,I expected more action and it was too long,"After I have read all the positive international reviews I thought this must be a real action movie and above all the best one of this franchise. But I was wrong because in my opinion there were only three great respectable scenes with full of adrenaline. The remaining story was too long. The running time could have been reduced at maximal 95 minutes. There were dialogs where I felt nearly asleep. The characters and actors didn't convince me. Then I missed a fresh and intelligent story with intriguing, mysterious or adventure elements to take me definitely on a great ride in Rio. The story is so simply sticked as in The Expendables or Swordfish. That's why this movie is far away from blockbusters such as DIE HARD, TERMINATOR, JAMES BOND or THE BOURNE IDENTITY series. I am so disappointed and I won't give another chance in future. Too overrated on IMDb. My vote is slow five out of ten.",Luigi Di Pilla,2011-09-11,2011
455,10.0,"Super hot, sexy, full of action and much more to go on... this is a much watch for everyone!!!!","What a movie this was!!!!! I watched it and now its scenes are not getting out of my mind. This movie has everything unlike other remakes were not having that much as they would have expected. But this one will surprise you all. It has speed n cars for which fast & furious series is known. Along with this it has the perfect story, twists & turns. And if I talk about action that this movie has got so much in it. Jonathon was great in his role n all others played their roles very well. So don't waste your time in reading reviews just go and watch this movie. It will take you on a long ride of excitement and fun ;)... and do not forget to vote this movie after watching it because these kind of movies deserves you votes and love both.",ashok2801,2011-08-20,2011
465,9.0,AWESOME! That's all I can say.,"AWESOME! That's all I can say. The action is great, the story is great, the music is great, the cars are again out of this world (ok, not really :-)), the character interaction and character development are great and just as in part 1, it's the 'team' that makes the movie for me. A team which I as a viewer want to be a part of.Where they started falling into the sequel trap with releasing sub-par movies after the first one, come part 4 they completely turned it around. By bringing back the original cast and by adding some much needed character development and 'real' characters they instantly created a blockbuster hit. And now part 5 is even better imho. They expanded on the back stories of the characters and the story of the movie as a whole. A story which I believe is better than the fourth movie and even rivals the first one. Keep in mind though that we are still not talking about Oscar material, but as a summer, sorry ... spring :-), blockbuster it comes highly recommended.If they continue like this I definitely wouldn't mind if they made 5 more of these.",Dschadir,2011-05-07,2011
468,9.0,Just keeps getting better,No content,RCWjr,2011-04-29,2011
469,10.0,They're Fast and they're furious.,Fast Five opens with a daring jailbreak. and from that point on it sets the tone for the movie. Fast Action incredible stunts and credible story to keep everything moving smoothly. Dominic Toretto has been broken out of jail by Former FBI agent Brian O'Connor and Toretto's sister Mia. Once they free Dominic they're on the run for their lives. their race for freedom takes them to Brazil broke and penniless Brian and Mia wait for Dom at the home of a old friend Vince. While they wait for Dom Vince offers Brian a chance at a job the job is to steal three cars off a moving train. Brian and Mia both take the job and join Vince as they move to do the job Dom shows up and helps them do the job. things go wrong from there. the cars are under DEA protection and the gang double crosses Dom Brian and Mia. Mia escapes in one car that holds a secret and Brian and Dom fight for their lives in a breathtaking scene. In the End three DEA agents are dead and the DEA brings in Hobbs a old style gunfighter type of agent he's relentless he's ruthless and he's targeted Dom and his friends for the deaths of his friends. meanwhile Dom and Brian find out Mia is pregnant. On the run with enemies around them Dominic Toretto decides it's time for one last job and then after that disappear forever. Needing help they gather the ultimate superteam for the ultimate heist. and meanwhile the supercop Hobbes is closing in on our band of heroes.The pace is fast the twists are surprising and the acting is solid. this is the best entry in the F and F franchise yet. If Fast Five is this good I wonder how they can top it with Furious six? Oh and stay after the credits for a scene that'll set up furious six and make you want to see that one. Fast five has all the power of a 1970 dodge Charger and all the speed of a Dodge Challenger worth seeing if this is your type of movie.,bluesman-20,2011-05-12,2011
477,5.0,At Least the Cars Were Cool,"Fast Five, another installment to the blockbuster series starring Vin Diesel, gave me mixed feelings. To organize my thoughts, I'll put the aspects of the film in a pros and cons list. Pros: The camera work surprisingly wasn't irritating to watch, as one might expect of a movie revolved around car racing. The action sequences, although far-fetched (as any action movie), was inventive and clouded with clear sound effects that fit the scenes. Cons: The whole movie seemed like a competition of who could deliver the most one-liners. The screenplay was limited, saying only what the audience expected them to say. The characters were shallow and stereotypic; no character stood out from the rest. On a 10 star scale, this movie would fairly deserve 5 stars.",ku2244,2011-05-02,2011
479,8.0,You'll get what you paid for.,No content,DarkVulcan29,2011-05-02,2011
481,8.0,Another episode of a successful movie series; the fifth and likely not the last.,No content,JohnRayPeterson,2011-10-11,2011
486,8.0,Preposterous Fun,No content,gary-444,2011-05-31,2011
490,8.0,HELL YER! Fast Five,"when i first saw the trailer i said HELL YERR IM SEEING IT! i wanted to see it so bad that i booked 4 seats for me and my other 3 friends and they said to me 'we don't have money to see it' an i said 'i don't care if u don't have any money, ill pay for all of us' which is what i ended up doing. And luckily i did book the seats cause it was PACKED. From start to finish i was happy with the movie an how they did it. an cause the cinema was full we decided to wait till everyone left, luckily we did cause they show a small clip after the cast. i loved it so much that i wanted to go see it again. but it was sold out. my mum hasn't seen any of the fast and furious movies and she went and seen fast five, i couldn't believe her and she even said that she enjoyed it.Its a sequel WORTH your money!!",lose-my-mind,2011-05-04,2011
494,10.0,Fast Five Gives you exactly what you want,"Every year, moviegoers can depend on the franchise to release an entry with every character the audience wants (whether dead or alive), six of the most ridiculous and implausible car scenes you'll ever see in your life, and at least one scene where Vin Diesel/Paul Walker's acting is so bad that the audience literally laughs at him in a serious scene. Every summer, an academic on his way to that new French subtitled film that ""the New Yorker just loved!"" scoffs at me as I march to the theater, but why? I can't think of a series that more successfully gives the audience exactly what they pay $12 to see. Five out of Five stars! Read more here http://nationalskirtday.com/2011/05/06/the-girls-of-fast-five/",nationalskirtday,2011-05-06,2011
501,10.0,Out of Control,"First of all public disclaimer....I liked the 1st two iterations in the series; I couldn't stand three and didn't even watch four. Sufficed to say, I was skeptical going into Fast Five. Bottom Line, It was the best movie that I've seen seen this year by far, I liked Hanna a lot, but I loved Fast Five. It was exciting, hilarious, disgusting, crazy, and did I mention exciting already. It was like Ocean's Eleven skill with Transformers 2 Action.Character Development greatly exceeded the previous 4, Background Stories, Cinematography in Brazil never disappointed, Dialogue was clever, Special Effects, Stunts and Fight Scenes, Gunplay, Plot Twists.....Out of ControlWell done and I can't imagine how it could have been any better.",tdedmondjr,2011-04-30,2011
504,8.0,Undeniably awesome.,"I dare anyone to name the 4th sequel of a franchise (not based on previously known material) that is actually considered a decent movie on it's own? That's right, if there are any, I doubt it's more than a handful.But to call this a decent movie is a gross understatement. If looked at for pure entertainment value, this is probably one of the best action movies I have seen in the last 5 years. You can call the whole thing over-the-top, I don't care, to be honest, that would also be an understatement.The thing is, every movie, even bad ones have a redeeming factor to them. Either it's a certain actor's performance, a unique story or brisk visuals. With this franchise it's always been about cars, babes and action. And it handles the action so exceedingly well this time around that you forget the cheesy moments, you forget you're at the movies, it's like you're right in the middle of it, from the very start.No doubt the cars are beautiful, the girls are gorgeous and the acting is exactly what you would expect. But the story actually has a subplot which gives the movie more emotional depth. Money and freedom is the motivator for these guys, but by doing what they do best they aren't just fighting for their own freedom. This is touched upon a couple of times and it gives the story a good moral boost.And if there isn't something being completely demolished on the big screen it's the trash-talking that keeps the pace at a high level. Laughter guaranteed.I can't recommend this movie enough for action junkies or people who just want to have a good time at the cinema. So if this hasn't been enough...Picture Ocean's Eleven, now think cars, Dwayne ""The Rock"" Johnson and a lot of eye-popping violence.Yeah that should do it.",Kungloa,2011-05-08,2011
505,8.0,Fast Five - It will NOT disappoint ANYONE!! not even the critics!,"Just returned from the weekend show and; without having watched 3 of the sequels of this famous franchise and only going because of a strong marketing and promotion basically, I have to say Boy!! I was overjoyed after watching this start-to-finish thrill-ride and adrenaline rush offering!! It was not the kind of action-packed race flick where several pieces of disjoint stories are juxtaposed together to basically justify and depict the action and thrill itself, or in other words a messy story, but I had the genuine feeling that the story was well-knit and well-aligned with the amazing action and it had some substance which probably was lacking in previous movies. Especially now as we basically see law-breakers Vs law-enforcers and the boundaries are distinct and somewhat clearly defined, so almost the whole movie gave a feeling of Jason Bourne thrill, so one can imagine that here the story isn't compromised as one would expect before watching the movie----In the end, basically a very very good and thrilling cinematic experience and a valuable addition to the franchise itself. Even if you are like me, I mean, not a fan of racing flicks, this one would certainly force you to change your perspective quite a bit I can guarantee. Thanks!",observer85,2011-04-29,2011
506,5.0,The best in the series since the first,No content,Meven_Stoffat,2011-05-02,2011
507,8.0,Fast Five shows that the series still has some NOS left in the engine,"The Fast and the Furious series returns for its fifth installment and largest cast to date. Paul Walker and Vin Diesel return to do another job this time on the run from the FBI(led by Dwayne Johnson as DSS agent Hobbs) and the Rio De Janeiro mafia. To pull off the ""one last job"" they assemble a team of professionals(all from previous films) including Jordana Brewster as Mia Toretto,Tyrese Gibson as Roman Pearce, Ludicrous as Tej Parker,Sung Kang as Han Lue, and Matt Schulze as Vince. The movie is supposed to be filled with plenty of action involving cars, explosion, and woman, but can the all-star cast of actors make this an entertaining action movie or should the Fast and Furious series ended 2 sequels ago?Check out the rest on my film blog http://mastersfilmreview.wordpress.com/2011/05/02/fast-five-review/",bigcalkenobi,2011-05-07,2011
513,10.0,This sequel was just AWESOME.,"This sequel was just AWESOME. It was the best amongst the others. I loved the ending, totally unexpected. Also, the part after the end credits was a total shocker. I would not mention what happens over here, but, for the people who haven't watched the movie as yet, DO NOT miss the part after the end credits. It was a jaw-dropping moment. It is totally WORTH the wait. I can watch Fast Five over and over again. It was brilliantly produced, directed and shot. Hats off to all the actors in the film. The best part being, all of them re-united from all the sequels. Vin Diesel and Dwayne Johnson, are two superb and outstanding actors. Paul Walker is just oh-so-hot, always will be. Jordana Brewster's performance in the film is impeccable. Can't wait for the next sequel. Gal Gadot looked very, very pretty in the movie. She is a fantastic actress. The particular scene after the end credits, actually left me surprised. I had goosebumps. Ah, anyway, this movie is a MUST watch. Enjoy it.",neha_rj,2011-05-09,2011
515,9.0,Excellent F&F,"The action was awesome, the cars were incredible, and it had a great storyline! There was character development. There were twists. There was some predictably, but that is to be expected. However, I don't think anyone saw the awesome twist at the end! I also really liked the falling action after the climax.Most of the characters from the other movies were in here and played important roles. There was even a new big character. And of course the ending was awesome, while still leaving an opening for a sequel.Especially if you are a ""car guy"", you have to see this movie.",sabretooth91,2011-05-16,2011
518,9.0,Gotta see that again!,"WOW... What a movie, Vin and Walker were at there best. You had top of the line action, also the joining of previous characters was awesome. To be honest this movie is very different from the last 4 that have been made. It makes more sense and it is worth it to go see this movie. Hell I wanna see it again it was so good. 5 out of 5 for this fifth installment of fast and furious. Go see this movie, it will be one hell of a ride! The Rock and Vin Diesel really go at it through out the movie, and the cast from the previous movies really bring back that feeling, like your getting back together after so long. It really will make you wanna see it again!!",harrytasker16,2011-04-30,2011
519,4.0,Or am I a patriot or the movie is ridiculous,No content,erryone,2011-05-30,2011
522,3.0,Furios I am how bad this movie is,"I must ask was Vin Diesel on some kind of drugs while he was filming this? Seriously, every time he appeared on screen he looked like he could use a nap. Maybe he realized how bad this is and did not want to give an effort.I enjoyed 1 and 2nd FnF and did not watch rest of them except this last one.Except for few funny scenes and Dwayne Johnson rest is plain crap. Nothing is consistent. Pretty much like Transformers 3. You simply jump from one scene in no particular order and that is annoyance.Supporting cast is completely obnoxious and that was not easy to achieve.Don't bother to watch as I can not with describing how bad it is any longer.",carvercape,2011-08-22,2011
523,5.0,I may have enjoyed it more if I understood it one bit.,No content,Christian_Dimartino,2011-07-17,2011
525,5.0,Just another action movie,No content,rashvind,2011-06-25,2011
528,5.0,If Only they Shutup and Blow Something Up,Fast Five has been getting great reviews and is the first positive received film in the series. It's still another mediocre entry.I must admit that I have not seen all the The Fast and Furious films and I don't really care if I ever do. I decided to see this one and there be it. The movie begins show us Dom (Vin Diesel) is being sentenced to a long time in jail. We later see Paul Walker and Jordana Brewster helping him get free. Then they are on the run and they decide to get a job that the pay is real good. After doing the dangerous job they found out a very important dangerous man is behind the scenes. Then they call the whole crew back to do a big final score. Numerous actors from the series comes in and they show the process of them preparing for the score. At the same time a task force is sent to get Dom and his crew. Which is The Rock's character plays we get to see scenes of that.Let me get it out of the way the film's action sequences are made very well and they do provide the thrills for a movie like this. You can also see the movie drops the glorification of street racing even if it is dangerous. The problem with the film is it's pace and it's heavy nonsense dialogue. It was nothing interesting to say and I didn't really care much about it either. There was comic relief and trust me hot girls and sick ass cars. What bogs the film down is the pace and the dialogue. I do admit the last 30 mins of the film was truly exciting and fun if only the movie was like that the entire time.Sorry wasn't very convincing.MP **/* 2.5/5,migperez,2011-05-15,2011
529,3.0,Not up the Expectations,"I must say ""disappointed"".Never was like any of the previous F&F movie. Too much drama made this film look like an average, over budgeted, nonsense action, lot of unwanted CGI and load of crap. It is so ridiculous with such a huge vault is being dragged own by two cars and able to bring down buildings, cars everything on its way and without any single twist to the ropes from two cars.Script is so bad, characters lack the depth, there is no proper story at all. Many actors did not have proper role to play example Elsa Pataki, Sung kang, Gal Gadot and Tyrese . One or two action scenes were good, but saw those in the trailer.Moral of the story : I want my money back !!",suuniil,2011-05-02,2011
530,8.0,"Fans will be pleased, while others will enjoy the over-the-top action","This should be categorised as super science fiction, but I'll let that slide.. Just stuff your brain in your pocket for this one and enjoy the ride.The action is way over the top unbelievable, as is the preposterous story line, as well as every sentence of dialogue. It's also a little too long for its own good. But overall, you won't really care. This is the 5th instalment of a franchise where you know what to expect - a lot of car action as well as plenty of gun-toting, foot chasing and one-on-one brawling; on which it delivers, overwhelmingly so, to the point that your head will be spinning by the end of it all.",slavewire,2011-09-25,2011
531,8.0,Family First,"Vin Diesel plays Dom Toretto in ""The Fast and The Furious"". Dom, a fugitive ex-con, hiding with his girlfriend Letty (Michelle Rodriguez) who is forced to leave his girlfriend and crew behind to avoid the police catching them all. This results in a serious of high profile crimes and Dom returns to Los Angeles (LA) seeking answers. Once back in LA Dom is thrown back with Paul Walkers character (Agent Brian O'Conner). The two do not see eye and are often verbally battling. However as Agent O'Conner and Dom are each investigating the crimes their paths continue to cross and soon it is obvious that Fenix (Laz Alonzo) is behind the crimes. Fenix works for a drug dealer named Arturo Braga (John Ortiz). Each of the men wants Braga for his own personal reasons. The film takes the viewer on exciting car chases through the Mexican desert, underground tunnels, and through the streets of LA. Each of these scenes is made more realistic by the camera angles. One such scene appears as the drug running team is racing across the Mexican desert towards mountains. At first, it looks as if the cars might smash into the side of the mountain but at the last minute, the camera angle exposes an opening. The theme of this film may seem hard to locate under all the action but it is an old-fashioned one. Nothing is more important than family and good friends are. Families come in many forms some of directly related and others are chosen. The police to the ending of the film demonstrate this throughout the film from the first time Dom leaves his girlfriend and crew in hopes of avoiding their capture. Dialogue is the main factor used to demonstrate the theme. A good example of this towards the end of the film Brian is seriously hurt and even though the police are coming Dom stays behind to make sure Brian is safe by saying ""he's tired of running"". The theme is again repeated at the end of the film when Brian returns the favor however to describe the scene or dialogue would ruin the end of this fast paced film. Although many viewers will only see the fast cars, action packed scenes, and violence the underlying fact of the film is families are the most important things.",jemai02,2011-09-16,2011
532,8.0,Mindless fun,"What can someone expect from the 5th ""sequel"", after not watching first four? Probably something bad, milked to the bone and totally dry. Well, this is not the case here. I'll probably watch all the ""prequels"" backwards, just for a different perspective. This movie is fun and a huge slaughterhouse for the automobiles. Reminds me of The Wild Bunch only because of the ""body count"", only here ""poor"" cars prevail in the pile. The movie is very watchable, dynamic, action packed and (despite many obvious flaws in the plot) just OK. In these type of films directing and editing (beside special effects) is what counts and that part of the job is well done. The only time when I actually mentioned someone ""acting"" is when Dwayne Johnson pops up. That man, bearing his muscles as more of a curse in life than a blessing, is highly underestimated as an actor (watch Faster and you'll see what I mean). Others just pass through the scenes not even trying to do anything but to have fun themselves. If you have approx. 130 minutes surplus for some passive entertainment, go and watch this one. Don't expect. Just enjoy the ride.",Maleplatypus,2011-08-26,2011
533,8.0,Ocean's 11 meets F&F,"Overall, this film is another entertaining chapter in the F&F franchise. I enjoyed it, but less than than its immediate predecessor. Where this movie falls short for me is in the ensemble cast aspect. It seems like the production company tried to stretch this episode against the canvas of an ""Ocean's 11"" type story (big cast, ""switcheroo"" plot), and as a result only a couple of the peripheral characters get to stand out and actually mean something to the story or the audience. Most noticeably, Elsa Pataky (as Officer Elena Neves) and Gal Gadot (returning as Gisele Harabo from Fast & Furious) assume roles on opposite sides of the law - but any roundness that could be lent to their characters seems lost in a cast that is way too large. The two actresses are similar enough in appearance that, as a result, I had to really struggle to find context to know which character was on screen at any given time. Dwayne Johnson steps in and provides a ""larger than life"" tough guy whose character is somewhat predictable. Via teaser information revealed in a scene at the end of the credits, the story ends up serving to largely be an intricate set up for the next movie. I guess it depends on the story line and how they plan to accommodate the passage of time, but it seems that they would be best served by completing this next chapter sooner rather than later - everyone is getting older and as the youthful element drains from the production, the concept starts to look even sillier than it started out to be.",dst-thomas,2011-11-03,2011
