Rating,Title,Content,Author Name,Date
7,We finally get good five in,"Five films in and at first it feels like yet again we are in for the same old Fast and Furious, races galore and dumb dialogue which makes a movie that could be good, bad. Something has happened though because Fast Five is actually a good movie and I really mean that, not only is the plot exciting and full of action packed and well done sequences, it also actually builds the characters so you don't feel they are disposable cast members and sure the film gets rid of races every few minutes but that is where the good stuff lies, the fact that this has very little racing. The movie tries it's hardest to keep the cars cool but then make the story a movie full of guns and full of emotional back stories etc, it partly works and maybe can be a little shaky with those emotional parts but all in all you still feel a slight connection and that is what truly counts in the end.The story takes us to Brazil and the crew of Brian O'Conner (Paul Walker), Dominic Toretto (Vin Diesel) and his sister Mia (Jordana Brewster) are as always, in trouble. This time the story takes us in a direction of heists and getting in and out of places fast, sure the stakes are seemingly impossibly high and the police of Rio de Janeiro are very unbelievable but the movie still navigates it's way well and creates a sense of danger at every turn. By far the best addition to the movie is Dwayne Johnson who plays the role of tough US security service agent Luke Hobbs, he literally looks like a human bull at times in this and his character is made out to be a man of the law, but a man who doesn't let anything get in his way. Now Justin Lin for me personally has failed to direct well at all with his previous instalments in the series, here he takes a whole new turn and makes a tip-top piece of work. The movie benefits from the fast pace because it doesn't hang about, the plot isn't maybe the most unique but the development that I feel Lin gives to the characters is good enough for this to really work. Chris Morgan's script is OK I mean at times it gets a little same old but it still manages to bang out a story and some snappy dialogue to make you feel like seeing this through, certainly tries very hard with the one liners in this one. I felt the main cast we know from the past like Paul Walker and Vin Diesel were alright, they were not the reason this movie is good but they do their parts and get them done pretty nicely. We see some other old faces from the past movies and that really plays into the whole story well, sure it is trying a lot to make itself look cool that way but it does work and it is a welcome sight to see some of the faces of old. The setting was a nice choice I have to add, the small cramped housing provides a perfect back drop and interior settings for some of the films biggest moments, a particular part running across the roofs of those buildings is fantastically shot. So a worthy addition to the furious franchise that seems to still be chugging a long, grossing in bucket loads of cash and breaking records at every corner. I hope that we see more of what this film is like in the future of this series, I don't mean go with the heist format again but lose the cars as racing tools and this comes off well, start to inject a little more depth and you have yourself an exciting but emotionally charged movie that not only fans of the series can enjoy, but also those who really do not like the ones that came before this one too.",willcundallreview,"Oct 16, 2015"
8,combine it all,"Awesome movie. Entertaining to the max. Good continuation of the story with lots of good connections to the past ones. Was awesome to see characters from all 4 previous movies meet for the first time. Amazing action of all sorts, racing, shooting, fighting, chasing. So many crazy scenes and omg moments. Also had some stupid stuff as expected, and what's up with vin diesel's voice lol (5 viewings, 6/19/2021)",FeastMode,"Jun 25, 2019"
7,The best of the Five,"¨I suggest you make peace with whatever demons you have left cause come tomorrow, I will find you.¨ The Fast and the Furious franchise is back with its fifth installment, Fast Five, and I must say this is probably the best one of the series. Almost all the characters from the previous films are back and director Justin Lin has managed to bring the franchise back to life. I thought Tokyo Drift would definitely bury the series without Vin Diesel or Paul Walker, but then they managed to bring all the main characters back, mix them together, and now it seems we will have plenty more fast cars coming our way. The screenplay was written by Chris Morgan, who also wrote the third and fourth ones, and the story works really well although that isn't the reason why we go see these movies. There are probably better actors, better scripts, and more believable heist thrillers than this one, but we still go see these movies for the cars and the great action sequences. The situations these guys go through is unbelievable, we know that the way these characters drive they should all have died in the first Fast and Furious, but we know this is just a fun and entertaining franchise and we try to make peace with the screenplay as best we can because it is just fun to see these guys go at it. It's fun to see them drive cars off a running train, or speed by busy streets without crashing into each other while at the same time avoiding all sorts of bullets and explosions. Fast Five might be the most unbelievable and improbable film of the franchise, but it is still the best one.The film picks up right where the fourth one left us, Brian (Paul Walker) and Mia (Jordana Brewster) are breaking Dominic (Vin Diesel) out of custody while he is being transported to jail. They successfully manage to free him, and all three of them become fugitives. They are forced to continually be on the run and end up in Rio de Janeiro with very little money left on them. In Rio they stay with Dom's longtime friend from the first film, Vince (Matt Schulze), who is now living in the favelas with his girlfriend and baby boy Nico. Vince tells Brian he has a job for them and since they are short on cash they have to accept. Unfortunately something goes wrong in the job and the guys make a new enemy: Hernan Reyes (Joaquim de Almeida), a corrupt businessman who owns the entire police force and gangsters in Rio. Now Dom and Brian have all the gangsters, the Brazilian police, and special Federal Agent Luke Hobbs (Dwayne ¨The Rock¨ Johnson) along with his elite team after them in beautiful Rio. Dom and Brian decide to pull off one last job in order to teach Hernan a lesson, but in order to do so they will need to assemble an elite team. That is where the rest of the crew from previous films come in. First we have Tej (Ludicrous) and Roman (Tyrese Gibson) from the first sequel, then there's Han Lue (Sung Jang) from the Tokyo Drift film, and finally Gisele (Gal Gadot), Tego (Tego Calderon), and Rico Santos (Don Omar) are back from the latest installment. Together they hope to pull off one of the biggest heists of their lives worth 100 million dollars, but being able to pull it off doesn't seem that easy.Fast Five delivers what it promises and even more. There are a lot of action sequences and they are shot extremely well. The cars move really fast, but that isn't all Fast Five has going for it. The addition of The Rock to the story sets up an interesting fight scene between him and Dominic. The Rock helped boost the series even more and brought something fresh to the franchise. There is also the plus that the film took place in Rio de Janeiro and the scenery there is just so beautiful. There is a great chase scene that takes place over the roofs of the favelas, reminiscent of the Bourne Ultimatum scene in Morocco. Yes, the story is improbable, but we still are allowed to have fun with it. I didn't get into the movie that much until the second half of the film, but let me say that the second part really delivers. This movie also has the best ending and it really leaves you expecting the sixth part, which I really didn't feel that excited about in the other films. Fans of the franchise will surely be satisfied and Fast Five might even add a few new converts along the way because it is the best one so far. The soundtrack is also great and Don Omar really is hilarious in this movie. He delivered most of the funny scenes in the film. Ludicrous and Tyrese Gibson also did their part in sharing the workload. It was just good seeing all these characters together and the cameo in the ending is just the cherry on the pie. I was surprisingly entertained with Fast Five.http://estebueno10.blogspot.com/",estebangonzalez10,"May 17, 2011"
10,Great ride!,"Greetings from Lithuania.This is the best action movie so far in 2011, hands down. Action sequences are UNBELIEVABLE in every meaning of this word. Plot? Nothing new here, but it works. Acting is OK, especially from Dwayne Johnson - he simply rocks in this one! What i liked the most in ""Fast Five"" that action sequences doesn't use CGI, or uses it where it's only necessary. Stunts are ""crazy"" in ""Fast Five"" - in a god way. And that is what makes action seq. in ""Fast Five"" look AMAZING - You have to see it on a big screen. Really looking forward to ""F&F6""!9/10.",851222,"Jun 26, 2011"
6,The longest and brainless yet! Also the best,"Finally, on 2011 they went all super-hero (or anti-hero, really).And that went well for the series because it meant less emotional/character driven scenes (there are a handful of 2 minutes ""scenes"" of such kind, and while bad, they are there just to explain the motivations of the characters).The one thing that made this one better than the original is that there is a more ""Ocean's Eleven"" kind of plot, and even if you do have to turn your brain off to enjoy it, it works and its more elaborated than the others of the franchise.Again, not even a bit realistic at anything, but it doesn't really try to be, in my opinion. Less races and more chases with more action improved this thing.",educallejero,"Mar 27, 2019"
9,A flawless Fast & Furious film!,"The fifth installment in the Fast & Furious franchise perfects the formula in what many consider to be the best entry in the series. Picking right up where the previous film left off, Fast Five is balls to the wall action from the opening shot. An over arching heist plot is the perfect premise for the franchise at the time, keeping it simple while giving it flexibility to continue flying above the shark.The Rock slips into the series seamlessly, harnessing aspects of his wrestling persona into a great performance as Hobbs. He is a refreshing antagonist for being a brutish law enforcer type instead of the usual street gang leader. The Family is in prime form in this film, bringing back past characters for THE high-stakes heist.",mediatation,"Jun 21, 2024"
7,Epic,"The franchise hits its stride with this new, exciting experience with a classic cast and interesting story that will keep you involved from start to finish",benjicaunce,"Nov 10, 2018"
10,My Favourite Movie,"Amazing Car Chase, Stunts, Bank Safe & Lots of Street Racing, Action & Great Actors, Etc. Love it.My Favourite Movie, Enough Said. 10/10.",vipboss,"Aug 25, 2021"
6,"Still a fun entry, but beginning to go beyond plausibility","Once Fast & Furious (2009) came back on the scene, reuniting Brian O'Conner (Paul Walker), Dominic Toretto (Vin Diesel) and the rest of his crew, knowing sequels were on the way was more than just foresight. The hints were given not only with films prior, but also with teaser footage in the post credits. Amazingly, it has also been one of the few franchises that keeps on going no matter what critics have said previously. However, this is the film that not only topped all of the other installments and was favored the most by critics, but also began to bring the franchise full circle (kind of). Continuing immediately after the last film, O'Conner and his crew break out Dominic Toretto and flee to Brazil. Nonetheless, this does not stop the US government from sending another federal lawman to bring in O'Conner and Toretto. His name is Hobbs (Dwayne Johnson), and he's determined to get the job done that O'Conner failed to do time and again.Once in Brazil, Toretto and Co. decide that the only way to be free of all the trouble they've been in for for the last number of films is to rob Reyes (Joaquim de Almeida), a drug lord who controls the local area and use his money to disappear entirely. To do this, O'Conner and Toretto call in their contacts, which span from the prior sequels. Joining the gang is Roman Pierce (Tyrese Gibson), Tej Parker (Ludacris), Han (Sung Kang) and others. The great thing is, the fans of the franchise will definitely enjoy seeing the characters combine forces from beginning to end. Screenwriter Chris Morgan has certainly been improving the way the stories are being told for these characters. My question is since Morgan only began writing for the franchise at The Fast and the Furious: Tokyo Drift (2006), did he plan this from that point? If so, he certainly knows how to plan ahead.Sadly for timeline continuity, Chris Morgan still hasn't made any sense to why The Fast and the Furious: Tokyo Drift (2006) was written first if that came later. It gets annoying to think about when trying to make sense of it all. To be honest though, the best part about Morgan's screenplay to this entry is the fact that it no longer focuses on revenge, trying to pick sides or anything near that. It's all about breaking free from old chains and it's something everyone strives for in life. There's nothing to say about acting because anyone watching this movie has either followed this franchise from the start or will become attached from here. All the actors maintained their characters charm and personality. It is surprising to see how some of the actors look now though. A lot of the male actors have beefed up considerably, from Vin Diesel, Dwayne Johnson and Matt Schulze. They got huge! Another impressive visual component is that the cars used are no longer on a high color pallet with neon paint and LED lights made to look and sound like your regular urban crotch rocket. Here, they use slick, dark colored, modern high performance cars and it looks less infantile in style and that's good. The action / racing is another good element that entertains to a point. I say this because at some points in the movie, the physics do not exactly apply and because this is in a ""real-world"" setting, what happens in some action scenes aren't the most plausible. There's only so much strain a regular car chassis can handle compared to a van or compared to a truck. Another thing that might annoy people depending on ethnicity is that no subtitles are used for when people speak in foreign languages. It's one thing if its brief but it happens more than enough times for people who are not fluent in the language to get confused. The final visual aspect to the film is Stephen F. Windon's cinematography. Considering that he's been on board this franchise since The Fast and the Furious: Tokyo Drift (2006), it seems that he knows what to look for as well. Plus, since this is a car-related movie, one would need a nice backdrop for viewers to look at while things are going on and that's what Windon does here. Much of his shots include beautiful scenery of the Brazilian landscape; from the mountains to urban terrain. Finally, completing the listening experience is Brian Tyler's musical composition. Like much of the other music he produced for the prior entries, again going back to The Fast and the Furious: Tokyo Drift (2006), it's fairly generic music. However, Tyler is able to convey the right tunes for the sentimental moments and action cues. To do this, like he's done in the past, he's used a mix of electronic synths and an actual orchestra. So far, he's doing a good job but hopefully he'll make a more memorable theme for the franchise at some point.Viewers should enjoy the direction in which their favorite characters go from here. Plus, rejoining the cast from prior entries, adding new characters and maturing the visual style is an added bonus. The only quip fans may have are the omitted subtitles and the action does entertain, but may get a bit out of control for its realistic setting.",breakdownthatfilm-blogspot-com,"Jan 15, 2015"
2,Among the worst I've ever seen,"I love heist movies. I love action movies. This film was utterly boring and unbelievable from start to finish. It defies the laws of logic, storytelling, and physics at every turn and it just goes on and on and on. And so predictable--especially if you've seen Oceans 11.I almost walked out during the ""climactic"" final chase. Such a snoozefest.The dialogue and stunts are laughable--and the mayhem and destruction in the last 30 minutes are numbing and unbearable. You keep looking, asking ""Where are all the bodies? There must be hundreds or thousands of people killed during this chase."" But nope, you don't see any bodies because there aren't any. No people on the streets of Rio during broad daylight even though in every previous shot the streets were jammed with pedestrians. My god this film was boring. It's the first film I've seen in Imax and it'll probably be the last-- seems pretty clear that's just a marketing scam to get people to see movies that would otherwise tank. I'm sure you'll ignore my review and see it anyway. That's cool, but bring a good book.",vsdobbs,"May 13, 2011"
6,Decent...but,"I don't know all the backstory of this franchise, but I enjoyed this movie for the most part. It was action-packed and visually enticing. I am not a guy, but if I was, I think I'd know this movie is tailor-made for me: filled with bravado and a cameraman who apparently can't take his lens of the eye candy and cheesy little one-liners parsed throughout here and there. This is a film tailor-made for the ""Fast and Furious"" fan.But while the action and cinematography is appealing and exciting, some areas left a little bit to be desired. I thought the plot was a little weak and convoluted. I found some of the acting to need a little improvement--the cheesy one-liners didn't help. Most of all though, the cheesy romantic components were just sad. If Diesel and the cop had one more long stare at each other, I might have hurled right there in the theater. And the way all the relationships came together at the end and pretty much everyone got their fantastical happy ending was just a bit much and over-the-top cliché. I was actually surprised at how cliché it all was. The over-the-top happy endings left me wondering where this franchise will go from here, if there is a plan for its continuation at all. There are no holes left. How will the next installment come in with all the characters rich and free and in love and whatnot? Hmmm But let not the previous paragraph deter you. This is a fun film worth seeing.",TamPalm,"Jun 10, 2011"
8,Remember to wear your seat belts for this one!,"The fifth installment in The Fast and the Furious franchise, Fast Five is an intensely gripping, thoroughly engaging & relentlessly entertaining sequel that not just brings several upgrades in all departments of filmmaking but by replacing the street racing formula with elements of a heist thriller, it ends up resurrecting this derailed franchise in style and heralds the series' heading into a new direction.Set in Rio de Janeiro, Brazil, the story of Fast Five follows Dominic Toretto, Brian O'Conner & Mia as they plan a massive heist to steal $100 million in cash from a ruthless drug lord & corrupt businessman and enlist the help of former allies to pull off the job which would buy them their freedom. But at the same time, they find themselves being pursued by a federal agent who's in Rio to arrest both Dom & Brian.Directed by Justin Lin, Fast Five presents the director in much different form as his kinetic work behind the camera keeps the story running on top-gear from start to finish, and the earlier momentum it gained with its explosive opening sequence is never lost. The screenplay at last places more emphasis on its story & characters, adds in a welcome amount of humour and even though the route it takes is new, the old-school formula isn't entirely discarded.The technical aspects exhibit a complete overhaul which is in sync with the transition this franchise itself undergoes through this chapter. Production design team puts up some wonderfully detailed set pieces, Cinematography makes exuberant use of its camera while the applied colour tones are more vivid than before. The events unfolds at breakneck pace, Editing is at its best during the action sequences, and the vehicular carnage it has in store is simply overwhelming.Coming to the performances, Fast Five brings the notable characters from all the previous chapters together under one roof and all of them deliver more confident performances. Vin Diesel & Paul Walker show greater maturity in their respective roles of Dom & Brian but it's the swashbuckling input from Dwayne ""The Rock"" Johnson that turns out to be the biggest surprise of them all. It's not difficult to assess that he was really enjoying his character and it reflects in his impressive performance.Last but not the least is Brian Tyler's score which packs in some intense, vibrant tracks that never allows the film's charged atmosphere to settle down and actually enhances the whole experience by a considerable margin. The visual effects team also brings its A- game, for the moments of action seem convincing for the most part, even if it's a tad over-the-top on few occasions. There are more thrilling moments to be found here than in all previous chapters combined and every moment featuring Johnson & Diesel together is a highlight, right away.On an overall scale, Fast Five is without a shadow of a doubt the finest chapter in The Fast and the Furious franchise and the first one in the series that manages to find a near-perfect balance between its elements of style & substance. High-octane, full- throttled & immensely satisfying, Fast Five is an action-packed, roller-coaster ride that packs in all the ingredients in just the right dosages to succeed as a genuine summer blockbuster material & a quality entertainer for not just the fans of the series, but newcomers as well. Absolutely worth your time & money.",ryanskywalker-87402,"Apr 18, 2017"
6,Best of a bad lot,"Fast & Furious movies are for teen boneheads and nobody else. Filled with ridiculous posing, wooden actors and ludicrous action scenes. Part 5 of the series is the best and the only installment I have been able to watch from start to finish. This is mainly because of excellent locations (Brazil) and hot chicks in the movie.",laurinen71,"Aug 19, 2019"
10,AWESOME,"It is the best movie of the entire franchise, it has a lot of action, tension and emotion. TOTALLY RECOMMENDED!",DogePelis2015,"Nov 14, 2020"
6,Somewhat failed attempt at popcorn,"Picking up the story where the previous one left off this one doesn't need much explaining story wise - the gang is still up to no good and using fast cars to do it. This time the scenery has changed to Southern America, Brazil to be exact.The theme of the films being fast cars, fast driving and action sequences galore this one does not fail to deliver. There's plenty of all of that. When it comes to adding something new to the series it does fail a bit though - it's just more of the same. Add to that the fact that most of the story is more than a little ludicrous and the end result is easily derived: if one is able to dislodge ones brain for the duration of the film then it can be enjoyed otherwise it can't.For me the turning point was the point where it became clear there were no characters to bond with. Every single one of them should be locked away for life. One can't care for characters like that - whether they live or die, escape or get caught, it doesn't matter. It makes the film flimsy and too easily forgotten.6 out of 10 corns not yet fully popped.",LazySod,"May 18, 2011"
8,By far the best in the franchise,"Great action, cool stunts, much thrill and suspense build-up you would expect from a Fast & Furious title. I was really satisfied with the story and the acting. Not only does this movie start on a strong note, but the ending ticks all boxes. If you'd like to watch great action flick with a few laughs along the way - I say that this movie is a must-see!",hektorkanta,"Feb 15, 2018"
6,Vin Diesel vs The Rock.,"Fast & Furious 5 steers the series even further away from 'car-porn' and into more accessible over-the-top summer blockbuster territory. This one even has The Rock in it!The film opens as part four closed, with Dom's team rescuing their friend while he is en route to prison by orchestrating a bus crash that, in reality, would kill everyone inside. Of course, by now, reality has nothing to do with the Fast & Furious franchise: this is a preposterous slam-bang spectacle that would have left me with a big grin on my face if it hadn't been so drawn out. At well over two hours, part 5 is at least thirty minutes longer than it needed to be. Trim the fat and it might have been the most enjoyable one so far.Anyway, with Dom free (and somehow devoid of any injuries), the action moves to Brazil where the team decide to pull another car robbery (from a speeding train, no less). Lots of mayhem ensues, with more death defying stunts, after which the crew discover a computer chip hidden inside one of the vehicles that details the activities of Rio De Janeiro's top crime lord. Armed with this information, the gang decide to pull one more heist: steal the bad guy's money - all $100million of it. Meanwhile, top US agent Hobbs (Dwayne Johnson) is on their trail.Unfortunately, the preparation for the daring raid is where things tend to drag (although we do get to see Gal Gadot in a small bikini, so it's not all bad). The film does, however, eventually culminate in one of the craziest heist scenes in cinema, with Dom and Brian dragging a humongous metal safe around the streets of Rio, laying waste to buildings and cars in the process. Oh, and there's a car with a mini-gun that pops out of the sun roof! All of this is mindless popcorn fun if you can check your sense of logic at the door on the way in - it's just a shame that getting there is a bit of a slog at times.",BA_Harrison,"Jul 22, 2018"
9,Hobbs is So Good in This. 🏦,Hobbs is So Good in This and They Chose A Beautiful Location In Brazil.,DoNotComeToTheCinemaDepressed,"Jun 14, 2020"
7,Pretty entertaining...,"Only watching four movies a year at the theaters now, I went to see this movie out of my vestigial interest in fast cars left over after years of owning sports cars and fast cars...The plot line is pretty much just an excuse for insane chase scenes that defy the laws of physics and just all the other laws out there.The target audience will enjoy the movie, but this movie did not really bring anything new to the table as far as the cars, it brings in cast members from the previous sequels and does'nt even try to explain the connections. Besides these little quibbles, I have never seen a movie where they used so little actual real natives. They only used Rio as a backdrop and huge set, clearing the streets almost completely for all the scenes. But now that I think about it, that was the way all of the movies have been made. Tokyo drifts main Japanese protagonists were all either mixed or Korean!",tomarx7,"Jun 4, 2011"
1,Most average F'n'F yet,"RE: 19 April 2011 | by corey_dw (Australia) After varying degrees of success with the franchise, My faith that ""Fast 5"" could deliver on the hype was waning somewhat. However despite the fact this film hasn't been released yet and I've not actually seen it but I work for the studio I am pleased to say the series hasn't redeemed itself. Fast 5 pulls out no stops this time around. It almost delivers on action, cars, poor quality acting and a hackneyed storyline. It doesn't bother exploring the character personalities, not showing humour, fear, vulnerability and determination this time around which gives the movie no strength or depth also missing from previous Fast n Furious movies. I found myself cringing out loud a few times at the unsubtle humour, and leaning forward for the action scenes which should've been truly amazing.The Story is predictable and will not keep the surprises coming to the end. The Cast has not matured and it shows in the lack of quality of acting over previous F'n'F movies. Ironically, one of the production companies involved is called Original Productions.Pros:Average pace throughout the movieAverage storyline and plotAverage Cast of actors/ actresses Unimaginative and un-inventive elements throughoutOne or two ""Wow"" momentsCons: Would be nice to have more screen time for the carsa 130 cheesy moments ( but this adds to the humour of the film)Overall: Highly recommended if you have low expectations, nothing better to do and a free cinema ticket, or your a complete drone with no imagination who likes retarded films with spoon fed plots. Just be sure to fast forward until the end of the credits!0.5/10",StudioLAX,"Apr 25, 2011"
9,New Breed of Fast & Furious,"Ah, the film that kicked off the new breed of Fast & Furious films, Fast Five. The film that gathered all of the fan favorite characters from previous films into one gigantic ensemble. Throw in Dwayne The Rock Johnson and you have yourself what may be the best the franchise will ever be.I've had a hard time ordering which F&F film is actually the best/my favorite. 5,6, and 7 all are tremendous. They know exactly what type of film they are and what type of film they're not. Perhaps Fast Five takes the cake for being the first to truly embrace the ridiculousness of the franchise. Even with the previous film, there was a little bit of tone deaf at times with the writing. However, Fast Five takes the series to a whole new level in terms of tone, characters, and even genre.In many ways, this was a soft reboot for the series. Essentially, the characters become superhuman with qualities they just didn't have before. As far as I'm concerned, Tej was never a tech genius, Mia was never able to hack into police scanners, and Roman was never scared of anything. All of those were added in to service the story they wanted to tell in Fast Five. You know what? That's completely fine by me. A soft reboot was exactly what these films needed. If that was what we needed to do to have the characters pull off an insane heist and have a blast doing it? I'm all in.The Rock (aka franchise Viagra) adds another layer to the film as well. Gone are the days where Dom & Brian are going after one another. Now, you have 260 pounds of pure muscle going after the entire crew, and boy is it worth it. Not only is it mind-blowingly entertaining to watch Diesel and Johnson fight, Johnson actually brings a lot to the role of Hobbs. These movies have always been keen on establishing an inner code/morals for each character, and Hobbs' code works well alongside and against Dom's. Apparently, the role was originally going to be Tommy Lee Jones, but I can't imagine anyone better than The Rock to play him.Much like the previous film, Fast Five does a great job of reestablishing past relationships, developing new ones, and doubling down on the action. This series is half about family and half about how insane each stunt and action sequence can be. By this point, they nearly abandoned the street racing part for the heist angle, and it works. Heck, even the one time they do have a ""race"", it's entirely off-screen. Fast Five is the epitome of what the series has become and I'm not sure a film has matched the incredible pacing and contagious chemistry between the ensemble.+Enter, The Rock+Dom vs Hobbs+Doubles down on emotion & action+Soft reboot serves the series well-Even if some of the character changes don't make much sense9.5/10",ThomasDrufke,"Apr 12, 2017"
9,Fast five,"Now when a long running series like The Fast And The Furious get sequels it is always a challenge to go out and try impress movie goers.However the series always tops itself with the recent sequels and Fast Five proof that's anything is possible with the right minds.The plot this time take place after Fast and Furious 4 left all with Brian O'Conner played by Paul Walker, Dominic Teretto Played by Vin Diesel, Mia Toretto played by Jordana Brewster head for Brazil to escape the law after a job with Vince Played by Matt Schulze went wrong.Which leads to them being hunted by Luke Hobbs Played by Dwayne Johnson who along with Elena Played by Elsa Pataky begin to hunt them down.Also returning are Roman Played by Tyrese Gibson, Tej Played by Chris 'Ludacris' Bridges, Han Played by Sung Kang, Gisele played by Gal Gadot.Reyes Played by Joaquim de Almeida who serves as the Film Main Antagonist.Story wise the plot is very good because it features the return of many of the characters from the series which is very good and moves the series along. Plus the film requires you to pay attention or you'll miss something. Plus you see the characters grow in this film from the last films.What drives the film like the other films is that the stunts from start to finish that defines The Laws of Physic and why I love this series because the cast and crew are always driven to push the limits and hold nothing back, Fast Five is the example of it.There is just a lot for this film that I recommend seeing for yourself where you'll be amazed and how you can do a sequel with the right minds.With awesome stunts, great action and plot you'll be glad you watch this film.",dineshaishu,"Jul 29, 2019"
9,Re-ignites the F&F Series!,"This film had a lot of hype to live up to. With intense action sequences and the revival of Toretto and Mia supporting O'Connor in the last film, there could be no let-up of delivering an exciting yet somehow different Fast and Furious film this time around.They tried, and succeeded.They've tied in little bits of what made the other films good, all into one epic 2 hour long movie. While the plot itself is nothing original, we all know to expect this from this from a car film. But it has to be said the film is full of action, from drifting to gun fights, car, train and foot chases, confrontations, and of course, racing.The film starts right off from where we left from the last film, so we get to see how Dom is freed. Furthermore, many characters from all previous 4 movies return for the big heist, but they are given a good amount of time on screen each, which is important.And finally, we have The Rock himself making his debut into the franchise.We also learn a bit more about Dom, and the relationship Brian has with Mia and Vince (yes, Vince!). This is wrapped up with simple, witty dialogue between the gang and a few surprises in the story (not to mention a huge twist at the end mid-way through the credits. It has to be said, some stunts are pushed a little too far, but it does makes for some genuine terrific action.The only gripe I have is that it would have been nice to see more tuners but muscle car lovers won't be disappointed.A very well done to the makers of the film for bringing this one back to the roots of The Fast and The Furious while keeping the action tense and the storyline fresh.",lewisray2,"Apr 23, 2011"
10,One thing i have to say!!,BEST FAST AND FURIOUS MOVIE EVERRRRRRR!!!!! One of the best most exciting action movies ever!!!!!! The entire movie is amazing and i love the ending as well!!,adysonriley,"Apr 30, 2022"
5,Best in series,"Fast Five is a very good action movie with pretty much all of the characters that have appeared in the series returning for one last mission. I won't give away any piece of the story because I don't want to ruin it for anyone who hasn't seen this movie and wants to read the reviews before seeing the movie. What I will say is this: the action was great, the special effects were great, and the cars were great. The actors gave solid performances. The dialogue was a bit cheesy at times but come on, the only reason we come to see these action movies is for the action. Unlike the rest of the movies in the series, Fast Five is more of a heist movie than a street racing movie which is a nice change in the series and it really shows that the series has really matured from the first movie. My only complaint is that the some of the beginning parts were a bit slow. But that one problem didn't really take away the fact that fast five is a great way to kick off the summer. I would recommend it to fans of the series and to people who are fans of action movies in general. Trust me, you won't be disappointed.",JaredGilman,"May 7, 2011"
8,"Alright, NOW I'm into it.","I'm watching these movies in order and this one is the best I've seen of them so far. The cast did very well and I enjoy these movies for the action and characters and not the side-show/government agency/behind the scenes bs. The action sequences truly deliver and it was very impressive what they were able to do from a filmmaking perspective with the car chases, ideas for new ways of doing them, etc. The fight between Vin Diesel and the Rock plus the twist at the end with the money were clever as well! I'm really glad that I watched this as an action-movie fan and I'm looking forward what they do 6-10!",SPZMaxinema,"Jun 10, 2023"
9,Best one of them all,"This film definitely takes the title for most realistic.
Love the directing in this film a lot! The only thing I wish was different was more racing. Not showing the race between the Charger and the Porsche was a little disappointing but the rest of this movies action makes up for it! Had it had more races this movie would be a solid 10",metalhead-austin,"Dec 20, 2018"
8,Best Of The Series?,No content,linkinpython,"Apr 24, 2011"
10,The Fast and the Unfaithful,No content,mercedesmontoya-12649,"Dec 7, 2022"
2,Braindead on Arrival; Could Not Finish,No content,pc95,"Nov 12, 2011"
10,The stakes are high! The series best.,No content,brandonmckay8,"Jun 18, 2019"
8,"One of few enjoyable ""Fast"" movies","(2011) Fast Five
ACTION ADVENTUREA much better improvement over the last one which was overshadowed by CGI and some unrealistic car crash sequences, this time has much of the original cast from all ""Fast & The Furious"" movies appearing on this one for doing different things against a powerful kingpin in Rio with the FBI behind it's back sought for Vin Diesel and crew for an incident regarding some murdered deputies! Their are a lot of inconsistencies and plot holes regarding the story line but keeps viewers entertained by many amusing one-liners and is classified as an action adventure with a seen to be believed chase sequence regarding a large safe, hauled by two cars. Obviously inspired by ""For A Few Dollars More"" and ""The Italian Job"" but done with some panache. But what is lacking what the first one has that this one does not is the awesome musical soundtrack which always goes well with young people and driving hand in hand whether a car is driven or not, via techno-pop! I mean, the soundtrack for the first ""Fast And The Furious"" was so catchy that it made CD sells out of the original soundtrack, which this one could've provided instead of some more boring conversations to enhance the story.",jordondave-28085,"Sep 25, 2023"
10,Best movie!,Action packed!This movie did not disappoint.I love it and so far the best in the series!,kofidaw,"Jul 17, 2019"
