Rating,Title,Content,Author Name,Date,Year,Negative Score,Neutral Score,Positive Score,Overall Percentage Score,Overall Sentiment
6.0,Movie Review & Cultural Commentary,"So, I went to see The Fast & the Furious: Tokyo Drift on Monday night with my girl friends, partially cause I really wanted to see it and partially because it was a great escape from the sweltering heat. I'm not a huge fan of pimped out cars, but I am a fan of Justin Lin (Better Luck Tomorrow is AMAZING, and everyone should see it) and hot leading men. Although the movie isn't Casablanca or anything the Oscars committee needs to keep its eye on, for what it is, Justin Lin does a great job with the silly plot and worn-down franchise. The cinematography of the movie is something to be reckoned with. Lin takes advantage of his Tokyo location and incorporates it quite nicely into the film. During one of the race scenes, Lin purposefully takes the chase to a stand still as the car takes a sharp corner, and while the contrast between the bright, flickering Tokyo lights against the paused car creates an aesthetically pleasing and memorable image, it also reminds the audience of the stark differences between street racing in Japan versus in the United States. As depicted early on in the film, street racing in the States merely attests to the speed and power of a car, and in a land where Roosevelt reminded us to talk softly and carry a big stick, how is it surprising that Americans constantly feel the need to prove the existence of its balls, from the government's decision to invade Iraq all the way down to the debased form of street racing? However, Japanese culture feverishly pulses with both life, beauty, and, most importantly, control. It thrives on diversity, and its contradictions only enrichen it. Japan is a country where the mountains still resonate with the lives of vegetable farmers and long-gone Samurais, but, at the same time, it is also a country where the yen takes off at rocket speed and sets the ever-soaring standard in technology and fashion (Harajuku, yes?). Therefore, it's not surprisingly that even something as uncharacteristically uncouth as street racing also embodies the unusual amalgam of speed and control in the form of drifting- and Lin is very well aware of this. His mix of testosterone-heavy chase sequences intermingled with its decelerated moments celebrates both Lin's love for the fast pace Tokyo lifestyle and the country's eastern spiritual roots. Moreover, Lin's beautiful, soft camera work depicts the care and subtleness that drifting embraces as opposed to American racing where it's all gas and all adrenaline without the gentleness. And for a director to convey this cultural gap, in a moment in the midst of raw action no less, is a stroke of talent. And while the main lead oozes Southern charm with his crooked smile and drawl, the Asian male leads hold their own in comparison, especially Sung Kang, who also starred in Lin's shattering Better Luck Tomorrow debut. Among all the Asians in the film, Kang is the only one (that I know of at least) that speaks English fluently and as a first language. In casting Kang, Lin introduces a character that many Asian Americans can relate to, unlike the sushi chefs and calculus nerds that Asians most frequently portray. Kang plays the character Han, a mobster that sympathizes with army brat, Sean Boswell, as he tries to break into the homogeneous Japanese underground street-racing world. Han is foremost an American, and only then does he identify with his Asian heritage. Because of his own American status, Kang's character is able to understand and befriend Boswell, but, simultaneously, his Asian features open a door into the exclusive Japanese culture. Furthermore, while Asian characters in the media tend to be the villain or the wimp, Han is neither. Yes, Han engages in illegal activity, like the typical, one-dimensional bad guy, but his character endears the audience with his low-key dialogue and half-smile. At moments, Han appears almost reluctant to embed himself in further shady dealings, as when he explains to Boswell that he has enough money and not enough loyal friends, but at other moments, he soaks in the lifestyle of Cristal and fast cars. Kang's convincingly complex Han is enough that even if one isn't a competitive street racer and mafioso (as many are not, I hope), a casual movie go-er will relate to the character's duality, whether Asian or not. Or maybe I'm just reading too far into a boy movie.",nagolberry,2006-06-22,2006,0.058,0.801,0.141,0.9975,Positive
1.0,very disappointed,"after i saw this movie tonight, i was very disappointed. frist of all mistakes, pick some koreans to play Japanese-locals roles, i mean come on...this is a Japanese based film, you can do better than that. second, those hot girls look like they're Japanese blended Americans/mild Japanese styled LA girls. third, this movie's camera movements and film editing really makes the previous two better. it has too much camera vibration and rich segmanted sequence may make it look fast, but it also makes you feel dizzy for 1 min of action secquence . fourth, the story is crap, no point at all. if you wanna see LA girls again, wait till its DVD comes out so you can rewind it couple of times, otherwise, no need to waste your money in the theatre for this movie.",blacklude,2006-06-22,2006,0.124,0.812,0.063,-0.8846,Negative
9.0,Lived up to the purpose of its inception and then some.,"In a 2-day time span, I saw this movie and The Break-up, and I'm glad this one the vote for the one we saw first, even though I voted against it. I had lost faith in the series after 2 fast 2 furious, and was surprised that this one didn't take on the moniker 3 3rast 3 3rurious. The change of protagonist was a nice change, though the acting for his part could have been done better, and while the accent didn't get to me much, I found it rather amusing that most of the Asian actors had better enunciation than this one of the handful of Americans in the film. I went into this film expecting action, and action I received. From the first thrilling race against Zachery Ty Bryan in his daddy's Viper, to the final showdown against the very hate-able antagonist, and everything in between. I, like others, saw the first race, and thought ‘Okay, they can't POSSIBLY get any better than that!’ and was proved wrong as the protagonist comically smashed up a lent car. Speaking of smashed up cars, this had to be some of the best driving stunt work I've seen in a great long while. While a lot of the work was obviously CG, it was integrated so well that I barely noticed, and I'm working towards a B.A in Animation, so I have a better trained eye than most in noticing that sort of thing. My only major gripe was the midnight drift with the girl. It was extraneous, and, in my opinion, could have been cut. There are better ways for character development. I got something I didn't expect out of this movie as well. This elusive thing to most action flicks that we like to call ‘Plot’. While some of it was strained, I think that, considering the genre, they managed to put together a great plot. The idea was that the protagonist was an outcast automotive engineering student, who never fit in, except for racing. In his new So.Cal. Public School, complete with metal detectors, he gets into a squabble with the local football star, Zachary Ty Bryan over what all teenage boys fight over, a girl. Predictably, a race is chosen to decide this. After much destruction of property, he wins the race, but loses as his car flips, in what I think is one of the best uses of slow-mo since The Matrix. Afterwards, at the police precinct, he is in big trouble, and his mother bails him out in *ahem* unknown ways. His mother, presumably tired of moving every time her son gets into trouble (it's never said, but I believe it's a reasonable assumption), he is sent to Tokyo to live with his estranged Navy father. It is there that he gets involved in the underground world of Drifting, and proceeds to wreck up cars and get babes, and everything else. He manages to get into another fight about another girl, but this time with a guy who's Yakuza (Japanese mob for those less educated or who haven't seen this movie), or at least has Yakuza ties, and thus is more dangerous to mess with. This guy, known only as DK, becomes the source for much strife (obviously, as he's the main antagonist), eventually leading to the final race, involving my favorite car ever. I'm trying my best to leave out big spoilers here, so I won't give away the very end of it. All in all, this movie was an excellent film to see with friends. The adrenaline rush was so great through the movie, and the cars, as a side note, weren't the outrageous things from the first two. No neon under glow, and spoilers half the size of the car (maybe these tuner kids will stop blocking my view with them now), and the cars with spoilers actually needed spoilers (Honda Civics with spoilers always make me laugh). One thing to remember, though, is that it is an action movie, after all is said and done. It wasn't really created to portray a message, or do anything other than entertain. If you look too deep at this movie, you will be invariably disappointed. There's not much beyond face value to the movie, but it will be enjoyable if you take it as such.",terulian_maveric,2006-06-22,2006,0.082,0.807,0.111,0.9736,Positive
6.0,The Cars do the talking.,"The Fast and the Furious: Tokyo Drift Directed by Justin Lin Starring: Mitsubishi Evo 9, Nissan Silva, Ford Mustang, RX 7, Toyota Chaser, Lucas Black, Bow Wow, Nathalie Kelly, Sung Kang, Sonny ChibaI think the Mitsubishi should get a best actor nomination for next year's Oscars.Nice cars. Nice music. Nice bodies. Nice cityscape.Brainless story. But that's what I watched it for, to have my brains parked outside the cinema and let the brainlessness drive me through a two hour entertainment.The RX7 has more expression than all the actors.C - Because it served its purpose in entertaining me with awesome drifts, over-sized exhaust pipes, and kick butt photography for a car racing film.",superratty-tmy,2006-06-22,2006,0.04,0.802,0.157,0.9331,Positive
4.0,movie in two words- Tokyo and drift,"This movie was brutally average, and it seemed that the film makers wanted to accomplish two things. First was to make a movie in Japan. The other was to make a movie with expensive cars doing maneuvers not filmed before. The result of which was a movie mad with excellent visuals and fast paced action and the story was badly hurt by it. So much emphasis on making a cool looking movie that every one seemed to forget about the story. And there was good potential for a phenomenal story but any where they could have made the story shine they failed. Characters that were important to the main character were left under developed. You cant blame the screenwriter, but I haven't seen the script so maybe you can. And important plot points were nulled over and passed off just to get to the racing. But all in all the movie wasn't terrible or a complete loss, everything that made the movie bad can easily be corrected with another sequel. Which I am sure that Hollywood wouldn't have a problem with, it means more money for them.",garysbass,2006-06-22,2006,0.103,0.772,0.124,0.3863,Positive
10.0,Earns the BS stamp of excellence,"Going into this movie, the third fast and the furious i expected a couple of things: 1. fast paced action 2. hot woman but what this installment gives you is that and a whole lot more. It has a deeper plot than the first two and dives deeper into the characters to let you know (or guess) what is happening or what is going to happen and on top of that it even gives you ""quoteable quotes"" to remember the movie by. I enjoyed the way the movie was shot referring to the showing of scenes and then aciton and then scenes but i don't want to give anything away. Other than that it is an excellent summer film that shows you a good time but even makes you think with a good story line and some inner twists. You are missing out by missing this film and that is why i give it the BS (my intials) stamp of excellence.",broccili_beans_3,2006-06-23,2006,0.05,0.815,0.135,0.9626,Positive
10.0,Oh Yea!!!,"The Fast and The Furious:Tokyo Drift was by far the best Fast and the Furious installment made. It is packed with exciting race scenes and a good story. Although I found some parts to be a little corny, it had no effect on my overall enjoyment while watching this movie, and i never felt bored at any point in the movie. The action was accompanied by a great selection of music which added to the ""feel"" of the movie. If you have not seen this movie yet, I suggest going out and watching it ASAP. You can't go wrong with loud cars, lots of women, and good music. If you enjoyed the last couple parts of the series, I'm sure this one won't let you down. And if you do watch and don't like it, I think you might be crazy!!!",sethcooper06,2006-06-23,2006,0.062,0.751,0.188,0.9696,Positive
9.0,Watch this movie!,"There's only one part of this movie I disagree with, but I don't want to spoil it at all, so you'll have to email me or something if you really want to know about that (phoenix_darkhawk@yahoo.com). Tight rides and tighter tracks, Very few sequels stand up to the original, but this one was probably the best of the trilogy. There was less focus on the appearance of the vehicles than the first two, more on the story, and better racing. The guest star at the very end is a nice touch too, for those who have liked the whole series. The acting is overall good, even though I rather disliked the heavy southern accent of the main character, he just sounded too much like a hick (and I'm from Oklahoma!). Seriously though, if you like good races, fast cars, and a good story, this is a must see movie.",phoenix_darkhawk,2006-06-23,2006,0.048,0.732,0.22,0.9877,Positive
3.0,Slightly Entertaining Movie with bad actors and worst story,"This movie starts as expected and pretty entertaining, involving some street racing, and some 17yo who obviously doesn't fit in 'Sport America' and the whole high-school thing. I gotta say, from the first time I saw the main actor, and he going through the metal detectors, I tried to imagine he was going to an airport, then a university, even with cheerleaders, football teams and all the cliché that comes with movies presenting high schools, I thought that, because they casted a 23yo guy that looks like a 32yo, I'm still actually having trouble believing that the actor is only 23 years old. Sean 17 years old, played by Lucas Black, age 23, but looks 32, is the average American, with a slightly heavy, bad and annoying southern accent with a cowboy style goes to Tokyo after a race ends badly, there he meets with another bunch of 17yo who also look like in their late 20's, early 30's, and all have money, cars and lots of girls, including the main one, Neela, played by Nathalie Kelley, who obviously, gets disputed by both Sean, and his comic-book 'arch-villain' D.K.. The problem with the cast was with the choice for Sean and Neela, the first for being a bad actor and all of the reasons listed above, the latter because I think they injected her with so much botox, that except her mouth moving and eyes blinking and shedding some fake tears, you don't see any kind of facial expression whatsoever, the rest of the cast was good, even the Japanese playing the badly made character, D.K.. The story gets ridiculous from the minute Sean arrives in Tokyo, after school, he meets his demographically chosen friend and goes see the 'underground world of car racing', there he sees Neela again and from the start gets entangled in a love triangle involving the yakuza bad boy D.K., so, Sean challenges him for a race, oh wait, he doesn't have a car, no problem, some guy who never saw Sean before, or even knows his name, lends his 100k car, well, Sean trashes the car during the race, and that way, hey he made a new powerful friend, Han the Zen, all he did was trash his car. Anyway, some scenes of Sean learning how to drift happen, over and over and over and over and over again, some flirting with Neela, anyway, he end up winning a race from one of D.K.'s drivers, after that some news happen, Han is stealing from D.K., so some fighting ensues, Hans gets f-cked and then Sean decides to go talk with the Yakuza master of the region, D.K.'s uncle, he gives the uncle some money and propose some peaceful solution, a race between D.K. and Sean, nevermind that the fight was already over, Hans was dead and Sean had nothing to offer, or was any kind of threat to anyone, but hey, this is a sequel, so, 3 Fast and 3 Furious, some racing ensues with a predictable ending. One thing that was very enjoyable in this movie, was the street racing, those scenes were made in such a professional way, that one can only wish that the rest of the crew had the same competence, also those scenes remembered me a lot of Need for Speed, specially in the initial sequence, when some shortcut is taken, doesn't really try to distant itself when it puts some of the same soundtrack, which is also the only other positive point of the movie, of course, the producers had to ruin that also, the final street racing is by far the poorest, with all the curves looking the same, in the mountains, and some cellphones videos for some street racing fans. Any, this was a very bad movie, with a terrible story and even worst main cast, but with some decent supporting cast, good soundtrack and excellent street racing scenes, but I still don't recommend.",kok_warlock,2006-06-23,2006,0.128,0.765,0.107,-0.9756,Negative
8.0,Great entertainment! A great step up for the series.,"This movie RULES.I honestly don't understand the people who hated it. Yes, there is a good deal of very poor acting. Yes, the story is pretty stupid. Yes, everything about this movie is contrived... but honestly, are any of these surprising? Did we not expect this? The fact is, this movie stands head and shoulders above 2 Fast, 2 Furious. I do not believe that is an opinion. The acting is better, the story is better, the characters are more believable, the production value is FAR better... none of these are stellar by any means, but what you end up with is solid entertainment. As long as you know what you're looking at, you will laugh, whether they meant you to or not.I'm not sure if I enjoyed it more than the first F&F, but it's definitely a fun movie. Don't go looking for something believable, and don't expect a deep, involving story -- just go to be entertained, and I can almost guarantee you'll at least get a good laugh.There are definitely negatives, though. The acting is not good. Not awful, but not good. The female lead looks like Michael Jackson. I mean dog ugly. The plot is very simple, and not exactly involving.The positives, obviously, are the details. The races are certainly fun to watch; a LOT of the really stupid things (like, well, all the dialogue) can be really entertaining as long as you're not taking them seriously. There's a lot of idiocy that car people will catch and laugh at -- my knowledge of auto mechanics is mediocre, but I still got some great laughs out of this film. E-brake drifting in RWD cars... if you get it, you'll enjoy it.Overall... watch this movie to be entertained. I'm not disappointed; I'm glad I saw it on the big screen, and once it's out on DVD, I will definitely be obtaining a copy.7.5/10",etzool,2006-06-23,2006,0.093,0.625,0.282,0.9977,Positive
10.0,Great... It's a fantastic movie...,"It's great... I saw it and I stoned....All the film make a 9+, but the end (I know I ruin the surprise) when Don (from part 1) appears... It's the best part I think (or for the moment :P) You must see it... :DI really hope there will be a next part...Cars, guns... Night life...PS: And for me I discovered a hidden message: No matter who, where from and what YOU are, you can make a change, you can make a difference...PSS: Excuse me if my English is a little bit rusty... Final message... Watch it... it makes you feel different.. Personal, I don't know why the movie has 5 at votes...",adyre2002,2006-06-23,2006,0.049,0.82,0.131,0.8867,Positive
10.0,"Great movie still, even though its #3","I was expecting this movie to be bad because its the third fast and furious, but after watching it wow. I mean yea the acting wasn't that great but the scenes in this movie were among the best I've ever seen, not to mention very suspenseful. The only thing that i wondered was, putting a southern alabama boy as the main character..weird. The first one was great it had a great plot and story line, the second funny and good, and this one was pretty good as well.Hopefully when they make a 4th one they wont go down. I definitely recommend that everyone sees this movie and if your watching it at home don't ruin it by not having a good sound system",namsu22,2006-06-23,2006,0.072,0.638,0.29,0.9917,Positive
3.0,Horrible plot and dialogue,"I couldn't believe my eyes when I saw this movie had a rating 3.9, but I saw it last night and I say it was well deserved. It quite possibly has the dumbest plot I've ever seen, I think a grade 6 could have come up with a better plot. The plot is so basic, the main character experiences a whole new concept to racing, he sucks at it and then finds a mentor who *gasps* is not as good as the antagonist, but still pretty good, and then teaches him the ways of Drifting and then of course, the mentor can only guide the hero, but not actually be there whether because he dies/is wounded BECAUSE of the antagonist. Then the hero goes to avenge his mentor and wins where his mentor could not. Holy crap I was suspended the whole time. Also another thing that gripes me was the stupidest reasons they come up to race. ‘How should we settle this because I wanna lay the smack down on yo ass for talking trash/dishonoring me/talking to my gf/LIKING THIS MOVIE’ ‘Let's race’ This kinda crap gets regurgitated 3-4x throughout the movie 'nuff said. And another thing, it's hard to take the movie seriously when the main Protagonist sounds like the biggest douche ever, if there was ever a ‘Douche of the Year Award’, Lucas Black definitely deserves it. He sounds like Forrest Gump, except that was a decent movie. Seriously, the whole time I was expecting him to say ‘Life is like a box of chocolate, you never know what you're gonna get’ As a final note, unless you are wondering how to screw up a movie so badly where the movie involve cars, hot girls, and Yakuzas with a production budget of millions of dollars then watch this movie, otherwise I think you are better off doing whatever the hell you were doing before reading this review.",MaxX089,2006-06-23,2006,0.144,0.731,0.124,-0.7894,Negative
10.0,Good Movie,"I think this movie is far more superior than the first two. The cars are excellent and the special effects raise up your heart beats at times. The setting Tokyo is very interesting, it's quite different from the first two. At first I thought this was going to be a lame movie but it really surprised me, it was more than what I expected. The actors are great, you will never get bored. The plot is intense, there are sad and good moments. I love the movie soundtrack and I love the ending. The ending was the best part. I think this is a must see movie, trust me it wont hurt seeing it. I can't wait to see part 4, I hope it takes place in Tokyo as well.",blue_skyrose,2006-06-23,2006,0.034,0.63,0.336,0.9949,Positive
10.0,Quite good,Well its a decent film A bit boring as not many races in the designs are a bit rubbish There's not many subtitles to listen to Chinese speaking pretty good visual effects there's a few famous people in you wouldn't expect like Zachery Ty Brian (Zack out of home improvement) Bow Wow Lucas black Brandon Brendel Daniel Booko Chris Astoyan Nikki Griffin etc etc Near the end my girl friend absolutely adored the film as VIN DIESEL is in it i just hope that they make a alternate ending for this where you see them race and Brian catches then in his skyline or something that would be cool this ends my first ever review I'm hoping to submit some more thanks for reading,oliver_197-1,2006-06-24,2006,0.029,0.736,0.235,0.9829,Positive
10.0,' loved it its was extremely beautiful',"i have loved everyone of the fast and furious films as i love cars and have always wanted to become a female racer. the film was very predictable but all films are. I'm very emotional so me and me female friends cried in the middle though none of the boys did. i loved the romance and the cars and the glamour and gracefulness of drifting. I think all the actors were great even my friends that didn't like cars enjoyed the film. loved it all!!! i feel that i got my moneys worth and that i would recommend this film to anyone, most of all under 30's and not just boys. Its a film i could watch again as it contains my passion for hot cars and partying.",shuger1,2006-06-24,2006,0.067,0.609,0.325,0.994,Positive
10.0,The Fast and Furious Tokyo Drift is superb,"I'm a great fan of the original Fast and Furious and was extremely excited when 2 Fast 2 Furious was released only to be extremely disappointed. I wasn't to keen on seeing the Fast and Furious Tokyo Drift but i'm really glad i did. This film is superb, its actioned pack and has a genuine believable story line to it that gets you sitting on the edge of your seats. The huge plus to this film was Vin Dieseal even though it was only for a short amount of time. The new cast has brought a fresh and exciting presence to the film. Bring on the 4th Fast and Furious and hopefully we'll see Vin Dieseal in it, as well as all the new cast. That would really bring the story together!!!!!!!",clareski,2006-06-24,2006,0.095,0.692,0.213,0.9661,Positive
10.0,Stunts,"I loved the movie so much!!!!!! The stunts in it are amazing and so beautiful. Unfortunately however, the person in charge of this movie actually knows nothing about cars and hardly any of it was actually filmed in Japan (most of it was actually done in California). Nonetheless, I really liked it, simply because the driving stunts were amazing and I'm a big fan of drifting. The cars are all a little too flashy for me, but it's to be expected when the name 'Fast and the Furious' is attached to the title, but still I really like what they did with it. People think that since it's a Fast and the Furious movie that it will such for some reason, or that it's childish. Personally, I think that's stupid on their part. Sure, the character development and the plots a little screwy at times, but in all honesty.... who really goes to see that anyway? It was even said in an article that most people go to see if for the cars and the magazine even admitted to the fact that the writer didn't even remember the names of the people in the first two. I loved the movie, I thought it was amazing and the drivers were all so talented.",Tsubasa_Lillies,2006-06-24,2006,0.085,0.746,0.169,0.9668,Positive
6.0,indulgent popcorn fluff,"Rev head Sean has been in trouble with the law for awhile. Hitting his third strike when racing through a construction site, he's shipped over to Japan to live with his father. Instantly on the wrong side of everything, it's not long before he's back into the racing world, introduced to a different style of racing; drifting, using the tightly constructed car parks for races. To full of himself, Sean takes on DK; Drift King, using DK's business partner Han's car. Losing the race and smashing Han's car, Sean becomes in debt to him to pay for the car.The whole of the Fast and the Furious franchise is all about the spectacle. Glossy, fast paced action, great cars, hot women, an abundance of over indulgence. The spectacle is what made the franchise so interesting and so popular. Slapping together a story line to serve the action and badly written dialog are easily over looked, only to the extent that you deliver some amazing action sequences. Director Justin Lin has on account delivered some amazing action scenes. The energy and adrenaline run hard and fast, with tyres screeching at ear piercing levels. This does run off set pieces; the chase through Tokoy city is one great example, leaving you just waiting for the next piece to arrive, though the down side is you have to sit through terrible acting and plot ridden story.When your characters are so broadly drawn and one dimensional, you don't give your actor much to go on; yet they aren't that talented in the first place. Verging on Grease levels of older actors playing teenagers, Lucas Black doesn't have much strength to carry this as the lead Sean, walking around with a stunned mullet. Sonny Chiba comes off cartoonish as a Yakuza boss. Brian Tee lacks menace as DK. Sung Kang does the best performance as Han, not taking his role to any real serious level.If you start to think about all its inconsistencies or take this serious for even a second, it hurts your mind. It's a piece of entertaining popcorn fluff.",nobbytatoes,2006-06-24,2006,0.103,0.806,0.091,0.2451,Positive
7.0,"Very Cool ""Drift""","""The Fast and the Furious: Tokyo Drift"" stars Lucas Black and Bow Wow (grown up Lil' Bow Wow). There are no stars in ""Tokyo Drift"". Then again, the true stars are the ""rice burner"" cars racing through the streets and parking garages in Japan. None of the characters from the last ""The Fast and the Furious"" sequel made the trip to Tokyo. So for Director Justin Lin, he has a formulaic story by Chris Morgan populated with attractive heroes and villains, fast cars, and hot women in a very polished package. Here Lin and Morgan use the exotic locale to highlight the underground extreme sports culture of drifting in Japan. Lin and Morgan also provide insight into modern Japanese culture itselfunexpected and provocative. In a stylish signature scene Japanese young people at night stand along the winding downhill road of the climactic race, send and receive video camera images from each other via their cell phones. Brilliant. Director Lin effectively tells his story through captivating imagery.Shawn Boswell (Lucas Black) is a 17 year-old constantly in trouble for racing muscle cars at school. As the movie opens, his latest run in with the law could land him in jail as an adult. Instead his mother negotiates to have Shawn live with his father in Tokyo. His Dad, Major Boswell (a good Brian Goodman) tells Shawn the house rule is ""No racing"". Shawn attends a rigid Japanese school with the mandatory uniform. It is all very high tech, wireless laptops in the classroom. Every kid has an iPod. Shawn hooks up hipster Twinkie (Bow Wow), who introduces him to the nocturnal world of drifting. Shawn would like to hook up with the beautiful Neela (Nathalie Kelly), but she is with DK (Drift King played by Brian Tee). Shawn loses a race in an inept display to DK. However, in the process Shawn gains a mentor and friend in Han (Sung Kang). Han is DK's business partner. DK's uncle Kamata (Sonny Chiba) is Yakuza. DK is someone not to mess with.From the totally ignorant and fascinated perspective, this is a simplistic take on 'drifting'. You have lightweight high torque cars capable of 130 mph with soft tires for turns. In drifting the driver accelerates the turn with the parking brake engaged. It's kind of like self imposed chaos. You are in control when you are totally out of control. Though DK is the Drift King, Han is the Zen master of drifting. Han confides in Shawn ""It's all about trust and character."" Sung Kang has a presence and ease as Han. Han tells Shawn during his training that he is going to have to figure it out for himself by doing, ""There is no 'wax on, wax off'."" Justin Lin captures the adrenaline rush of extreme speed, and the amazing impassion of the drivers. Lin also paints a fascinating picture of this drift culture metaphor. The Japanese kids during the day wear their pressed uniforms, and attend their classes without question. All is ordered and structured. At the drift races, the girls wear their pimped out Britney Spears clothes, and the guys have their spiked out hair and tatts on display. All shiny objects. Fast high tech cars. Hot girls. All rebellion. Here Lin is all style, and it works. There are no real surprises in terms of story in ""The Fast and the Furious: Tokyo Drift"". Relative newcomer Lucas Black is charismatic and believably pulls off Shawn. Nathalie Kelley is gorgeous and charming in the card board cut-out role of Neela. And remember to stick around till the end for a surprise from Lin. ""The Fast and the Furious: Tokyo Drift"" will not win awardsit is just very hip and very cool.",jon.h.ochiai,2006-06-24,2006,0.068,0.811,0.121,0.9887,Positive
8.0,Fast and the Furious: Tokoyo Drift,"Fast, beautiful cars, sexy Asians, and fights....Does that interest you? Because that's what this movie is. Nothing else though since there is no plot.The plot is for some reason the main guy is moved to Tokoyo. In Tokoyo he meets a guy who shows him underground racing, there he is introduced to drifting. He tries racing and gets his ass handed to him. So for most of the movie he does pointless drifting and hitting on this guys girl. His uncle(that he lives with in Tokoyo) doesn't like him driving, but then he ends up letting him do the most dangerous race at the end.The acting alright. The emotion at times was bad, and the main character was absolutely dreadful. Yay, let's put a total hick with a huge accent as the main character and put him with a bunch of Chinese people who can only have two emotions. Mad and calm.The cars were beautiful, as were the girls that were bending over the cars. They choreography of the racing and stuff was very well done, and it looked quite real, so were the crashes.Overall the movie was pretty cool, but a bad plot, but I'd watch it again.",typhill,2006-06-24,2006,0.117,0.751,0.132,0.4065,Positive
6.0,Good racing sequences get lost in a movie with too much talk and similarities to other films.,"High school kid who gets caught racing one time to many is sent off to Tokyo to live with his father. There he finds himself mixed up in the Japanese underworld and racing once more in the ""drifting"" style.This movie has great car sequences, some good characters, some nice lines of dialog and by all rights it should have worked but the film frequently loses sight of whats going on its own world and so we're left to twiddle our thumbs. After a good set up to the story the action moves to Japan. Our hero's dad lays down the law he's to go to school and not race. After an initial run in about staying out late the film jettisons the notion that anyone is in school or that the kid has a curfew and concentrates on the characters and the romance. This would be fine, except that after 20 minutes of set up there really isn't any sort of racing for about 40 minutes (I know I checked my watch). From that point on the film shoots to its conclusion in a rapid and entertaining fashion. Unfortunately the the damage is done and you're not as fully engaged as you should be. Its not bad, hey I didn't walk out, but its not what it should have been.I have to say that the one thing that really bothered me about the movie is that the film is very similar to the Chinese film Initial D, especially in its climatic race. Actually it seemed like a mobbed up version of Initial D with violence added to the story of racing. Its not fatal, but if they wanted to remake that film why change so much of the story?Worth a look on video or cable. Not worth 10 bucks in theaters.",dbborroughs,2006-06-24,2006,0.072,0.834,0.094,0.7506,Positive
3.0,An abomination of all that is right in this world.,"This is my first movie review. Prior to this, I had no intention nor any reason that would provoke me to respond to a movie by writing a review. I feel that if you are going to spend ten or twenty minutes of your life in front of a computer in order to deliver a message about a movie to random strangers, the movie has either impressed you and you want to extol the sheer brilliance that you have just witnessed, or the movie was so bad that you want to JUST WARN PEOPLE TO STAY AWAY FROM IT! In the case of The Fast and the Furious: Tokyo Drift, this is a HUGE WARNING. If you have a moment, take some time to read ahead and explore the crapfest that is The Fast and the Furious: Tokyo Drift. Much, if not all, of this movie is crowded with higher tier actors (Vin Diesel at the end is the only exception... and to be honest... he's not even that great of an actor.. he's just good at his static, one dimensional character roles which require minimal talent). Lucas Black (you know..... that guy from Friday Night Lights...) hardly does any real acting. And of course, Bow Wow tops the list of amazing and talented actors that make up this movie (let's not forget other classic Bow Wow movies such as Johnson's Family Vacation...). Clearly, the script was written by a seventh grader. I see no possible way that a living and breathing human being can come up with so much horrible, gut-wrenching, cheesy, mindless dialogue. Some of the lines are also completely irrelevant to the ‘storyline’ of the movie. They make the characters try to sound deep, but instead they created the biggest over indulgent piece of crap ever known to man. Ten minutes into the movie, and you'll notice the problematic script. Yet the dialogue, sad to say, is not the least of its problems. The storyline. Man, wow............................................................ ............................................................... where do I begin? Sean Boswell is a seventeen year old student who loves to race cars. Challenging the rich kid, he completely destroys his car and is just a short step away from juvy. Instead, he gets sent to Tokyo to live with his father. So far, the plot makes sense. Here's where it goes wrong. Sean Boswell gets drawn to the racing world.... Then an hour of complete crap happens, he learns to drift, and he challenges the nephew of the local mob boss to a race, making it clear to his father that ‘he has to fix this’ ----> yea.... I'm just as lost as you are, the dialogue doesn't help either. Then he wins the race (surprise surprise) and instantly becomes the new King of the racing world. Oh and guess what, he also wins the girl! no movie would be complete unless the guy wins the girl. Anyways, there really is no set plot here. A guy looking to stay out of trouble suddenly becomes the hottest thing in underground racing. Not to mention, the mob boss is a pansy. There really is no bad guy in this movie. You'd figure it would take more than a race for some seventeen year old kid to prove himself to THE MOB. Granted this goes down as a partial mob movie, it is probably the most inaccurate and stupid mob movie of all time. Basically this movie comes down to good looking cars, fast paced action, and Asian cleavage. What the film lacks in consistency, dialogue, acting, and everything else that makes a movie great, it tries to make up for in tight Asian skirts and huge breasts. What gives this movie any hope for a great review is the fast paced racing scenes. If there is anything Fast and the Furious: Tokyo Drift has done right, it's the racing scenes. I must admit, they were pretty entertaining to watch. Yet that still does not make up for the poor acting, horrible script, and senseless/ridiculous plot that is The Fast and the Furious: Tokyo Drift. Had the filmmakers polished up some of these areas, this film might have a fighting chance for a good review. However, right now that is not the case. The Fast and the Furious: Tokyo Drift is a horrible abomination of everything that is right in this world. So far it has prompted a loser like me to sit here at one o'clock in the morning and issue this review/warning to avoid this movie at all costs. Period.",MotoXGT789,2006-06-25,2006,0.12,0.744,0.136,0.863,Positive
8.0,i dunno wt film u watched,"okay so most people are expecting another version of the original two. well its not, its a whole new kinda racin. so don't go in expecting to see straight roads. and yeah the film takes a while to get going, but its all info that u need to understand the film.Tokyo drift, still has the cars the all the thrills that the other two had,but in a slightly different way. so don't set your mind on the ova 2, and spoil it 4 yourselves.i say its worth while going to see it in the flicks cause u ain't gona get the entire impact of the film on ur own t.v i hav to say that the small surprise at the end is brill! but hey you'll hav to watch it!",spicinamillion,2006-06-25,2006,0.0,0.881,0.119,0.9106,Positive
