Rating,Title,Content,Author Name,Date,Year,Sentiment Overall,Negative Score,Neutral Score,Positive Score,Overall Percentage Score
10.0,a total trip,"I have seen all the previous movies, and I absolutely loved the first movie. I admit it, I really wanted to be able to drive like that. I watched the two sequels, only too fast too furious stuck out due to the good music. Tokyo drift just didn't cut it, it wasn't ""fast and furious"" by any standard. it was nice to see that most of the original cast was back, they seemed to be right back in the roles that i had come to love in the original! my roommate and i went to the theater with very anxiously, even though we had both seen the trailers. the opening bit was AMAZING!!! i was literally sitting on the edge of my seat. both my roommate and I were so wrapped up in the movie we were dancing to the beats while still sitting! despite our apprehensions going into the movie we walked out with our minds blown! it was that good. the cars, the men, the driving, the little bit of romance and the awesome ramming scene.if you ever were looking for a good time, even if only for 2 hours, this is your ticket. great movie, go see it!! 10 out of 10!!",beccakwalsh13,2009-04-07,2009,Positive,0.032,0.753,0.215,0.9922
5.0,Fasten your seatbelts.,"The latest installment in the high-energy Fast and Furious brings back the original cast to the franchise that made them stars. The result - the strategy paid off, this outing is the best of the sequels, and I find myself wondering whether this is the best F&F movie. It's a good, VERY solid, no-holds-barred action movie.While the plot may be a slight rehash of 2 Fast 2 Furious, it's (mostly) the cars who steal the scene here. Like most of it's predecessors, the cars move through busy streets and off-roads like a hip-hop dancer. Let the cars do the talking, I say. The producers thought it would be a good idea to bring Justin Lin back on board as director after Tokyo Drift, up until now the most carefully shot of the franchise. Well, his kinetic and lively direction paid off, and he's an action director to look out in the future. The cinematography is wide in scope and the editing rarely at times feels rushed and pulls you into the film without force. The music from Brian Tyler (again from Tokyo Drift), also fits the moments. There is a number of action sequences, and while some may find the number of actual illegal street races little (one, in fact) disappointing, fear not, as the other action scenes with cars in them more than make up for it, especially the final action sequences. There are obvious moments of CGI, though, but Lin and his crew pull it off in a way it makes it enjoyable.Most of the actors, for most of the time, do NOT out-act the cars. In fact one returning star's character is underused and another's wasted. But the two REAL leads steal the show (barely) from the automobiles, namely Vin Diesel as Dominic Toretto. Since he's producer as well, he makes sure when the cameras are on him, they show his X-factor potential to the fullest. What made Diesel into a bankable action hero is proved here, he has a tough body, a macho voice, and a charming personality to boot. This, is his TRUE comeback to mainstream action after the laughably inept Babylon A.D. Fans of Diesel would be glad to know he's back kicking a lot of ass in the film. It's almost ""The Vin Diesel Kicks Ass Show"". The other actor almost stealing the limelight is Paul Walker, the other lead, who seems to be more aggressive in his role as Brian O' Connor. Who could blame him? The first F&F was meant to make him into a bona-fide star, Vin Diesel stole the limelight from him. This is evident in his post F&F movies (Running Scared (2006), anyone?). Anyway having Vin & Paul back together makes all the difference, as they portray characters in which anyone can root for.So for a fast paced, popcorn munching good time, , buckle up and hang on for a Universal thrill ride. What the story lacks, it more than makes up with it's cast, it's action, and most importantly, it's cars. Girls, cars, and bling, oh my! It's the best of the sequels, and it may be the best in the series.Entertainment value: 9/10Overall: 6.5/10",dvc5159,2009-04-07,2009,Positive,0.077,0.798,0.125,0.9784
4.0,Disappointing,"I'm sorry but this film was a huge let down... The plot was lacking and not very original (catch a drug cartel guy...again). It was great seeing Vin Deisel back in the movie but overall the movie was missing the biggest thing that these movies are about, COOL CARS!! The only decent cars in the entire movie are the ones that Dom's sister drives, Dom's dad's car and one that is is shown driven twice my a supporting actor. I feel they went the completely wrong direction with this movie and forgot about what we all go to see Fast & the Furious films for, sick cars and action packed racing. Hopefully they will come out with another one when they have remembered what the movies became famous for. I would not recommend paying to see this in theaters, this is definitely one to rent when it comes out on video and only if you feel like spending a few bucks to see the Vin Deisel/ Paul Walker combination back in action.",RockyReed,2009-04-08,2009,Positive,0.112,0.756,0.131,0.715
4.0,Lives Up To Its Name,"If your taste in film runs to car chases and blood than Fast & Furious will more than live up to its title. The special effects do somewhat make up for a story that had its origins in another film with the same protagonists in 2001. I suppose you will have to have seen that film to understand what's going on here.Vin Diesel as a career criminal and Paul Walker as the LAPD officer working with the FBI to nail Diesel are back again, picking up where they left off. Some really bad blood happened as Walker in the previous film got intimate with Diesel's sister Jordana Brewster. Now however both are after the same man, a criminal kingpin of mysterious origins who has killed Diesel's sister, Michelle Rodriguez.They both go undercover so to speak each not giving the other's game away. These facts are divulged in those precious few moments between car chases, fights, and shootings which come in abundance.Nothing terribly new here, but the ending is absolutely ludicrous, no way Paul Walker trashes his whole career for what he does.",bkoganbing,2009-04-08,2009,Negative,0.123,0.856,0.021,-0.9536
3.0,Definitely Disappointing,"Well, where to begin.... As it might have occurred to you that after seeing a movie you head straight to the toilet in the theatre where people are gathering and waiting in lines, exchanging thoughts about the movie. Actually this time the line was quite long and everybody kept saying the same things. Why do studios always have to make a bad sequel to a great movie (FNF 1)? They wanted to get paid again and again and again? Well, this time the story is over because nobody will want to see the next sequel. I always say to my friends that i can write a better script than this while i am in the bathroom for 5 minutes, and yes, with a cast like this the story should have been MUCH MORE enjoyable, action packed, where the director does not let you breathe (like in the first FNF). Come on, this movie is about cars, the director did not have the first idea about new models (okay, there was one), but that's not even the point. The story should have been! And the characters should have been! Emotions should have been! The movie is all about grief from the beginning, which does not pay well in my opinion. The audience left the theatre without the adrenalin they have paid for, unsatisfied. And in this dangerous financial times it is a huge mistake! The movie has grossed a lot, okay. Because people want to see it with their own eyes that the movie which was great once, went down the gutter, otherwise they won't believe it. Go ahead and watch it, just for the sake of disappointment. If anyone is sorry, I am, believe me.",jammyn,2009-04-08,2009,Negative,0.086,0.8,0.114,-0.4641
5.0,Disappointing,"I expected big things from this movie, especially with the poster showing all the original movie cast and the exciting trailer. But disappointing is the exact word that describes this movie for me.The story has never been a strong point of the Fast & the Furious series. Well, neither is the acting for that matter. What is most important is the good amount of orgasmic cars and adrenaline pumping racing on show! But the director probably thought they'd try and give the series a new look. Bad idea.Here's why. The story, if you look closely enough, is littered with loopholes and while that is generally overlooked in a F&F movie, it can't be when it is being given a lot of importance. Vin Diesel probably has just two expressions in his repertoire, and he used them to the fullest in this movie, especially when he was in the emotional scenes.Coming to the action. This is where a F&F movie redeems itself. But sadly there is only ONE proper race in this movie, and 3 other action sequences with cars. Which is disappointing to say the least! When people think about this series, its all about the cars and the racing. But apparently it wasn't for this movie. Even Paul Walker's good guy-tough cop routine couldn't save this movie.I'm a big fan of the series, and if this movie wouldn't have had the cast, then I would have rated it below Tokyo Drift. But it manages JUST enough to better the previous installment. If this would have been some other movie and not a F&F sequel, I probably would have rated it higher. But since it is, I give it 5/10.",sahil-ganguly,2009-04-08,2009,Negative,0.096,0.815,0.088,-0.819
6.0,Same old but slightly enhanced formula.,"Fast & Furious, the fourth in line of the Fast and the Furious franchise, uses the same old formula that makes the first three movies good and then trimmed off the little things that make them bad.The story kicks off with the return of some familiar faces, namely, Dom Toretto (Vin Diesel) and his band of brothers – and girlfriend, Letty (Michelle Rodriguez) – in an attempt to steal some petrol, in which they succeed. But Dom is a wanted man. And being an honorable wanted man that he is, he left his friends in hope that the cops would come for him instead of them. Skip a few years later, Dom gets a call from his sister Mia (Jordana Brewster) telling him that his beloved girlfriend is murdered. And that is generally the plot of this movie: Dom's out to find the person responsible for Letty's death.And then in come another familiar face, the undercover cop Brian O'Conner (Paul Walker), in a very fast and adrenaline-rushed chase scene. That is, on foot and from rooftop to rooftop. That is one of the most exciting scenes in the movie.Brian is on a hunt for a drug-dealer, who is actually the same guy that Dom is trying to find. So they teamed up... just like old times.Fast & Furious is really for fans only. New-comers might not understand the connection between the characters, but the story itself is quite easy to follow, with some surprising twist in the plot.But it was a disappointment to see that some of the action sequences are done in CGI, namely the tunnel scenes. This really takes away the excitement that the first three movies offer. And also, this movie is way too serious. Instead of the cars and races, we're focused on Dom's quest for revenge which could be a drag after a while.If you just let go of the bad dialogues and some plot holes, and probably the lack of action, Fast & Furious is actually not bad. It's still fast and still furious, and with a more matured storyline.But if they're planning for a sequel, I suggest that they get back to the original theme of the franchise, which is racing and cars.",SophomoreSlump,2009-04-09,2009,Neutral,0.116,0.767,0.118,0.0139
7.0,Hollywood Trademark,"As expected from a Hollywood movie in general and the makers of The and Furious in particular this time, the ""bad guy"" is traditionally a perfect Christian ... bravo Hollywood, NEVER miss an opportunity to insult a religion especially one that is defenseless in the Media of the USA, Canada, most of Europe ........ , imagine if they made the ""BAD GUY"" a Muslim or if they committed the ultimate Hollywood blasphemy of making him a good Zionist Jew, what would the Media have done with the makers, probably lead to a ban of the movie, IF it had not been killed in production the Hollywood likes of those movies are countless if you should really look, not just 1 or 2. And to the people who were trained to think that I'm a racist and Anti-Semite etc ... , I tell them that a my Jewish friends agree with me , as for myself, I'm a Semite, and NO, NOT ALL SEMITES ARE JEWS Islamic Terrorists have more respect for other people's religions than Hollywood Terrorists, and that you are receiving from someone LIVING in the middle east , not watching it through finely filtered news, WAKE UP !!!",tskyhopper,2009-04-09,2009,Negative,0.149,0.746,0.105,-0.9276
9.0,FF 2.5 - the best in the series.,"Though I was extremely excited about this movie coming out, I honestly it would be somewhat disappointing. But I was very surprised. I absolutely loved how they integrated things from the first movie into it; the old house, the old car, even Dom's cross and leather jacket. It basically brought in things from the first and third movie which is great because the second one was crap, in my opinion. This movie was a lot more emotional and serious compared to the others. Vin Diesel did a fantastic job playing the broken-hearted hero with the tough macho exterior. You could really feel his pain. It was better, I think, than his character in 'A Man Apart' in which he was also seeking revenge. I would have really liked to see more of Michelle Rodriguez, though, just so the four main characters could actually be reunited again. And it would have been nice to see more of Sung Kang. He was basically in it for five minutes, said something about Tokyo and then he was gone. They should have delved more into the history that was touched on in Tokyo Drift. The cars used in this one were also great. But like I said before, it feels like this sequel was more concerned with the plot and emotions involved rather than just the action - not to say that the action sequences didn't make me jump a little. The only thing I would complain about is the ending. It was a nice concept because it echoed the beginning, but it left me with the feeling that nothing was solved in the movie because it put them all right back where they started. Overall: great plot, explosive action, hot boys and hot cars - I give this movie 9 out of 10. :)",n_retandy,2009-04-09,2009,Positive,0.065,0.742,0.193,0.9944
8.0,Not much fast but its entertaining,First of all to start with this movie its nice to have a sequel like this actually before going to movie i thought that movie will go of the roofs as many sequels gone but its a far better sequel then other and to come into the movie its once again the movie has some fine cars and babes as well and it has some fine rides too but movie should have more fast suiting to the title and it even lacks in the middle of the movie and on the way coming to the story of the movie it should have been a new one but anyway the visuals are entertaining from first to last and the soundtracks are also fineSO finally every one can have nice moment to watch this movie and enjoy the movie today itself,surendranath,2009-04-09,2009,Positive,0.0,0.831,0.169,0.9761
5.0,a movie as a video-game - or is it the other way around?,"The latest installment in the Fast & Furious saga (instead of giving it a tune-up in terms of a different title, after 2 Fast & 2 Furious and Tokyo Drift, they just removed the ""The"" words to possibly fool certain viewers), starring again Vin Diesel and Paul Walker, functions fairly competently enough as a car chase and/or car driving picture. That it never involved me in terms of its story or characters could be another matter, but it isn't. It's precisely why this movie, for all of its money and care and sense of ""hey, 13 year old boys will go APE over this"", it's got nothing at all that one would not see in a video game.While I might have thought this could have been a deterrent to its box-office potential it is about to cross the 100 million mark with still more to go. And yet I wonder if I am the only one who, within the first sequence if not a little longer into it, could think ""yeah, didn't I just see this in, oh, any given Grand Theft Auto video game""? And the fact is a Grand Theft Auto game is what this movie is: drug dealers, gangsters, super-slick driving with the occasional guiding voice coupled with dialog that in a video game one would just click ahead to go past. Whatever little plot and character development there was in the first film, which certainly had more fun with itself, is given the pits here.For anyone who's had the pleasure of a GTA experience (the best of them, I mean, not the first one which didn't have nearly the fun of III or Vice City) one can ride cars as fast as possible and even let the Id out as much as wanted - you get star ratings for your wanted level, and mission be damned, just have a good time. The failure of Fast & Furious is that for any moment I could try to get into it as entertainment it pulled back into video game territory, and in a millisecond realize the lack of a controller to take over. It's synthetic entertainment ala Transformers, and while Justin Lin is not the caliber of BOOM-EXPLOSIONS ARE SO COOL! filmmaker like Michael Bay he's lost any sense of real interest in what makes a story work well - sad considering his first film, Better Luck Tomorrow, and the underrated Finishing the Game, did very much just that.If you're a hardcore fan of the franchise- and frankly I never met one and am not sure even the ones in the audience were- you'll dig it a lot. For everyone else, stick to the video-games.",Quinoa1984,2009-04-09,2009,Positive,0.06,0.783,0.157,0.9951
10.0,Ummmm,"Whoever review the ""slow and plodding"" thing, needs to be fired/shot/locked away forever, my eyes hurt from reading all the fail he wrote. I don't see anyone of the things he wrote anywhere in the movie, the story isn't hard to figure out, it's a revenge flic. The story was extremely action packed, and didn't stop for a second. If the review guy is into realistic movies with a small amount of action, I suggest he go review some documentaries, try Gran Tornio if you want a ""realistic"" movie. That review was the worst I've ever read, I don't get why he even comments on the lady halfway through the movie's nipples, I guess he was trying to make his review lengthy to make it look readable, regardless of how pathetic it was.",berter122,2009-04-09,2009,Negative,0.123,0.847,0.03,-0.9487
