Rating,Title,Content,Author Name,Date
4,A teenage punk kid's wet dream,"The Fast and the Furious, I remember in 2001 this was the must see movie. I was in high school at the time and I remember the weekend that it opened strangely enough, and I remember the Monday at school, all the guys were just screaming how cool this film was, how ""badass"" it was, it was so ridicules. So, I decided to steer clear of the fast and the furious films, it just seemed like a waste of time. But recently one of my friends told me that I should give these movies a chance. So I decided to go ahead and see what they were about, plus I had a coupon for a free rental and there was nothing else better to watch it seemed. So I watched the first two fast and the furious films this afternoon, and for the first film, I have to say that it lived up to everything I would've expected.Brian is a cop in LA and is going undercover into the deep dark pimp my ride world of street racing. He meets the head of the LA races, Dominic, who has a gang of people who are loyal drivers and race for money, also a sister who Brian falls for, what a shock, huh? But there's bad news, there is a rival race gang in the area, The Fast And The Furious became quickly from an action movie to a mystery thriller of who's gang is trying to get the major pimp your ride engines for money. So Brian of course starts to like the gang and wants to become one of them, what another shock.When it comes down to it The Fast and the Furious is the most predictable and horribly written piece of a film you could think of. I don't understand how others, besides a teenage guy, could get into these films. I shouldn't have rented the sequels, just because now I have to watch them to get my money's worth :P But I think it is just silly all the major over the top special effects, it has a pointless plot as well as it's sexist. I'm not saying that to be a pain in the butt, but all the women in this film were used as mostly sex objects, they had no development. But I guess that's what to expect from a film like The Fast and the Furious. Oh, well, at least I could say I saw these films.4/10",Smells_Like_Cheese,"Nov 30, 2007"
8,Fast and Fun!!!,"An awesome mix of cars, actors, and excitement.  If you like cars, you will be impressed to see the variety this movie provides.  From new imports to old hot rods, this movie has it all!  Plan on calling a cab after this movie, the roads will be crawling with ""street racers"" in training.",blossom_rose21,"Jun 25, 2001"
9,Not just the cars....,"In this movie, I enjoyed not only the cars, but the men as well. Vin Diesel steals the movie from Paul Walker. Walker still makes out in the movie. This movie does NOT suck. The actresses in this movie are lucky to have been able to work with Vin and Paul.",ValandVin,"Aug 29, 2002"
1,It was good the first time I saw it...,"...when it was called Point Break.  Paul Walker is by far one of the worst actors ever and the only difference between this movie and Point Break was cars over surfboards...next time be creative.  If they have time to change the name for the sequel, I have a good idea, ""The Poorly Written and Predictable.""",indoflea,"Dec 11, 2002"
8,"Not the best, but pretty great start","The Fast and the Furious has been established as one of the most popular and ambitious movie franchises in history - showcasing a memorable cast of characters, astonishing action set pieces and a fun lighthearted tone, it is rivaled perhaps only by the MCU or Star Wars as one of the most long lived and continuingly solid series.Admittedly, it gets far better in the later installments, with action scenes and effects that could only have been dreamed of - but this initial entry was a very solid start regardless.It isn't a very story driven piece, and it doesn't set out to be (though later films focused a bit more on that), yet it's very fun and memorable, and gives great motivation to the suspenseful and fast paced action scenes.Overall, a great film with incredible effects and cinematography that started out a very fun franchise. Just don't take it all too seriously!",martinpersson97,"Apr 20, 2023"
1,A scandalous praise of dangerous antisocial behaviour,"I saw this movie in sneak preview, otherwise I wouldn't have bothered watching it.I didn't expect a lot of it... it was even worse.The whole movie does nothing else than giving people the idea that purpously putting other people in danger can be in any way justified.I know several people who have lost relatives to a-holes driving dangerously fast just for the heck of it, and this piece of crap is nothing else than an insulting kick in the face to their pain.To add insult to injury, the story was worthless and the ""acting"" doesn't deserve the name.only one possible rating: zip.",Seeker-11,"Sep 21, 2001"
9,GOOD CARS BUT BAD ACTING,"This movie was excellent.. besides the acting with Vin Diesel and Paul Walker.. But the cars were excellent like the Mazda Rx-7, Toyota Supra 1994 edition and the Honda S2000 and more..... Also the women were great like Jordana Brewster, Michelle Rodriguez... This movie was a 9 had some bad parts and some great parts too... Cant wait for the second one",ToyotaSUPRAFREAK,"Aug 24, 2002"
8,Great adrenaline!,"Great action film, it features fun action, hot women and beautiful cars. The cast is incredible, especially Vin Diesel. The cars and race scenes are fantastic!",maolhar,"Jun 7, 2021"
No rating,"Overall, its a Great Movie","Strong acting and character development, and a well paced movie.  Another great thing is that its not that perdictable either.  I'm not the biggest racing movie fan, but i loved the movie.  Its a great movie, and well worth the 9$ i paid to see it.  The only thing i can honestly say that disappointed me about the movie was that it was a little too obvious where they cut a scene or two... but it didnt take away from the movie that much.",D. Vader-2,"Aug 3, 2001"
1,I cannot fathom why people like this piece of tripe,"Without a doubt, this is one of the worst movies I have ever seen. The dialogue is horrendous, the characters are woefully under-developed and nothing was believable about the entire movie. The best way to describe this movie is that it is movie with cars upon which someone tried to add a plot. However, they failed miserably. The ending is absolutely implausible, for there are no reasons to justify it. We have no reason to accept the behavior of the main characters or their reactions/bonds with each other. I do like the various actors that had the misfortune or lack of common sense to be in this picture, but that is just not enough. So many people loved this movie and while it is possible to restrain myself from arguing with them, I find it very difficult and taxing since this movie was total garbage. I am sure I like movies they do not like, and to each their own, but for me, it just doesn't get much worse!",joshuastephen4,"Jun 10, 2002"
8,"The Fast and the Furious was so good, I felt the need to register and share my views of the movie, thats how good it is","Don't let anyone fool you, the Fast and the Furious is a wonderfully entertaining movie. If you saw the trailer and though that it looked like a fun roller coaster ride styled action movie then you are absolutely correct. The best summation you could give of the film is that its like two hours of what you see in the trailer. It's seriously one of the most accurately advertised and needless to say one of the most fun and entertaining movies of the year.The racing scenes have been cleverly filmed and edited together in a way that gives you a false sense of motion with lots of first person views as cars race down the street. In addition, just about every scene in the movie looks really sharp thanks to nice lighting, some visual effects, and just plain good camera work. The direction of camera work for the most part is very traditional in the sense that each major scene is proceeded by a few seconds of a `set up' shot that gives you a feeling for the size and surroundings of a scene locale. The majority of the dialogue shots and racing shots are of course third person, however, many of these shots are extremely tight giving you a very strong sense of being there.
Vin Diesel's performance is convincing and very entertaining. He's extremely enigmatic and seems to have that quality that some actors like Bruce Willis have. That quality of coming off as being an extremely cool person who you just know you'd be best friends with. Paul Walker's performance while somewhat wooden, really isn't bad at all. In fact if you really stopped and thought about his character's motivation Paul's on screen apprehension and uncertainty early in the film actually fits his character. Stack that up against his wide eyed and completely commanding on screen presence toward the end of the film and you've got the complete emotional stages of his character that realistically depicts a man in his situation. The rest of the main cast really deserves a lot of credit too. Sure they might not be a lot well known actors, but I'd have to imagine that a few of them will be after a few casting agents see this movie since there really isn't a bad performance in the movie.The writing and dialogue is fairly decent. Sure it isn't the most original story ever, but it does a great job of delivering a plot through the use of a lot of action. The dialogue while a bit awkward a couple of times is for the most part well done.In the end, you won't be disappointed in The Fast and the Furious if you like action movies, cars, or Vin Diesel. The story is decent, the sound and visuals are fantastic, and you'll walk out of the theater with a big smile and the undying urge to drive really reckless while listening to loud music. The PG-13 rating is a very liberal one by the way, people shoot and are shot by guns on screen, some language, some slight skin, but since the movie moves so fast and is so loud, you really think you hear and see more than you actually do. Great movie!",ironmacd,"Jun 23, 2001"
1,A turd with wheels,"I am amazed that this movie has managed to pull a 6.2 on the IMDB average! What a piece of garbage.  Horrible acting, stupid gen-x extreme sports nonsense, and a bunch of fast but hideous cars make this a real stinker.  If you want a car movie, at least have one where the cars look halfway decent, as opposed to a bunch of tacky colors and splash graphics.  It was about like watching the demo at the front of a poor racing video game.",lngjon,"Jul 30, 2002"
No rating,I loved it...,"When I first saw the previews, I thought it sounded like another lousy car movie. The only reason I went is because I love movies and my brother and my cousins wanted to see it so I went along. I came out of the theater happy that I had gone in. I enjoyed the movie. The action is awesome, the actors were great, and the movie was overall fun. If you're into cars or you just want to go to a fun movie, this is a great one to go to. Don't over analyze it, it's just for entertainment.",Ferret_17,"Jun 24, 2001"
8,An unexpected surprise,"""The Fast and the Furious"" is a movie that surprised me big time because I didn't think I would like it. It didn't look all that great when I saw the previews of it, and I was dreading that I would have a miserable time watching it when some friends talked me into seeing the film with them. By the end of it, I was incredibly surprised at how much I liked this movie. It's not one of the best movies ever made, but it kept me interested from start to finish. ""The Fast and the Furious"" is about drag racing in L.A., and focuses on a young undercover cop who falls into a group of professional drag racers who just might be the same ones who've been participating in a series of truck hijackings. The young cop tries to get to the bottom of this by becoming close friends with the leader of this group. Here for once is a movie that features car races and chases with the use of real cars, not special effects. It's at its best when the action takes place behind the wheel, and these scenes keep you on the edge. Plus, it has a story that works because it's interesting. Paul Walker (as the cop) and Vin Diesel (as the group leader) are given good material to work with, and both actors play their characters well. You get to know these two guys, and you can't help but wonder what's going to happen to them in the end. That makes ""The Fast and the Furious"" an even better film. Good acting, good story, and good action make this film a surprise winner.*** (out of four)",jhaggardjr,"Jul 29, 2001"
10,Better the second around!,"I just recently saw this movie again when I rented.  When I first reviewed this movie, I gave it a A-.  Now, this is still good, but, it's better if you watch it again.  What I forgot to add from my first review of this movie is that movie has great special effects, a great soundtrack, and great music (composed by BT, who would also compose music for ""Driven,"" ""Go,"" and ""Under Suspicion.""  If you're in need of a good movie and great-looking cars and wonderful cast (the great Vin Diesel), then check this movie out.  Also, the ending was still pretty lame.
A+ ****** (out of ****** stars) 13/13",videofreak2002,"Feb 17, 2002"
1,The WORST,"I know that no all the people like the same. I'm fan of horror movies (most of the people can't stand the good horror movies) and I have to discuss about it very often. I understand that there is people that doesn't like this kind of cinema... But please, the movie we are talking about is, from an objective point of view, bad. The only thing that I can accept from the movie are the cars... and I'm not fan of the cars... so, no much interest for me. So, I don't like the cars (but accept that beautiful cars are there), the plot is miserable, the acting is pathetic... the movie itself isn't good. So my question: Why does it have today (21 Oct 2001) 6.7? I think that the people who have vote... like the cars and that is enough for them to give TO the movie a 10... AND IT IS  UNFORGIVABLE. Well now a personal opinion. I'm fan of Depeche Mode... and in this movie is the worst cover of STRANGELOVE... a beautiful song that have been injured by this movie (or the singer who made the cover...) Please... don't pay for this movie... Don't put down your trousers...The cinema is art... and this is not art.",depeche-4,"Oct 21, 2001"
8,Action junkies and thrill seekers apply here.,"As night falls on the streets of L.A., souped up cars, driven by souped up kids, illegally race at incredible speeds. That alone is more than enough to keep the cops busy, but it appears that a number of robberies on moving trucks could well be the work of the speed racers. Time for someone to go undercover, someone with a flair for speed and daring do heroics.........The title says it all actually, from the very first sequence to the pulsating ripper of a finale, this film really is fast and furious. Dumb in substance and morally dubious in to the bargain, it is however one of the finest exponents of the action/thriller/crime genre of modern times. Owing certain debts to Point Break and Stone Cold, director Rob Cohen has crafted a technically adroit picture which is an assault on the eyes and the ears. Cars tear around, crash bang and wallop, thru the camera, under trucks, in front of speeding trains and on it goes, with no real let up till the end credits roll. There is a plot, it's thin, but it does have a story from which to race around. The cast flex their muscles and pout respectively, with a little bit of eye candy for either sexes to admire from their comfy chairs. Boasting great stunt work mixed in with very capable CGI, The Fast And The Furious deserves much better regard than it currently has on some internet sites. Why? Because it does what it tells you it will do from the title, and as dumb as it is, it's the best kind of dumb to loose yourself with. 8/10",hitchcockthelegend,"Apr 28, 2009"
1,are u serious!!!,"Now anyone who has seen this movie obviously has never seen point break, i mean its the same movie but with cars and bad actors.  The only nice car in the movie is the dodge charge and it's still a dodge, all in all movie was terrible.",ihveabgdik,"Jul 11, 2003"
No rating,Best movie of 2001,"The Fast And The Furious lives up to its title. Even for people who aren't into street racing, they will still enjoy this movie!Paul Walker plays an undercover cop looking into the life of street racers. Vin Diesel plays a street racer with an attitude. Both are great actors.This movie will keep you interested all the way through. You may like the fist fights, the racing, or the chase scenes.Whatever your like may be, be sure to rent or even BUY yourself a copy of The Fast And The Furious.Moviecritic14's rating: 10/10",Moviecritic14,"Dec 1, 2004"
10,For all you street-racing fans,"I thought this was a really good movie. It has everything that anyone could possibly want from a street-racer movie. It's way, way better than the second F and F.Of course, Paul Walker and Vin Diesel contrast each other. Vin is a big guy and Paul isn't so big...this makes Paul look like a ferocious chihuahua and Diesel a giant rottweiler.I recommend this movie for every Vin Diesel fan, and everyone that is a fan of fast cars.Another thing about this movie was that it was so popular that the police had to actually do more work to keep the kids from speeding.Anyway, the Fast and the Furious is for you if you like action, romance, mystery, and adventure...",green-diamond,"Mar 14, 2006"
9,simplify things just a bit,"One word...FORMULA. This is Hollywood. Break it down and it is simply a western plot with cars races substituted for drawing guns, 18-wheelers for stagecoaches, and a whole lotta ""this town ain't big enough for the two of us"". Anyone expecting an original plot must be oblivious as to the state of American film. Accept it for what it is and be fortunate that it is lacking in pretensions. It is not titled, ""leisurely-paced, intellectually stimulating plot with rice burners"". It is FAST and it is FURIOUS, delivering what it promises.The movie is founded in reality, whether the movie-speak comes across accurately or not; this culture exists across the US. Rent the DVD to read the article the script was conceived from and see more details about this particular group of people. The ability to take your mothers leftover civic and dump a few grand under the hood, resulting in power and freedom, unites many different races and cultural identities in the street racing world. Even within the one ?team? in this movie there are several different cultural groups identified including women, Latino, African-American, redneck, and WASP.Rob Cohen has succeeded in creating a movie where the cars are given life. They are characters in the film along with the actors. And for those complaining of realism, a majority of the cars used in the movies are real cars raced by their owners who were extras in the movie, thus, one must conclude that this must be based in some sort of mechanical reality?But hey, that's just my take on it.",shea-8,"Feb 21, 2002"
1,ummmm,"this movie was so fake....fake acting,mostly fake cars(paul walkers car didnt even really have a turbocharger!!!),the plot was horrible,the ""asian""car scene is used too much all throughout the ENTIRE movie.there are more than just certain races and ethnicities that like imports(not to include myself).my overall rating reflects my own views of the movie,as well as that of my friends..whats more is im tired of wasting my gas from my american v-8 on pesky 4 cylinders...",mulletcar79,"Jul 22, 2002"
10,movie for all car lovers and movie lovers,"One of the best car films of all time. Nothing can ever beat the original. Great plot, great cars, great actors. Vin and Paul are phenomenal in this franchise. Can't believe this was 23 years ago already. Never get tired of watching this one. Who would've ever thought when this came out that it would spawn over a dozen films including spin offs and span over 3 decades. Go check out this amazing movie if you haven't seen it yet. I hope they never stop making these wonderful movies even if they have gotten far fetched, they are still better than most of what is put out today. Fast and furious will always be the best.",movielover4ever22,"Nov 3, 2024"
1,Terrible movie and really stupid.,"This movie is stupid and the people in it don't know any thing about cars for when you shift you lose power not gain power. This is a poorly done movie just for the people that think that foreign cars are the best and fastest. This a sad excuse for a movie I think. The people really don't know how to drive or control the All-American cars so they have to go to little foreign cars with no power at all. This movie is just not very good, and any all the real All- American car lover would say that it's not very good and stupid. I think that ""Gone in 60 Seconds"" is a way better movie than this. Sorry if you like this move, but this is what I think of it.",dragonlady782000,"Jun 3, 2005"
No rating,One of the best I've seen.,"My boyfriend saw this movie the night before we went together to see it. He said it's definatly worth watching again.  After seeing it I totally agree. He also mentioned that it makes you want to drive real fast and stuff....that's very true too.  Overall this is a really great movie if you like fast cars.  It's not a bad movie..only PG-13...not real bad swearing, and no nudity. I'm definatly going back to the theatre to see this again.",katie-16,"Jun 28, 2001"
8,I really can't see what the problem is here,"Is there a good plot? No. Are the actors potential Grammy winners? Of course not.Folks, this is a movie revolving around cars and women.  THIS WAS NOT MEANT TO BE A WELL THOUGHT OUT, WELL PLANNED, WELL ORIENTED, INTERESTING MOVIE. it's a ""on the edge of your seat, drooling"" for the sweet cars and the fine women.  thats why it was so good, not because of anything else.  simple enough?",Hypotron,"Mar 24, 2002"
10,loved it!,"This was a great movie, definitely one of Vin Diesel's best in light of XXX which was HORRIBLE!  This movie, along with Pitch Black and Saving Private Ryan are definitely the three high point for Vin Diesel so far, which Knockaround Guys coming in a close fourth.  I am guessing that A Man Apart will be pretty good since it has him back in a believable role, and a chance for him to display his acting talents once again.",dougiejr3,"Mar 3, 2003"
1,"""I need NOS, lots of NOS cuz my car has no engine""","What can I say? Slow cars, bad acting, terrible music, and cheezy looking action scenes. First off, there is nothing ""fast"" or ""furious"" about a Honda or any of these tacky looking cars. The only decent cars in the movie are the Ferrari, F150 Lightnig, and the supercharged Charger. The day when an old $3k RX7 can beat a $140k V12 Ferrari will be the day cows fly. The acting was terrible. It's like watching a movie with robots. There is no character development and they are all about as lively as stones. The music is just terrible for an action movie and the actions scenes have absolutely nothing realistic about them. It is quite apparent that no one involved in the making of this film has ever been to or knows anything about drag racing or cars. Don't waste your time with this movie if can help it.",imahack,"Jul 19, 2005"
10,Great film for what it was,"Sometimes I'm constantly amazed to read reviews by people who have so obviously gone to a movie they either didn't want to watch or knew wouldn't really interest them. To these people, I say give your money to charity or something, I've never understood those people who have so little to do in their life that they go and see every movie ever made then complain about 90% of them. Life is like that, I happen to think Star Wars sucks, so when a new Star Wars movie comes out, you know what?! I DON'T go and see it! TF&TF is like this. For those who enjoy cars...no let me rephrase that, for those who love cars, this is a great film. It really makes ""Gone in 60 seconds"" look like an excuse of a car film - they raid a Ferrari garage and we see about 5 seconds of actual DRIVING? WHAT WERE THEY THINKING! Not so in The Fast and The Furious, thankfully. The riced out cars may not be to everyone's tastes, but owning a powerful turbo vehicle myself, they actually captured my imagination with the audio - the vehicles sounded immaculate with audible induction noise, blow off valves and sweet exhaust notes throughout the movie. The black muscle-car near the end of the movie absolutely thundered in Dolby delight in my cinema, and was awe inspiring. With a decent home theatre setup at home, not much impresses me these days but I was blown away by the audio at most times in this film. It reminded me why I still bother going to the cinema. Visually the movie was fine, the stunts were well executed and the camera angles engaging. You don't go to an action movie to see involving dialog, you go to remove yourself from reality and have a damn good time doing it, and I felt TF&TF did this well. The fact it was about a subject close to my heart (cars) just added to my personal like for the film. My wife, who dislikes a lot of films I enjoy, also loved the film - which surprised me seeing it was so obviously a male oriented film. Yes the plot was a bit weak, the dialog a bit shabby at times, and the acting a bit forced. The corny ""I live my life a quarter mile at a time"" was almost laughable, but taken in context was bearable. But at the end of the day, this was a fantastic movie for car freaks - the same crowd who will spend $50 on specialised videos JUST about cars, with no plot, no Dolby surround, no multi-million dollar budget. If you take this movie for what it is, a fast action romp around the car racing scene, then it does its job admirably IMHO. I think those thoughts are backed up by the huge haul it has done at the box office, and I'm even thinking of seeing it again, something I've not done since I was a stupid teenager :) Go see it, and grab it on DVD - I know I will.",Rextacy,"Sep 24, 2001"
4,First of many,No content,BandSAboutMovies,"Aug 3, 2020"
No rating,WHAT A RUSH!!!,"You know, I've been noticing a trend.  These past few summers, at least one action flick stands above the rest.  ""The Matrix"" for 1999 and ""X-Men"" for 2000.  After seeing this, without a doubt, ""The Fast and the Furious"" is THE best action film of Summer 2001!I began my weeklong vacation in New York just before the weekend this movie was released.  I was lucky enough to catch one of the first showings with a bunch of my cousins from all over the country.  We were having a family reunion that weekend and we agreed that ""F&F"" was the film we needed to see as part of our celebration of togetherness.  And in light of the fact that we were all guys (not to say that girls won't enjoy this film), we all knew we were in for a real treat because the movie deals with one subject of fascination to many young males: street racing.The opening highspeed carjacking sequence showed us that everything from then on would be pure hype and adrenaline.  It didn't seem to me that this film has a solid plot, save for the storyline of actor Paul Walker's character and his mission to probe and catch the carjackers from the opening scene.  But that hardly matters if you came to see this movie for pure popcorn entertainment.  If you worship cars and love beautiful babes, then you'll love ""F&F""!Through intense and often exhilarating speeding visuals, director Rob Cohen does a great job in giving the audience a first-hand experience of what it is like to actually sit behind the wheel, turn on the engine, and literally go VROOOMMMMM!!!!!The actors perform pretty well with their tough but enjoyable attitudes. Jordana Brewster and Michelle Rodriguez are perfect and sexy as the girlfriends of Walker and Vin Diesel, respectively.  Diesel has such a formidable and commanding onscreen presence, and I'm sure that the box office success of ""F&F"" will only further catapult him to Hollywood superstar status.  And rapper Ja Rule has a short but memorable cameo appearance as a contestant in the film's first superhype drag race sequence.
For its amazing street racing and the coolest cars on the planet that I've ever seen, I vote for ""F&F"" to be the must-see action flick of 2001.  To those other so-called ""racer"" films like ""Days of Thunder"" and ""Gone in 60 Seconds,"" I've only got this to say: EAT YOUR HEART OUT!",jagaforce,"Sep 10, 2001"
10,"The perfect film for car enthusiasts, 100% action","The film starts at a fast pace and builds on it. Anyone who has seen gone in 60 seconds and enjoyed must see this film, it beats it hands down. Not only does the film have excellent visual and sound affects but the story is excellent too. Film makers could learn a lot from this film.",k3cwk,"Dec 24, 2001"
8,"Good movie, but has several unsolved mysteries",No content,kippardue_luvr21,"Jun 22, 2001"
5,The fast and the furious,No content,andro-dolic,"Apr 22, 2010"
10,Best of the Series! No question!,"I'm surprised this has one of the lowest ratings of the series!
What makes me love this film above all the others? Well, there's a few things:This is the original, the best! Before Hollywood took it and threw into unrealistic scenarios and laughable over the top action sequences.This movie at its core is about friendship and the close bonds the main characters hold for one another. Lengths a person will go to for those they love.It keeps things simple, street racing, robbery, fist fights and racial feuds. Why do audiences need cars jumping from high rise to high rise and over the top villains with pointless back stories and agenda's?It's realistic (to a degree) has impressive actor chemistry, makes you care for the characters and their close bonds. Fun storyline, high stress action sequences. You really don't need more to create a great film, if written and executed correctly.On a side note I will say, at this time of his career, Paul Walker, cannot act. Thankfully he improved on his talents as he worked in the series more and more. Which is more than you can say for a lot of ""pretty"" men landing high profile film roles in the industry today.10/10 loved it 18years ago and love it still. You cannot beat the classic, the original The Fast & The Furious.",lita-ann88,"Jan 18, 2019"
3,The best of the worst,"The Fast and Furious series is brain-dead and shallow in plot, yet this is the best of them. However in typical early 2000's movie making, they focus too much on the action, corny cliche lines used for the promos and a pointless love plot and disregard anything that resembles character development or a narrative.The female characters have no use in this movie. It's all part of being PC. The. Brian-Mia subplot was unnecessary and, if removed, would have made the movie better and no one would have questioned why there wasn't a love interest. The doting looks at the camera/Brian are cringeworthy at best, too.Same goes with Letty. She barely says a word throughout the movie and is simply there to get out of a car, look cool and make a partially-sexy pose for the slo-mo camera shot. Pointless.I know this was written by a car magazine 'journalist', but surely he knew what was cliche and could have avoided it or at least added something that we hadn't seen in every other 'fast' action movie aimed at 20somethings?",yorktown_hawk,"Jan 21, 2022"
No rating,A Rush,"A very arousing movie.  Vin Diesel has a fabulous body!!  Pairing him up with the blue-eyed baby face,(?), was a good move.  I think that I had heard that the soundtrack was very popular, and I can see why.  Between that, the speed, and the attitude (and Vin) it was quite a rush.",janitor1999,"Jul 7, 2001"
8,A Good Popcorn Movie,"My Rating: *** out of ****. Its safe to say the Fast and the Furious is not an intelligent movie. However, that does not mean it is not entertaining. This is definitely escapist entertainment, or a popcorn movie like many people like to call them. Vin Diesel is impressive, he has a presence when on screen and he doesnt screw up when delivering his lines. This performance elevated him into stardom and I can definitely see why. Paul Walker is only adequate though, he pales when hes next to Diesel. Jordana Brewster makes Mia into a very appealing character. Michelle Rodriguez is once again playing a tough girl. Rick Yune is effective as the bad guy. Fast and the Furious does have a few bad lines but that is expected in some summer movies. Mostly the dialogue is fine. The car races and chases are well shot. The film has a few scenes that are a bit overlong but the movie will mostly hold your attention.",MF210,"Sep 29, 2003"
8,"Bro-y, Sweaty Fun","Up to this point, having only seen the 7th and 8th entries in the series, I never really understood how this seemingly unremarkable series became such an international phenom. Now, after finally seeing the one that kicked it all off, I sorta get it. Neither as fast nor as furious as the title implies or as the later films (though the failed truck robbery is harrowing & character driven), it truly establishes the family vibe so often referenced later on, & the bro-y, sweaty chemistry is surprisingly strong.",matthewssilverhammer,"Jul 14, 2018"
4,Not all that good.,This is my first time diving into this series and we begin with the very first movie.Unfortunately this wasn't all that great.The story was boring. The acting was mediocre at best.Kind of makes me scared to see the rest of this trilogy.,keyshawn-51559,"Apr 30, 2022"
8,Everybody needs to watch this franchise of films,"By far the best series/ franchise of films i have ever watched, R.I.P Paul Walker, you were and always will be mr fast and furious#LEGEND",the_bush01,"Nov 2, 2019"
2,For the vacant.,"Not for the thinking man...
Complete waste of 15 minutes of my life until I binned the DVD .",barry-966-912391,"Oct 23, 2018"
No rating,Excellent,"If you like cars, engines, street races illegal like and near death experiences then this is the movie for you. what a movie. ive seen this once at the cinema and i can tell you im going to see it again at the cinema go and see it if you havent your missing out 10/10 for this movie",wasssup,"Sep 21, 2001"
8,weirdly one of my favs,"I have a weird love for this movie. Maybe its the fact that I grew up re watching this it with my siblings, but after years of the Fast and The Furious franchise this is the movie that gave us the most. The new movies, where all of these characters seem to be invisible and in most occasions gravity does not apply to them suck. In my opinion The Fast franchise should've ended after Paul Walker's passing. In a way it felt weird to watch the following movies after his untimely passing. All in all this movie will always be one of my favorites, even when it is not the greatest.",marwillreview,"Jun 17, 2021"
10,the classic that started all,"This movie embodies the tuning and custom subculture that already existed in the 90s, so vin diesel being the petrolhead and his gang, and paul walker as the newcorner who learns about cars. Is perfect, the movie not only shows the drag races that already everybody knows, shows that custom cars were part of alot of people, being a movie obviusly theres a cop and bad guys plot, but the movie is better when u enjoy the fact they used many cars that custom people already know and the action is fun.",Cinema2kMendoza,"Sep 20, 2021"
4,Technically and Ethically Flawed,"Rather than just bashing this film (albeit well deserved) let me start with the good points. 'The Fast and the Furious' has good production values, cinematography, and performances. The director does a decent job at maintaining pace and the story does offer some character development. Where this movie hurts itself is: 1) Apparent lack of a technical consultant. In the first race scene, Walker's car begins spewing nuts, bolts, and washers from the dashboard (?). Apparently he has plenty of spare parts in places they should not be. In the same race he burns out his cylinders and yet is still able to outrun the police. This movie is filled with such technical flaws (I won't even mention hitting a semi head on and walking away without a scratch); 2) The good guys are a crooked cop and a thief who hijacks trucks. The bad guys are truckers who defend themselves and Asians.; 3) The film-makers should have seriously set aside their own prejudice.-- Although the technical inaccuracies frankly will not bother many at all (hey, if it's entertaining, why not), it's basic asinine concept of protagonists and it's expressed prejudice make it something I cannot recommend. There are several stellar reviews for this movie on this page that rate this movie as good to great. Just take a look at the number of copies of this DVD which are available and the cheap asking price. This should give you an indication that this is a movie you will not want to see again and that at least a few of the stellar reviews are from people wanting to get rid of their copy.",Ariel_Ronnie,"Oct 14, 2008"
9,Pretty Good If You Ask Me,"i have seen the three movies; so i know what i'm talking about. although Tokyo Drift had the best story, i have to give it to One. it sparked the whole thingI'm down with the bad plot, even i felt that.but that doesn't stop the movie from being totally cool, it's as simple as that.sometimes, i think all i care about is racing scenes, but i see the dominant stuff in everything, and frankly, that movie was good although the before-credits end was a bit awkward and strange.the after-credits ending was cool too, except the ""I Live My Life A Quarter Mile / Hour."" line was somehow corny in my opinion",swinger0071,"Oct 22, 2006"
2,Old Fogey Test?,"A boring Friday night with nothing on normal steam-powered telly so I part with three pounds and fifty pence to watch ""The Fast and The Furious"" on digital pay-per-view.After it was all over the only positive thoughts in my mind was that enduring the movie 'on-demand' I had saved myself at least a tenner and had no physical evidence to dispose of in the local landfill. I had spotted this film on a supermarket shelf when it entered the DVD charts (early 2002) and I was tempted to buy. Yup I was nearly suckered by the hype about car stunts and babes. Fortunately I spent my money on routine groceries and as it turns out it was about the same quantity of cash spent on writing the plot.Well fair do's in the end you do get some fast shiny car stunts and cliched Hollywood babes but nothing more noteworthy than the cheap US TV-movie standard car stunts and Hollywood babes you can stumble on channel-hopping Sky. You will not witness anything new or groundbreaking here. It does not get that fast and not particularly furious. At least to my eyes. On the other hand maybe this is the benchmark movie to test if you are an old fogey. Clearly from other reviews this must all look so different to the target early teen market. The only thing missing from this movie is ""The Logical Song"" by Scooter booming out of glossy hot-hatches as they pelt down the road.Now there is a thought. Someone should make a Brit-movie remake with the aforementioned Supertramp track, visits to Halfords for the custom go-faster stripes, gold plated multi-coloured speaker cable and clip-on girth-boosting chrome tail pipes. Fat slags in Novas munching chips instead of Californian babes and Steve Coogan as the lead role. Call it ""The Fat and the Spurious: Grim up North"".The Fast and The Furious. Without doubt the worst movie I have paid money to see in recent years.G Cactus",glowingcactus,"Sep 23, 2002"
No rating,The Fast and the Furious... by far the best movie I have seen all year...,This movie is by far the BEST movie that I have seen in a long time!  The whole movie is action packed and kept me on the edge of my seat the whole time!! What a RUSH!  These cars are fierce!  I already have plans to see it this coming weekend for the 3rd time!!  An absolute MUST SEE if you like cars and racing!  Not to mention that the ladies were behind the wheel also!!  Made me want to build a race car myself and I AM a lady!! ****,kctaurus79,"Jun 25, 2001"
10,this is one of the best movies out their!!!,"this movie is the best. its the type of movie thats got it all. action, romance, nice cars and mystery. this is the type of movie to see w/ your friends just to hang out.so i recommend this movie to anyone in the mood for a thriller.",angelzita,"Dec 14, 2001"
