Rating,Title,Content,Author Name,Date
9,Incredible 6th installment,"Despite a poorly handled character death, Fast and Furious 6 is an incredible sequel that continues to build on the franchise high of the previous installment. Justin Lin's direction is once again great. The returning cast are all great and their chemistry is fantastic. The action is incredible and some of the best in the franchise. It even fixes the problem with the previous installment with Luke Evans, who is an extremely good villain.",masonsaul,"Jul 28, 2019"
6,Not worth all the hype,"Following the success of Fast Five, the sixth installment of one of the longest running and most profitable movie franchises ever had some pretty big shoes to fill in, however, this was not accomplished this time. To keep the series going and attract the audience the franchise was turned into an action series with some car chases here and there to please everyone, at the expense of almost everything else.Despite this change the fifth movie was somewhat original and brought something new, while remaining faithful to the basics that made this franchise known all around the world. Personally I think the ""it's an action movie, what would you expect?"" type of arguments are just lame excuses to cover up the flaws, and Furious 6 has a lot. From a poorly written script with a character that is brought from the dead and magically learns how to fight UFC style, despite serious injuries and an amnesia (no, couldn't have learned it with the other guy, they weren't that close...) to the action scenes themselves there's nothing new to see here, except more of the same mindless action sequences and even more unrealistic stunts (yap, too much, even for this series). For a vast majority this will be enough, for everyone else it won't. The writers could have made a better job IMO by keeping Dom in his new relationship (which was more than just a mere ""rebound"" apparently...) and not using constantly the ""got to get rid of a certain character to complete the trilogy"" philosophy. Fast Five still remains the best. so far.",nunophoenix-683-948557,"Dec 8, 2014"
1,You will love this movie... if you're 12 years old,"I got suckered/tricked into watching this movie with friends, otherwise I would never have watched it. I quit watching the F&F series after the second movie; so I haven't seen parts 3,4 and 5.The whole concept and the plot of these movies are of course completely ridiculous. But obviously many people don't care about that. At the time of writing this movie has a rating of 7,7 at IMDb. This high rating can easily be explained. Since it's part 6 of the series, most people know what to expect. People who don't like the previous parts, will not bother to watch part 6. So I'm assuming mostly die hard F&F fans have watched it in the cinema and they have given the movie a high rating. You can't rate a movie if you haven't watched it...I won't go into details of the movie, but trust me, if you're an adult and not easily impressed by all things shiny, this movie is not for you. I watched this in an IMAX theater and still not a single action scene could impress me. Don't get me started on the plot, humor, dialogue etc.Since many people use IMDb ratings to find out whether a movie is any good, I have voted 1 out of 10; to offset the high ratings that a lot of F&F fans have given. Otherwise I might have given it a 2.",diniz-702-167623,"Jun 3, 2013"
7,ride on the 6th gear.....,"thumps up for Justin Lin...he captured the speeding cars tremendously...the action scenes were awesome.Plot was just OK for the movie.. Tyrese Gibson..created good humor cast performance was good...but diesel rocked. action scenes were played in a very nice and synchronized manner. Cars were out of the world .The plot was not that catchy ... the movie opens on a speeding scene between Vin diesel and Paul walker,speeding to Mia Toretto as she was on to deliver.the all were settled family man until Dwayne Johnson..seeks for their help to solve an on going military utilities robbery..the team of Vin agree's to help in the condition of his and his teams freedom ,he was also very desperate to know how his x girl friend Letty Ortiz was alive,this is the basic purpose of the movie.the plot of ff6 is very much related to fast and furious 4 and 3.so it will be better if you know the summary of both the movies THE TANK SCENE AND THE PLANE SCENE will rock u .. overall the movie worths your money..,nd will leave u exited for its next sequel..which stars Jason Statham..",asu-ray20,"May 29, 2013"
6,Enjoyable,The last film in the franchise released in Paul Walker's lifetime. R. I. P. Paul. You'll be missed.Introducing vehicular warfare with a sick new Flip Car and a tank. There's some really lavish looking immersive racing stunts in this film. Unfortunately this movie still plagued by Chris Morgan's sloppy writing.The last film in the franchise released in Paul Walker's lifetime. R. I. P. Paul. You'll be missed.Introducing vehicular warfare with a sick new Flip Car and a tank. There's some really lavish looking immersive racing stunts in this film. Unfortunately this movie still plagued by Chris Morgan's sloppy writing.,ashfordofficial,"May 7, 2023"
7,Utterly ridiculous,No content,anselmdaniel,"Oct 3, 2020"
8,Review of the movie Fast and Furious 6,"Fast and Furious Keeps Getting Better The action-packed saga Fast and Furious adds another sequel to the collection that exceeds expectations. ""Fast and Furious 6""; starring Vin Diesel, Paul Walker, and Dwayne ""The Rock"" Johnson, is set in a new country with new boundaries to overcome. Director Justin Lin is at it again producing another great movie that is entertaining. ""Fast and Furious 6"" hits all emotions and makes you feel like you're apart of the adventures taking place. The Fast and Furious franchise has improved their movies from the first one in 2001.Retired street racers Dominic Toretto (Vin Diesel) and Brian O'Connor (Paul Walker) have started calm lives with their family in foreign countries after pulling off a major robbery in ""Fast 5"". Throughout every Fast and Furious movie, it is shown that Dom's main concern is his family because he believes family will never let you down. Since family is very important to Dom and his group they decide to help Diplomatic Security Service agent Luke Hobbs (Dwayne Johnson) in exchange for amnesty to return home and to possibly save one of their own.While watching this movie you will experience all kinds of emotions. Like all the other Fast and Furious movies, this new one of course has a couple high intensity car sequences that will have you on the edge of your seat. The special effects used to make these shots do a very good job in making each scene feel believable and real. From flying through the air to car crashes, each scene looks authentic and convincing. There are also many scenes that will cause you to tear up a bit and lay heavy on your heart. In addition to a having a notable plot, the main characters Vin Diesel and Paul Walker show the ease of committing to their role. Since they have played these characters for 6 movies in 12 years, Diesel and Walker have great chemistry on screen and are able to successfully become their characters. These two main characters are also best friends off screen and use that relationship to make their characters seem very close. Vin Diesel does an especially great job as portraying the tough street racer with a hard exterior yet is able to have a soft spot when it comes to his family because of his mannerisms and tone of voice. With all the action shots during this film, the cinematography does a very good job in each scene. By having close up and long shots at the right time, it is easy to see the emotions and body language of each character during the shot. This is especially shown in the major action scenes involving a tank on a highway and a plane crashing. The angles used help display the full effect of how intense and extreme each sequence is ""Fast and Furious 6"" makes each viewer want to be apart of the film. Being the second most successful Fast and Furious movie, ""Fast and Furious 6"" is a great one to see. It is impressive for the Fast and Furious franchise to still be producing movies in the saga. By improving each new movie, the franchise has become very successful and have created a fan base that is excited for each new movie created.",hotamolly,"Oct 4, 2015"
6,The one with the longest runway ever,"From an action perspective, ""Fast & Furious 6"" is everything you could ask for in a movie. There are tanks, airplanes and an insane bridge jump, among many fast cars. If you can throw logic aside, the action is exciting and fun.I liked seeing the whole gang together and clicking. While I'm not a huge fan of the ""not dead but with amnesia"" plot point, it works decently well in this movie.The action editing is strong, but the rest of the editing is a bit clunky. The acting gets better with every installment, though Ludacris' performance is particularly bad.Best Character: Brian
Best Quote: ""It changes everything"" - Hobbes
Best Scene: The PrisonHonorable quote mention to the final ""forehead"" line.",jace_the_film_guy,"May 16, 2023"
9,Upping the Ante,"I've said it many times before, but one of the main reasons why the F&F movies failed to reach mass appeal before Fast Five was because of their villains. They were always forced to take on low end drug dealers and people who have little to do with their line of work; driving cars really fast and stealing things. With Fast & Furious 6, the team gets to take on Owen Shaw & his own crew, who are equally as good at doing crazy stuff on wheels.Dom regathers his team, including Brian, Han, Gisele, Roman, and Tej, after Hobbs comes to him with an offer he can't refuse. The chance to save Letty from Shaw and take him down, in exchange for full pardons all the way around. After quite a few films on the run and unable to return to his home in Los Angeles, there's no way he could turn down this opportunity, even if it meant going up against his former girlfriend thought dead, Letty. Fast & Furious 6 has even more muscle, explosions, faster cars, and just downright insanity. But it isn't as clean cut or polished as Fast Five. Granted, a movie like this doesn't necessarily need to have a concise story or developed characters, but they've done a much better job at doing those things within the last few films. The 6th film feels a little slower and maybe even a little too long, with the end product still putting a huge smile on my face. But when comparing the two, a second watch definitely exposes some of this film's minor flaws.The one thing this film, and pretty much all of the films since 4, is that each keeps topping itself. Just when you think they couldn't top stealing a vault and dragging across the streets of Brazil, they take down planes with cars. The tone deafness of the series is gone and the new breed of F&F is here to stay. The crazy thing is, you buy into all of it. I bought into the family from the beginning and I one-hundred-percent buy into the series embracing it's goofiness. The film also manages to implement more humor into the 6th film which is something the franchise has been missing. Or at least, humor that actually makes people laugh. I won't count those horrible attempts at humor in the 2nd film.What makes this film stick out his that it's the first time the crew gets to go up against an entirely new crew with the same set of skills. Luke Evans is great as Owen Shaw, The Rock has never been better, and who doesn't love watching Ludicrous and Tyrese Gibson crack one- liners at each other. Better yet, every word out of Vin's mouth is a one-liner. Overall, the ante is once against raised and the series punches its way through another smash hit. Fast & Furious 6 is an insane thrill ride from the beginning to end.+Owen Shaw+Team vs Team+Rock & Vin working together+Always pushing the genre and series to a new level-A bit slower & a tad too long9.1/10",ThomasDrufke,"Apr 13, 2017"
7,Exaggerated Villains....,"First of all, this movie is quite awesome, but not as good as Fast 5 which IMO is the best of all FF franchise. The plot is more simple with a predictable twist in the end. The story also serves for wrapping up all the FF series for a grand finale in FF7 so it loads with lots character and effort to tie those loose ends (but not convincing enough) in previous sequel and rearrange the series in order so we can see now that FF3 is actually the FF6. So no wonder, there are some unnecessary scenes (ie Connor meets Braga in jail) which make less portion of actions scenes.The FF team become more solid in this sequel, everyone has a good portion to show their character and role in the movie. I think Han & Gisele relationship here somehow is more subtle & memorable than ""it'a all about family"" excuses that Dom and others bragging about throughout the film.However, the villain team is under my expectation. They are not as Hobbs, Braga or others picture them to be. They don't look scary, mean or dangerous to me, they just look tense and a bit nervous, except Shaw and that big Russian guy. While Shaw indeed is a cool and thinker mastermind, it's hard to believe that he is as powerful as Braga said. He doesn't have that powerful and dominant charm/aura.So 7 out of 10 from me.",adhipar,"May 27, 2013"
10,GREAT,"It is probably the second best movie in the franchise, it has a lot of action and impressive racing scenes. TOTALLY RECOMMENDED!",DogePelis2015,"Nov 14, 2020"
7,Middle-of-the-Road FF Entry,"The series starts to get kinda dumb again here, but it's not too dumb to enjoy yet. The brilliantly fun storytelling of five has taken a step back, but the action is still every bit as awesome, as are the character relationships. And did Diesel and Johnson ever get along? Even their characters clearly hate each other. Keep getting a Ron Burgundy / Wes Mantooth vibe (""I cold, dead HATE you...but dammit, do I respect you!"").",matthewssilverhammer,"May 15, 2020"
2,Unbelievable how this movie has such a high rating.,"This has to be the worst movie I have ever watched. I should mention that I have not watched any of the previous movies in the series. I sure hope they were better.the target audience for this must be 8-12 year olds.Bad Acting, Cheesy lines and the complete absence of logic/physics literally left me face-palming at one point in the movie.I tried to go along with it, I really did. But they just took it too far. Do not waste your money, and more importantly, your time on this... I don't know what to even call it.",shinwano,"Jun 16, 2013"
6,Boom Boom bam bam!,"First of all I cannot believe this is the 6th of this franchise!! Wow.Well, the movie was exactly what I was expecting! Fast cars, and boom boom action! Regardless of what the real franchise was meant to be this movie was OK. But only because there was some good action sequences most of which looked real to me not like the animated looking action we see these days! But guys, this is suppose to be a car racing type movie! Which suddenly dissipated since the 3rd movie! Well you can find so many flaws in this movie that i don't even need to mention! But that runway thing was totally i mean tooootally stupid.You want good action? Go see this movie. You want to make sense of it? No buddy this movie isn't for you.",farhad-cfc,"Jul 7, 2013"
7,"""Fast & Furious 6"" is a crowd-pleaser which will leave the crowd anxious for more.","""Fast and Furious 6"" is everything fans of the franchise have come to expect and should probably please most fans of action movies, regardless of whether they've ever driven fast or been furious before. I admit that I came late to this party. The older I get, the less interested I am in movies that seem to exist just to blow things up (which is why I can't stand the ""Transformers"" films), but the previous ""Fast and Furious"" movie looked so good, I thought I'd give it a shot. I'm glad I did. It was a lot of fun - and so is the most recent sequel.In this latest entry in the series, the gang is talked into trying to bring down another gang out to steal a highly sensitive computer chip. They're also trying to rescue a character who supposedly died earlier in the series. As the stakes between the dueling gangs of drivers rise, so does the adrenalin. The action and the stunts are bigger and more spectacular than in the previous film, which is no small accomplishment. Of course, in this series, you have to keep pushing the ""I believe"" button, but if your button is still functional by the end of the film, you will have had a great time. You'll also be looking forward to the next installment. The last scene in this film feels like the first scene from the next one was slipped into the credits by accident - and the apparent villain in that scene is one most action movie fans will recognize and be anxious to see join this increasingly popular franchise. I give ""Fast and Furious 6"" a ""B+"" with the possibility of an even higher grade for the next one, based on the last scene of this one.",CleveMan66,"Feb 24, 2015"
7,"""Furious 6"" Review","Let's get it out of the way, ""Furious 6"" is an insanely stupid movie. The acting is horrendous, the writing is worse, and the plot is thinner than a playing card. However, despite all of these flaws, this film is immensely entertaining. It's fast, full of energy, and one liners that will have you rolling on the floor. It's a film that knows exactly what it is and what it wants to achieve. It isn't afraid to mix over the top action with sappy melodrama. The film has its own unique style and is filled with what young people today refer to as ""swag."" Justin Lin has done wonders with this franchise. The racing/car chase sequences are well shot and edited. The audience really feels apart of the experience. Along with the fast and adrenaline infused car sequences, this film has the best hand to hand combat so far this year. The fights are well choreographed, shot, and edited to a point were I almost feel every punch and kick being thrown. There are some ridiculous set pieces in this film, but they are exciting and entertaining as heck. I was literally at the edge of my seat even when my brain was telling me that what is happening is totally idiotic.I feel that I don't really have to talk about the actors or characters at this point. Mainly due to the fact that they've been around for so long and also because they're not the main reason for why we go see these films. I know they have a special place in our hearts now, but they aren't all too interesting or filled with enough depth to go into detail. However, I do love how we feel apart of their family.Overall, ""Furious 6"" is a very entertaining and fun film. The plot, writing, and characters may be dumb, but hey, this series is like family and no matter how stupid or dumb it can be, we love it no matter what. Especially when we have physics defying stunts, a great soundtrack, and The Rock. I give it 3.5/5, a popcorn flick that knows exactly what the audience wants.",TheConnoisseurReviews,"May 29, 2013"
8,Just a great action movie,"Great cars, fine actors, amazing fights and OMG the actions scenes from the car chases were good enough to make me happy and put a big ass smile on my face. Even if you don't like cars, this is a great example of a good action movie, fun, simple but with nice twists and...if you really don't like cars, with this franchise you will start liking them, and a lot! Can't wait for the next one. Finally this movies, the fast and furious franchise did something other franchises should do, mix the recipe, change the story, present new and exciting characters and make a new great feeling for the movies to come. Hope other franchise do the same, if necessary!",girarrazaval,"Apr 16, 2015"
7,Super fun but very OTT,No content,jjgooner,"Jul 6, 2013"
10,4 Thumbs Up and a See Again,No content,iMovieCritic-666-701399,"May 21, 2013"
6,Fast & furious 6 out of 10,No content,thesterlingweaver,"Mar 4, 2022"
8,MY REVIEW: The Sixth Gear of Fun and Action!!,"Furious 6. Made on a story that can be detailed in single line ""Hobbs has Dom and Brian reassemble their crew in order to take down a mastermind who commands an organization of mercenary drivers across 12 countries."" Furious 6 is a mad enjoyable watch or some sort of guilty pleasure. Lack of a thrilling storyline is covered by grand canvas, ruthless action, races and chases, peppy background score, man on man fights, woman on woman fights, cars against tanks and even planes. Some action scenes go over the top and you need to avoid applying logic every now and then to enjoy the sequences. All actors play their part OK and their conversations are mostly laced with delicious one liners. So, Furious 6 delivers what it promises, fasten your seat belts and enjoy the ride.",saytosandeep,"Feb 7, 2014"
6,Incredible action sequences.,"Justin Lin is yet again back as director, for the fourth film in a row. 'Fast & Furious 6' follows directly on F5. Dom's team is now living the good life, having received $100 million each after a successful, daring heist in 'Fast and the Furious 5'.The series is starting to play like a soap opera. Letty - thought to be dead in F4 - is back - with amnesia. Braga from F4 makes a small appearance. Hobbs is back as well, and this time he needs Dom's team to help him with a case. The antagonist this time around is Shaw (Luke Evans), whose team Letty joined when she was found alive.The series is no longer about cars. The films have become highly intelligent spy films, but also a lot more complicated. (I so enjoyed the simple premise of the original film). F6 features excellent action choreography and photography, and the action sequences are incredibly fast. The tank scene is incredible and is best seen to be believed.Some of the scenes are unbelievable, though, and for effect only. The film is starting to look like a superhero movie with the characters doing stuff that's not humanly possible. Some practical effects made way for CGI, which is clearly evident throughout the film. They're starting to push action to the boundaries of reality, but it was still rather exciting.The film has in incredible finale as they're trying to stop a plane from taking off. Nail biting suspense and action all the way during this stunning climax. (F6 links with 'Fast and the Furious 3: Tokyo Drift', which was supposed to be a standalone film).'Fast and the Furious 6' is another great addition to the series, indicating the series still hasn't overstayed its welcome.",paulclaassen,"Aug 5, 2020"
1,terrible,"I cannot believe that someone can give this movie 5 or more stars and says it is great. Ha, ha. I give it 2 stars, but I rate it 1 to counter balance the other overrated reviews. Basically terrible script and terrible story. Acting is a joke. Let's see one example. Terrorists want to grab a computer chip from the military base but soldiers instead of protecting it in the base send it out somewhere. Very stupid idea generally since military base is a fortress. But OK, let's pretend that this is some kind of protocol. So what does this convoy have? One truck and two jeeps. Really??? Come one, the whole movie is like that. One big joke. Scenery looks good however, but that is not enough to give it more that 3 stars.",vardown,"Jul 9, 2013"
7,Worth a watch for Dom and Brian,"The movie is a fast paced action packed movie, as expected!Fast 5 ended with Letty being shown as alive, so obviously the curiosity was high regarding the suspense. The second thing to look forward to was the partnership between Dom and Hobbs.The suspense regarding Letty was nicely built up but probably ended up being weak in the end. Dom and Hobbs, together had a nice going with muscles and bashing all around. They find an able enemy in Klaus and Shaw.For me, the revelation of this movie was the chief villain Shaw, played by Luke Evans. He brings a certain arrogance, suave and menace, as expected from any villain who would be fighting against the likes of Dom. He does a good job. The movie has nice suspense in between and the end. It does go a little slow in between but that is a relief as it will gave u time to catch your breath amongst all the fast paced action with cars speeding and flying all around. The movie does not fail with the core of the movie, car racing! New cars, new stunts and new tactics. Some of the scenes, although, were blown out of proportion! Overall Justin Lin and Chris Morgan do good justice to the series.And yes! The movie does answer the question whether there'll be another one in the series. Go watch it for the answer, mine got ruined because of the social websites, go and watch it before someone spoils it for u (if it still hasn't happened already!)",ankitbahri,"May 31, 2013"
7,Still not believable in action but ups its story one more than Fast Five (2011),"By this point in any movie franchise, if a series of films all related and connected to each other reach beyond two sequels, there must be a loyal following behind it. That also means something is being done right to the franchise (for some). Now although Universal's The Fast and the Furious (2001) feature film debut and subsequent sequels all do not have glowingly positive and overwhelming reviews, the production managed to find its demographic. When The Fast and the Furious: Tokyo Drift (2006) came out with writer Chris Morgan and director Justin Lin handling the project, who would've suspected that they would have collaborated for three more films in the franchise. Amazingly even with writer Chris Morgan back tracking by introducing a later sequel earlier, the franchise persuaded its loyal fans to stick to it and keep following the later entries.After breaking free of the law and living in a secluded life from trouble, newly appointed father Brian O'Conner (Paul Walker), wife Mia (Jordana Brewster) and Dominic Toretto (Vin Diesel) finally could enjoy the time they always wanted together. Or so they thought; Luke Hobbs (Dwayne Johnson) returns to Toretto showing him recent pictures of what Dominic thought was his dead girlfriend Letty (Michelle Rodriguiez) who turns out is working for a group deadly mercenaries headed by a man named Shaw (Luke Evans). Upon this newly discovered information, Hobbs and Toretto agree that if Hobbs gets Shaw, Toretto will get Letty. So in order to capture Shaw, Toretto regroups once more with the crew he gathered from Fast Five (2011) in hopes reclaiming Letty and helping Hobbs out. For what started all the way back in The Fast and the Furious: Tokyo Drift (2006), Chris Morgan's screenplay finally,....finally realigns itself to the timeline it initially broke from. Out of all things, this was one of the most crucial things that needed to be fixed and by golly it's wonderful to see everything add up again.But aside from this, Morgan shows that he had an appreciation and respect for the films he did not write for earlier because of how he treats the characters. Dominic Toretto's underlining factor to why he's so good is because of the family he has. In the early entries it was about racing, hot girls, slick cars and understanding one's place among all that. Later on, it turned into revenge and then fleeing the law. Now, it's just about family. It doesn't get anymore selfless than that and it feels more genuine than ever among all the previously established characters (including the recently new ones). Now everyone works together for a common cause. There's no second-guessing this anymore and that's just the writing alone. The fact that this is written into the script and the actors can pull it off without having to act as so much as being themselves is also a plus. The installments before this did have emotion and arguments related to family matters, but this film feels authentic in every sense of the word when it comes to feelings.Every actor plays off each other like it was another day in the life of the job they do daily. There's no tension at any point between any of Toretto's crew because they know what makes each other tick and that makes it all the more preferable to see when it comes to interactions. Luke Evans also feels like the most formidable villain Toretto and O'Conner have ever come up against. Not only is he smart, agile and callous but also tends to be one step ahead of Toretto and Co., even Hobbs. For once, Toretto can't keep up and to see him challenged is definitely a new thing. The action that ignites between Toretto and Shaw's gang is much more interesting to watch this time too. Although it is still way over the top (if not more than before) and the physics behind such reactions remain unlikely, the sequences feel much more creative this time. This is probably due to that this particular plot is no longer a heist; it's more of a rescue.However that still does not go over easy when people go flying into things or roll around in cars and handle walking it off only with a few scratches. Some of these particular events are simply impossible for the human body to withstand at once or all in one day. Sometimes it feels almost like a superhero movie because of how invulnerable some of these characters are portrayed. Again though, it's only for certain scenes. Stephen F. Windon again gives his audience the usual airy and spacious cinematography that almost every other entry in the franchise has received. Lots of road and aerial views for audiences to see how big of an issue these chase scenes get. The music is a puzzling choice however. Instead of Brian Tyler scoring the film, this time composer Lucas Vidal is doing the job. This is Vidal's only mainstream film score and to be honest it sounds a lot like Tyler's anonymous music. I guess Tyler was over scheduled for other films this time. Nothing sounds that much different though; it does sound good but not memorable in any way. It's just there like all the other scores to this franchise. All in all though it is still one of the better films.Justin Lin's latest entry contains lots of the same generic music and over-the-top action that feels physically flawed, yet it entertains better with Luke Evans' imposing presence and a story that is more about unity than it is about who has the faster car. Also after watching this, the confusing timeline will finally come into place.",breakdownthatfilm-blogspot-com,"Jan 19, 2015"
7,one of the better ones,"So, I am rewatching the fast movies again and this one is one of the better ones. Everyone says these guys are just street racers and how can they be this good or do these things but if you watch the movies in order they learn and become better in every movie. I like this one having some comedy and good action and if you just go into it with wanting to have fun and see Paul, Vin, and The Rock kick some ass then this movie is for you.",bosimmons-44782,"Nov 30, 2021"
9,The best one so far,No content,coolking411,"Mar 6, 2014"
6,Above average below expectations,No content,ravi_maniyar_2007,"Jun 3, 2013"
8,Occupy that room for improvement!!,Based on the amount of running time I think the plot was well executed. Apart from a few goofs here and there I think the car chases were superb. Also the character would need to get facts right on cars especially the V12 American muscle! Most of the scenes repeat in terms of cars on the road which are seen on multiple scenes. The introduction of newer cars is also superb typically the Nissan Skyline driven by the Late Paul Walker. I think Hobbs role has also been well done. Many factual errors occur especially in the last bit of the tank scene and the chain that hangs on the bridge together with reality versus action. The Antonov also takes too long to lift thus causing an unrealistic situation concerning runway length. Its a great title but not necessarily for anyone obsessed with facts rather than fiction mostly on the last quarter. We would also have loved it better in 3D the 3rd dimension of things would bring a bit more realism and adrenalin. All the same I think that was nearly excellent. Good Work!!,lesolonkah,"Jan 17, 2014"
7,They got a tank.,"This story about super-heroic street racers is really about friendship, just like those enduring sci-fi geekouts. The purpose of all the fancy terminology and delirious spectacle is merely to make the essential information more understandable to a younger audience.In the same way, ""Fast & Furious 6,"" arguably the most sentimental of the ""Fast"" movies, is a case in point. All of the regular cast members are in their forties or close to it.This time, the former street racers and carjackers who have become the A-Team resurface to assist in a global counterterrorism manhunt. What could persuade these millionaires, who are now all residing in remote tropical hideaways, to assist the federal government?Although ""Fast 6"" is enjoyable, it could have been even better if it had acknowledged that human touch is uncommon and that once you have it, there is no need to keep clenching it into a fist.",Mysterygeneration,"Aug 25, 2022"
8,Good but not the best,"We're at the sixth movie of the high speed franchise. Dom and his gang are recruited to capture mercenaries who want to create a weapon that will destroy the world. I might as well tell you guys how I feel about the other movies. The first one is good, I know it's a Point Break rip off but it still feels different kinda like Home Alone 2. The second one is good or decent, not bad, I can write one or two paragraphs on this but I won't bother. The third one is decent for sure and it's the worst. It's a spin off, not exactly a sequel and it easily could have a straight to DVD movie. I allowed myself to see it three times and I won't watch it again. The fourth one is good and it's the first true sequel because Vin Diesel and Paul Walker are in it, not just one of them. The fifth one is the best, it's a heist movie and Dwayne Johnson's character Luke Hobbs is introduced. Back to Fast Six, it's bigger than the previous movie but not better. The plot is thin, it's bloated and Hobbs is no longer an antagonist. Before the premise was announced, I thought Hobbs would still be chasing Dom and his gang and maybe they would be forced to work together again. Hobbs is still interesting, he doesn't have any boring conversations with Dom but their previous relationship was better. Who knows, maybe they will become antagonists later on. The action is good and yeah it's ridiculous. Dom is like a superhero and the Iron Giant just popped into my head. There's no shaky cam bullshit and there a lack of CGI. The villain is insane mercenary Owen Shaw played by Luke Evans. He is cliché but still threatening. He doesn't say why he wants to destroy the world, maybe he feels some destruction will help improve the world later on. Unlike the last villain, he doesn't sit around doing paperwork, he drives around and hurts a few people. He smiles during the tank scene which shows he's sadistic. This movie is lighthearted, it's not gritty like Fast Four or the Dark Knight trilogy or the upcoming Need For Speed movie which I'm looking forward to. There are some jokes and most of them work. I didn't write this review earlier because I didn't feel like writing any reviews and I recently decided I should write some reviews because I enjoy writing. Fast Seven will be coming out on April 2015 and only time will tell if Brian will get killed off. James Wan is the director, Justin Lin dropped out because he naturally wants to do other movies. I read James wants the action to be more realistic and I like that idea. I also like Jason Statham who is playing the villain and I read he doesn't want to destroy the world. Okay I'm done yapping.",ty-jensen,"Dec 23, 2013"
7,Like but....,No content,markbolt74,"Nov 21, 2014"
3,Lame to say the least,"This film was properly lame, i only watched it because 21 and Over had been cancelled. I was astounded by how stupid some of the scenes are and some of the main parts of the storyline are 1: horrendous and 2: completely unrealistic and just plain stupid. If you want to watch a properly crap film then this is the film for you, and when the titles start rolling just run out of the cinema. The acting was pretty lame, and I am sick of seeing Dwayne Johnson in all of these sort of films. i haven't yet seen any of the previous Fast and Furious Films, but I do not plan on, judging by how bad this film was. i am quite glad that the next films in the series will have a new director, for humanities sake, I also think that a new cast, and crew, definitely a new writer, or even just cutting the films altogether would make a massive improvement!",edwardo-walsh,"May 24, 2013"
7,6th film in F&F series is not great as its prequel but an above average film.,No content,yashrajs536,"Jul 6, 2015"
7,Amazing furious,"Selection of Vin Diesel and Dwayne Johnson, and the line-up of actors from the previous films makes this film very impressive. Through this film, viewers were exposed to what actually happened to Letty in the fourth film (Fast & Furious). The film begins with the introduction of the cast with gazette from the previous Fast franchise playing in the background. This is very creative as viewers get a glimpse of the previous story lines. The car chasing scene between DK and Han on the road of Tokyo and 'Jason Statham' appearance at the end of this film is not only surprising to the audience but also provides clear picture of what's happening and creating exciting new plot for this movie sequel which is also the sequel to The Fast and The Furious: Tokyo Drift.",murgy86,"Sep 24, 2013"
6,Status quo,"""Fast & Furious 6"" gives the series' rabid fan base pretty much everything it could possibly wish for: an array of uber-expensive, souped-up racecars; a heavy helping of in-group camaraderie; a bunch of super-macho posturing (even from the women); a bevy of scantily-clad, slow-motion groupies; a moderate dose of tough-guy sentiment (nothing too girly though); a smidgen of comic relief; a raft of ear-piercing gun battles and, of course, the series' patented trademark, a whole mess of turbo-charged chase scenes.The plot - since contractual obligations demand there be one, I suppose - involves our favorite band of car racing outlaws (Paul Walker, Vin Diesel, Sung Kang, Tyrese Gibson, et. al ) coming out of ""retirement"" in various foreign lands to help Dwayne Johnson's DSS agent take down an international heist gang in exchange for full immunity for the crew back in the States. There's a lot of talk about ""the family"" and much romantic palaver between Diesel and Michelle Rodriguez, but that's basically just filler between all the spectacular (if scarcely plausible) race sequences - which is as it should be when you're fast and furious.""Fast & Furious 6"" ends with one of those ""don't try this at home"" provisos, which in light of the recent tragic fate of series star Paul Walker, seems more vital and relevant than ever (not to mention ironically prescient). Heed the warning.",Buddy-51,"Jan 22, 2014"
10,Fast 6 & Extra Details,No content,kyle-foster23,"May 24, 2013"
