Rating,Title,Content,Author Name,Date
6,The Drift,"These are the years when the laws of physics are valid.It was enjoyable, it makes people want to drift.",jack_o_hasanov_imdb,"Aug 7, 2021"
1,The WORST movie ever made,"What a disgraceful excuse for a film this is. Appalling acting, annoying characters and above all, an unbelievable storyline involving possibly the worst actor I have ever seen (Lucas Black) battling with un-convincing Japanese gangsters over some pathetic sideways race down a hill!? A totally Americanised version of Tokyo and Japanese culture and frankly a massive insult to anyone who watches it. Avoid this joke of a movie like the bubonic plague, it is complete and utter rubbish. So many plot holes and in-accuracies, it simply isn't possible to list them. Every copy of this diabolical film should be burnt in a giant bonfire. Total nonsense from start to finish, a real disgrace.",GTFC1987,"Nov 14, 2013"
10,"""The Fast and the Furious: Tokyo Drift"" Changes Direction, but I Love It!","I love the previous ""Fast and Furious"" films and Japan. When some guys make a film fusing ""Fast and Furious"" and Tokyo, I love it even more! Yes!The third film in the franchise is a significant shift, as this feels like a spin off instead of a sequel. As Sean (Lucas Boswell) avoids jail time back in the US and moves to Japan, he finds himself in the underworld of drifting. He meets new friends Twinkie (Bow Wow) and Han (Sung Kang), a potential love interest Neela (Nathalie Kelley), and some guys who he may mess up with.As a ""Fast and Furious"" film, expect what you expect: car sequences that you just love to watch and always thrill your soul. It's nice to see how Sean learns to drift, from crashing to stuff nearby until he finally learns the craft. I love how this film accurately captures the beauty Japan has to offer: the trees, the houses, the neon lights, the night skyline, everything! I like some romance in this movie, just the right amount of cheese. Haha! Drifting, a different way to race, is introduced in this film, so that's some addition. Some emotional scenes may get you, so watch out.Want some good thrills? Then watch this and be satisfied!",AdrianOlonan,"Jul 17, 2015"
6,One of the better movies of the franchise,"When it first came out, I was in fourth grade and knew nothing about street racing or cars in general. But my evolving fascination with automobiles led me to this franchise, and specifically to this third installment of the series. The sleek cars and high-speed chases intrigued me, and it opened up a whole new world.Yes, you heard it right. Tokyo Drift was the first Fast & Furious movie I saw on television, thanks to a DVD disc I randomly came across.Seventeen long years have passed, and my perceptions of the series as well as cinema as a whole have changed considerably, but upon revisiting, I realised I still adore this movie, primarily because it stayed true to the central theme, which was racing. Unlike other movies in this series, where varied storylines frequently come to the fore, things have been kept fairly simple here.The fact that they prioritised ""Racing"" over everything else was something I really liked, despite the film's own share of problems. Therefore, it has always been one of the better entries in the F&F franchise for me.",SoumikBanerjee1996,"Jun 10, 2023"
3,doesn't really differ from poor previous installments,"The Fast and the Furious: Tokyo Drift is the third installment of a series that is focused on racing and fancy cars. The film is mostly aimed at young men who expect impressive races, cool cars, simple plot, not sophisticated dialogue and lots of hot chicks. I can say that they shouldn't be disappointed as the film delivers all these requirements. Nonetheless, other viewers won't certainly like this movie because it, in fact, doesn't really differ from its poor predecessors. As one might have expected, the flick is filled with clichés and creators are not interested in widening the well-known formula of action pic. Characters are stereotypical and one-dimensional. The movie is incredibly pretentious as well as lacks any logic. You could have expected that as well. There is also huge casting mistake. Namely, our hero looks at least 8 years older. Seriously, is there anybody who believes he's 18 ? I have serious doubts. Among sparse virtues one may rate fast editing and decent cinematography. To summarize, the target audience will be pleased, others should skip the screening of this film.",manicman84,"Sep 23, 2006"
6,Tokyo drifting,"It's ok, about the same as the first movie just in a different area or place.Not that impressed but you can watch it",MB-reviewer185,"Jan 23, 2021"
6,Could do with some polishing.,"I'll say the first thing that came to mind when I was going to offer my comments/reviews on this film: The first two were obviously better. Mainly because the story lines were thought about carefully. FF3 was to me, absolute rubbish in certain parts of the film. But I think I thoroughly enjoyed most of the action with the cars and because I love Japan, it was nice to see great views of it from every aspect. (From city night life to the school life) As much as I also enjoyed see a certain someone at the very end, it actually made the ending quite pathetic. I saw no logic behind it.But nonetheless, I enjoyed this film but I'm still deciding as to whether or not I should purchase the DVD. Soundtrack is a definite must though.",vanessa-jane-c,"Jul 4, 2006"
6,"Upon the fourth viewing of this film, i realized............","This is actually a highly underrated movie. However, in order to realize this, you have to first look beyond the surface- which in essence is a 90 minute long music video. So once you've pulled that off, you can see that this is perhaps the most well made one of the franchise. Yes, it does have sub-par acting for a majority of the movie, but you don't watch these for the acting, you watch them for the cars- and it delivers in that aspect. And yes, Lucas Black's hick accent does come on a bit strong, but I later realized it helps add to the fish out of water motif throughout the movie. As I mentioned before; this is a well made film, especially in the way Justin Lin captured elements of it: it keeps your attention with eye-catching visuals, fast cars, and a wonderfully tone-setting score composed by Brian Tyler. Also, unlike the first two films in the franchise, I find this one to be highly rewatchable. So lets face the facts and view the movie for what it really is: 90 minuets of fast, furious fun.",MovieDude12,"Nov 16, 2009"
1,Forgettable,"How can I describe The Fast and the Furious Tokyo Drift in one word? I would have to say ""forgettable."" I'm a huge fan of the Fast and the Furious movies. I think they're awesome. I watched Tokyo Drift once on TV. I wasn't impressed. After having loved The Fast and the Furious and 2 Fast 2 Furious, I hated Tokyo Drift. After that, I really had no interest to see Tokyo Drift again. But I saw it a second time only because I was hanging out with friends and one of the guys turned it on. I didn't leave. I watched it and decided to see if it would be better a second time around. The opening to Tokyo Drift really wasn't anything special. The race was nothing great. Especially when you compare it to the first impressive race they had to start off 2 Fast 2 Furious. The protagonist we are introduced to is Sean Boswell, but there is really no immediate reason to really like him. I also guessed from the beginning of the movie that the soundtrack was going to be terrible. And oh boy was I right. This movie had one of the lamest soundtracks ever. The storyline to the movie isn't really that original or interesting. It's basically Karate Kid and Karate Kid Part II, only with racing. The writers were clearly inspired by those movies instead of the previous Fast and the Furious movies when they wrote this. There's the new guy moving to a new place and starting at a new school. He meets a girl he likes, the girl has a mean boyfriend. The mean boyfriend and main villain of the movie is D.K. D.K is a cross between Johnny Lawrence from Karate Kid and Chozen from Karate Kid Part II. Only unlike Johnny, instead of kicking the protagonist's ass and humiliating him with karate, D.K. does it in a race. Sean, our very dull hero, realizes that racing in Tokyo is a hell of a lot different. It's a different kind of racing called drifting. He is taken under someone's wing and trains. D.K., like Chozen, gives our hero a beating, gets dishonored in the movie, and even has a powerful uncle that he respects and fears. There was one interesting idea in the whole movie and that was the new way of racing. They decided to try something new with the drifting. Personally, I prefer the good old street racing from The Fast and the Furious and 2 Fast 2 Furious. But hey, they wanted to try something new with Tokyo Drift. Unfortunately, the other new things just didn't cut it. The cast of Tokyo Drift was nowhere near as good as the solid casts they had in the other Fast and the Furious movies. The villain in Tokyo Drift is a weak villain, the love interest, Nathalie Kelley was nothing special, Sung Kang was nothing special, and Bow Wow just wasn't a good casting choice. Seriously, Bow Wow? Finally, I have to get to the star of the movie, Lucas Black. Lucas Black couldn't top Paul Walker or Vin Diesel. I didn't think he was going to. How could anyone? But he was just a terrible leading man. He was dull and boring and had zero charisma. Paul Walker and Vin Diesel are certainly not dull or boring. And they both have charisma. They were able to use that charisma to make you cheer them on and root for them as you watched the movie. I don't know what they were thinking when they cast Lucas Black to play the hero. I saw this movie twice and both times were out of curiosity. The first time, I wondered what it was. The second time, I wondered if I'd like it more. The movie didn't come through. To all of you Fast and the Furious fans out there that absolutely love this franchise, skip Tokyo drift and go straight to Fast and Furious. It featured Paul Walker and Vin Diesel and that was the way it started and should have stayed. Okay, 2 Fast 2 Furious didn't have Vin Diesel. But Paul Walker did great carrying the movie and Tyrese was just fine. Tokyo Drift had no one to carry the movie or save the movie. Seeing the Fast and the Furious movies that followed Tokyo Drift only make you realize more how bad Tokyo Drift really was. If you decided to start a Fast and the Furious collection, great. But I'd leave Tokyo Drift out and focus on the other movies that have everything you could want in a movie. We definitely could have done without Tokyo Drift. It's a shame they decided to tie it in to the rest of the movies because it was unnecessary. We also could've done without Sun Kang's character Han. And just in case you're wondering, Lucas Black wasn't used for the rest of the movies. He only showed up once and for a minute in Furious 7 to help tie in Tokyo Drift. The dull Lucas Black and his character are, like Tokyo Drift, forgettable.",mercury4,"Sep 20, 2016"
9,i voted this movie 9 out of 10,"I voted this movie 9 out of 10.Tokyo Drift has so much fantastic chasing and drifting scenes with very good angle. there are so many fashion elements within the movie.and the cars,people in the movie are so colorful and fashionable with so much fantasy that is from the splendid city dark night.everything in the movie is still very fresh.none of them are over-dated at all,even when you watch it in 2014.and it has a very strong plot as well.the only reason that i did not vote the 10 is that, i don't like the major actor who i do not know his name yet. he is short,and with the face that wants to get some punches on it.",bluetimemachine,"Jan 12, 2014"
6,"Obiusly, And For Much, Better Then The Others","this picture it's the best of the three, for much the other are a incredibly crap of cinema whit that crap actor Vin Disel that make a cameo on this movie and the acting on the cameo are a crap.Now I've gone to explicate why this movie are better then the others 1-the first are a CRAP Vin Disel don't knew act, just in ''Salving the Private Rayan'' and it's just what work whit Spielberg, Vin Disel are a bad actor, very bad actor 2-the sequel, are the worst picture of this great director Jonh Singleton that should be work on his classics films not that's craps like ''2 Fast... Wherever'' or ''S... Wherever''' and whit that horrible visual effects 3- The two first movies got the same crap story and the same crap acting and the two use that horrible music call hip-hop Now this is much better whit a new and fresh screenplay whit new actors not Vin Disel or that crap actors of the sequel, the picture show a fresh show whit acts that not are bad but also are the great thing, the screenplay are fresh but are something exaggerated and don't sow that crap visual effects of the two and it's show some rock music that it's much better then that crap music of the firsts The only thing that it's bad it's that much of the music are hip-hop that that music are a CRAP and reggeton music that it's the worst music that ever has created But the rest are good until are something exaggerated",teniente91,"Jul 17, 2006"
3,Suspend all disbelief and you'll enjoy the ride,"Don't listen to anyone who tells you that this movie is ""grittier"" or ""more realistic"" than the others in the series. Unfortunately, the original film is still the most plausible, tightly-written, with the most likable characters and (even) best cast of the three. If you liked the other two, you'll probably enjoy this one. If you didn't, you should probably avoid it as there's really nothing new to see here. There's some fancy camera-work, but it is totally unrealistic on so many levels, least of all the opening sequence! However this review isn't entirely negative - while I'm the furthest thing from a petrolhead (I can't even drive!!) I enjoyed the film. It kept my attention and a smile on my face, eliciting several laughs and some emotional moments. It must also be noted that I only went to see this movie because I'm a fan of Lucas Black and it was his first leading role in a major film (I'd consider ""Friday Night Lights"" to be more of an ensemble piece). For me, all I was asking of this film was that it show me lots of Lucas and be more entertaining than ""FNL"" which it did very successfully. Lucas does a very credible job with the material he is given (and I gotta say I just love that accent). As his first big step to making the transition from child actor to leading man this movie has done the job for Lucas, and hopefully with the exposure this movie will bring him, we will be seeing much more of this very talented actor.",cheekyhobbit_nz,"Jun 15, 2006"
10,F&F 3 Rocked,"Fast and the Furious:Toyko Drift was an excellent movie. The races were interesting and the movie kept my attention the whole time. Some of the scenes of the movie had me on the edge of my seat, unlike the other 2, where I could fall asleep and miss nothing. Bow Wow did an excellent job (he actually looked like he belonged in the high school). The scenery was cool, especially the parking garage.The only draw back was that Vin Diesel only made a cameo, and the main racer was supposed to be under 18 and he looked like he was in his 30's. Other than that it rocked. The cars kicked butt (so did the paint jobs). It's a good movie to go see if you are bored out of your mind and you want to see something that will get you blood flowing.",buffyangelspikeyscoobysb,"Jun 27, 2006"
6,Doesn't quite make it,This spin-off attempts to take the series into a new territory but it doesn't quite succeed. The main issues being some miscast actors and the insane lack of coherency with the storyline.,carberav,"Jul 30, 2022"
4,expected better,"Tonight I watched the fast and the furious: Tokyo Drift.The drifting is fun to watch, but a campy plot and too much development time makes attempting to deepen an already shallow storyline seem much too overbearing. The acting, while not terrible is nothing great and the character's personalities are forced and way over the top. While this isn't a big surprise to anyone who has watched the other movies in series, the lack of well known cast members made it more apparent then usual. Plus, there is almost no police intervention in this one. even as a car drifts into a massive crowd of people and seconds later explodes, causing chaos.Apparently in Tokyo, the police don't mess with street racers because they can't catch them. Seriously, that's how it's explained.On the plus side of things, plenty of eye-candy can be found everywhere, and I'm not just talking about the cars. Japanese women are all portrayed as beautiful and stylish import girls, and their tiny vinyl skirts are just about as shiny as the finish on the cars. One thing must be said though. Japanese men are no where near as pretty as their women here. I'm sure some will disagree, but wow. Someone get those boys a mirror.Overall, it's not a dreadful film as there are some high points particularly during some racing stunts, but it's odd how young everyone is. Appparently the lead character isn't even out of high school. Right from the introduction the film generalizes what audience this movie geared towards. What makes this even dumber is how what they are doing is illegal. Bunch of kids disobeying the law and the cops could care less.It's rather mediocre for the most part and the only thing compelling me to recommend it for would be the racing, but i feel that there isn't even enough of that to balance this movie out.Pretty disappointing.",thefuzmixman,"Jun 19, 2006"
6,"Fast and the Furious toyko drift Drifting through life as he changes his life If You Ain't Outta Control, You Ain't In Control., speed needs no translation...",No content,lark40,"Apr 27, 2020"
6,It's passable but not as good as the first: Would Recommend,"Directed by Justin LinStarring Lucas Black, Natallie Kelley and Sung KangPlot Overview: ​Sean Boswell (Lucas Black) always feels like an outsider, but he defines himself through his victories as a street racer. His hobby makes him unpopular with the authorities, so he goes to live with his father in Japan. Once there and even more alienated, he learns about an exciting, but dangerous, new style of the sport. The stakes are high when Sean takes on the local champion and falls for the man's girlfriend.After two very successful movie(commercially not critically), Justin Lin had a tough time trying to continue the franchise with none of the original cast members in it and I respect how good this movie is in spite of that. That doesn't make the movie 'good' however. It's a perfectly passable movie that I can see myself watching maybe every once and a while but it lacks a certain intrigue the first one contained and a neat charm the second possessed. The transition of directors in a franchise can be difficult and I understand that. I will also admit that it's better than '2 Fast 2 Furious' but that doesn't make it a very good movie. I imagine you will be entertained, and it is definitely for fans of the street racing aspects of these movies but I can't really say you'll be blown away by anything in this movie.The story isn't generally the thing you focus upon in these movies but if you do genuinely care then you'll be satisfied. It's a more grounded, race driven story that is very centered around one specific thing and sticks to that thing throughout the entire movie. The ending is actually pretty decent and I like how they stitch the franchise together.It's honestly quite hard to be the worst actor in a franchise that included Vin Disel but Lucas Black steals the only thing Disel had going for him in this franchise. I get he had no professional training but then in that case he shouldn't even be there if he possesses no ability to act. Sean's backstory isn't that interesting and he possesses no traits that make him a genuinely enticing character. Nattalie Kelley was also pretty poor as Neela and her character was pretty irrelevant. Sung Kang was good as Han and is this movies main saving grace. He's cool but you don't know WHY he is cool and that is really interesting. Bow Wow was meh as Twinkie but I can see the reason he hasn't been featured in any more movies up until this point. Brian Tee was also really weak as DK and wasn't a very good villain at all either. Brian Goodman was fine as Major Boswell.From a technical standpoint, the movie is fine. The cinematography was mostly fine and the actual race sequences were handled infinitely better than in the first two. Costume design was fine but the Set Design was really cheap, lazy and not natural.The actual action in this movie is extremely weak and the set pieces are awful. I get that wasn't the primary concern of this movie but that doesn't excuse it being weak. It is more enjoyable than '2 Fast 2 Furious' but inferior to 'The Fast and the Furious'.In conclusion, this movie is fine. It is a perfectly passable, average sequel that exists for the sake of existing. It is better than it's predecessor but inferior to the original. There is some enjoyment value to be had and I do sort of recommend it but I am blown away this movie was as successful as it was.6/10Would Recommend",EthanBJones_03,"May 10, 2017"
7,"Stellar for a Sequel, Just OK on its own",No content,rachelgallit,"Jan 31, 2020"
5,Disappointing,No content,jeremiahbcole,"Jun 17, 2021"
10,intense car chases leaving you on the edge of your seat!,"wow.. i had my thoughts about this movie.. i liked the first 1.. i watched half of the second one and i quite watching it half way in it.. and now were at the third one.. when it started i was like interesting. about not even 5 minutes in the movie, we see one of the many car chases/races that will leave you on the edge of your seat. for people that didn't think this movie had a story, it sure did, and it flowed good. the theathre was full and i don't think anyone left but i was too focused on the movie.. i can well say it was well worth the admission price. i highly recommend this for car racing fans or someone looking for a lot of action. 10/10!",video_game_lover_122,"Jun 17, 2006"
6,Yikes.,No content,aingmire-26563,"Aug 17, 2021"
3,"Lackluster plot, brainless bimbos, & Some Rotten Acting",No content,boxybrown13,"Jun 18, 2006"
8,Drift this fellas,No content,artestomento,"Jun 14, 2006"
6,"Even in a new locale, doesn't quite get up to speed","Well, the third installment of Universal's ongoing street fantasy is out, and as reluctant as I am to say it, what's good and bad about it is pretty much the same as the first two movies.Once again it's a crime story, although it takes a little while to get to it. We meet the troubled Shaun Boswell right away and see how his expensive, dangerous hobby lands him in the middle of Japan. We see him get entangled with a wannabe Yakuza and get embroiled in Tokyo's street racing scene. And we see what will eventually become hard, over-the-edge drifting.My problem is the same as always: It simply wastes too much time. The opening high school sequence was a complete waste of time; the story should've started after the move to Tokyo, with the opening duel shown in a flashback or video. I mean, what's the point of introducing that rich jerk if he's going to be completely irrelevant for 90% of the movie? The crime plot, as always, is irrelevant; there are much easier ways to convince Shaun Boswell to learn drifting, and without any real time to spend on this arc, it felt rushed and unconvincing. The army brat should've had more screen time; look at the deleted scenes and you'll see just how he was robbed.On the plus side...there's racing. And drifting. And for once, skill actually matters more than straightaway speed. For the first time, we get a real sense of danger; misjudge a corner or trade paint at the wrong time, and you're looking at major body damage or worse. The races are far more technical than the dragstrip-and-stop-sign action we've seen from Brian O'Connor and company, and the wild stunts are more over the top than ever (six words: drifting up a parking lot ramp).One thing that deserves special mention is the way street racing is portrayed...expensive, dangerous, not a whole lot of fun, and on occasion, horribly tragic. There's no attempt to gloss over the dark side of pushing a machine way beyond its normal limits in locations not designed for racing speeds. I appreciated this dose of reality (even though I suspect it was politically motivated). It really reinforced the idea that although this was incredibly cool, no way would I ever want to do it.Good summer entertainment. Wish it could've been more, as always, but, as Boswell himself would say, ""Them's the breaks.""",dkw001,"Mar 23, 2008"
4,Worst one so far,"The Fast and the Furious: Tokyo Drift brings a fresh setting to the franchise, trading the familiar street races of LA for the neon-lit streets of Tokyo. While the change in scenery adds some visual appeal, the film struggles to capture the same excitement of its predecessors.The drift-racing scenes are well-shot and provide some adrenaline, but the weak plot and lackluster characters weigh the film down. Lucas Black as the lead feels out of place, and his performance is wooden, making it hard to connect with his journey. The dialogue is often clunky, and the absence of key franchise characters leaves a void that's hard to ignore.The movie's saving grace is its depiction of Tokyo's underground car culture, which adds a unique flair. However, without much substance behind the flashy action, Tokyo Drift ends up feeling like a hollow entry in the Fast & Furious series.",Bmore-Hero,"Sep 21, 2024"
6,"So FAST it'll make your head spin, hot girls and pimped out rides makes for popcorn adrenaline","The third installment to the ""Furious"" series where new low-life street punk (Black) moves to to Toyko with a relative after a street race turned dangerous. While there he get into the world of drifting, an underground street race where the light cars drift in the wind like a feather. Although in theory I should hate this movie for bad acting, stupid story and it's over all predictability-but it evens out with nice cars and some well done racing. Not to mention a few hot girls that'll catch your eye. ""Furious"" is nothing that will leave you breathless at least for me, but the race scenes are enough to recommend if you are a fan. I am not a fan of this series and saying this is the best doesn't say too much but enough to say-watch it. Director Lin does some nice camera techniques to make it more enjoyable and seem shorter than it is. Kudos for holding Diesel off to the last minute - **1/2",EvLauster,"Sep 23, 2006"
7,Fun but immoral,"The plot wasn't bad, but it was a bit wired that Japanese people in this film are not Japanese at all. Furthermore all the Japanese are stupid in the film.It was also weird that Japanese people talk to each other in English even not many Japanese people speak English. Considering that, so many foreign students and Japanese who speak English (supposed to be really cleaver if it's true) are in a poor public high school.",JB10001,"May 6, 2020"
4,Uncharismatic,"The first true side story in the Fast & Furious saga. We leave behind both Brian O'Conner (Paul Walker) and Dominic Toretto (Vin Diesel) and instead focus on Sean Bowell (Lucas Black), an Arizona youngster, who gets into trouble with his reckless driving and gets sent to Japan to live with his father. There he yet again gets into trouble due to his need to go fast.And that's fine. On paper it'd be nice to explore other cultures and their takes on street racing. The story is also loosely tied to the overall saga with the introduction of Han (Sung Kang), who joins Brian and Dom in the following films as a part of their crew, becoming a beloved character.Unfortunately the plot and characters in this film - with the exception of Han - are as bland as rice paper. Sean as a character pales miserably next to the raw charisma of Walker and Diesel, and the fact that he's supposed to be a teenager doesn't exactly help things. (Black was in his mid-20s when filming this film. So almost a decade too old.)And even though the racing in the film is nice, like it's in all of the Fast & Furious films, it's not enough to save the film.Out of all the F&F films, this is the only one I'd say you can safely skip without losing pretty much anything.",Vartiainen,"May 9, 2020"
8,Tokyo Drift: the best in the series,No content,whispersofsorrow,"Jun 17, 2006"
1,Do not waste your time with this film,"This is by far the worst film from The Fast & The Furious series and the only one with a totally different crew. The only good thing about this film is the song: Teryaki Boyz - Tokyo Drift.Here are some of the reasons why you shouldn't waste your time with this awful film:1. The cast - totally untalented actors. The main character is a 17-year old teenager, but the actor was 24 (but looked at least 30). Moreover, he has a terrible cowboy accent and absolutely no talent. The only good actor is Han.2. The story line - totally ridiculous.3. Bad driving and cars compared with the other F&F films.4. Does not follow the chronological time frame of the other F&F films; it's basically a different story.Do not get me wrong, I absolutely love the other 5 F&F films (those with Paul Walker - RIP)which I recommend, but this one is just a waste of time.",raisa_od,"Dec 8, 2013"
10,Well ....kinda cool..,"Got my movie from a local area server(fortunately it was the good screen version one), shoved it in my usual player, got my popcorn, lay-ed back on my chair and pressed play... Well, the second Fast and Furoius had a cooler UNIVERSAL promo... At first i thought it was going to be a teenager kind of movie and got disappointed, but after a while, it started to catch me... What can i say...the special effects got me off the chair... made me press that rewind button:)) The movie has some awesome special effects and a nice story...even dough it is standard... they fight over a girl, but in overall it is cool. I recommend this movie to anybody that likes speed and shiny stuff... It made me wanna get my 318i and try to make some drifts:D kids don't try this at home!!",wndol,"Jun 27, 2006"
3,Is Vin Diesel the best part of this flick?,No content,jginnane,"Jun 22, 2006"
4,The weakest of the F&F series,No content,swilliky,"Apr 14, 2017"
8,opening weekend guide,No content,ytutheman,"Jun 15, 2006"
3,Absolutely zero substance,"Extremely shallow guys, even more shallow girls...Bad actors, extremely bad story. Oh, you be bad kid, off to Japan. Oh, still being bad? Well, you are the hero so it doesnt matter. The Only thing keeping this from being a 1 is the production value...",rune_of_ruin,"Apr 12, 2020"
8,The Series gets better and better,No content,gedders2006,"Jun 18, 2006"
3,Long MTV video,"It's just an extended music video,basically. It has that vibe. Semi naked gyrating women and supposedly aspirationally cool guys.",simon_ecc,"Oct 6, 2018"
5,"Not A Sequel,Prequel,Spin-Off.Does not Belong with the franchise,","The Fast And The Furious: Tokyo Drift is a below average movie that does not live up to the previous Fast And Furious movies.The movie has pretty much nothing to do with the previous movies,its set in Tokyo and the cast is completely different,and their all very uninspired performances,the only thing that gave me a bit of relief was Vin Diesel's brief cameo.I don't even want to know what they where thinking when they decided to make a Fast and Furious 3 with a completely different cast.Thankfully the regular cast returns in the fourth and I think they realize that this franchise needs Vin Diesel and Paul Walker to stay alive,hopefully they wont make that mistake again.Fans of the previous two Fast and Furious and fans of action movies in general should avoid this.After committing another crime and being forced to move in with his father in Tokyo,Sean Boswell (Lucas Black)becomes a popular figure in Tokyo's drift racing.",lesleyharris30,"Jun 17, 2013"
8,Pure Adrelinin Rush .............................and More!!!! (sequel as good as the original ?),"Lets face it critics are always going to pan such films because of 2 important reasons.1)They don't like such films (ans still people will not watch the movie going by the critics, don't you'll have your own tastes) 2)Its not cool for a so called cinema lover to like such films (this is the number 1 reason for the low ratings).I say F*&k those so called Critics.THIS IS A BLOODY GOOD FILM IN ITS GENRE.Hell this movie has everything, loads of HOT CARS, dozens, maybe even more HOT WOMEN, loads of ATTITUDE, CRAZT STUNTS (which in told and even i felt are not CGI), exotic settings (filmed in LA though i was told), ONE OF THE BEST EXECUTIONS OF BACKGROUND SCORE AND SOUNDTRACKS IN RECENT HISTORY, LOADS OF FRESH FACES,and did I say hot women and hot cars.......You get my point don't you, I would have liked to say that this is a GUY FILM but once again I was shocked by how much the women loved it (check out the breakup of the ratings), however I was in a theater filled with guys and each and everyone of us gasped when we saw the bevy of hot cars and women. Half of us cracked the SHIP US TO JAPAN JOKE.The movie did have some jarring problems for me, namely .....1) WHAT THE HELL WAS BOW WOW DOING IN THIS MOVIE, do filmmakers have to deliberately insert a black guy, and black talk in every film. THIS FILM IS SET IN JAPAN FOR GODS SAKE. Its hard to digest that the Japenese will accept a white guy but accepting a black guy who wears clothes 5 sizes bigger than him and talks like that.Hell and to add to that you had a few other Japenese dressed that way too, Japenese Yakuzo and underground dressed like that hell no.AND TO ADD INSULT TO INJURY THE BLACK GUY SOLD STOLEN AND CONTRABAND GOODS. Even if black guys want to see themselves represented in all films would they want to see the stereotypical black goods peddler. At least there was no actual scene of him selling it from behind his Van and scenes of him selling and smoking dope (i think the ratings may have had something to do with that).IS RAP AND CRIME ALL THERE IS TO BLACK PEOPLE. I don't think so.And while you think of all this you forget the fact the Bow Wow cant act.2)Where is the charismatic star, forget even Vin Diesel Black cant even measure upto Paul Walker, HOWEVER THE FACT THAT HE WAS THAT YOUNG ENDED UP APPEALING TO ME. (for a brief moment, i felt it was OK that I had had 10-11 accidents in my 8 yr driving career (I'm 23 hehe).3)An American Muscle car beating Japenese Technology??!!!! Hell even with the Jap Engine there is no way a car with such a high Center of gravity is going to survive 2 mins into this race.4)The other irritating American influences not only do we have black guy, HELL WE HAVE A LATINA GIRL god save me.5)In one obvious promo for the Jap Telecom Companies we had people seeing the final race live on their phones and the bow-wow saying stuff like..............you guessed it.""damn!"" ""that what I'm talking bout right there"" But these are trivialities and hardly dent the overall experience.You really should check out the soundtrack and background score of the film, trust me its great AND ITS USE IN THE MOVIE IS NOTHING SHORT OF SPECTACULAR THE EASTERN INFLUENCES ARE TOTALLY REFRESHING.The acting by the Japenese cast to good, so many new faces who can act super.A bloody technical masterpiece hats of to the entire production.YOU COULD ACTUALLY FEEL THE IMPACT WHEN THE CARS HIT SOMETHING.And FOR THE FIRST TIME THAT I CAN REMEMBER A MOVIE TRIES TO BE SOMETHING MORE THAN IT IS AND SUCCEEDS.This movie really scored because of these things 1)The contrast of the underground scene with orderly and rules oriented Japenese life, brilliant.2)The drifting scene with neela with crazy soothing music,clearly in contrast with the insane driving that was needed, poetic and brilliant.3)The problem most people, even people who have been in the same society (not only a foreign country) for a long time have FITTING IN. And how sometimes you could be a Kaijin on day and one of them the other. Insightful.This movie has many more such instances but it would only serve to lengthen this already long review.A MUST WATCH MOVIE FOR GUYS AND ANYBODY WHO WANTS TO WATCH A MOVIE WITH THRILL A MINUTE SEQUENCES ................AND MORE.We were so pumped after we saw this movie we actually raced on the streets of bombay till reality caught up with us. (actually our car lost, i was not driving hehe and the cars were..................hyundais haha a santro and a diesel...yup we sure were desperate to drift hehe).+S hot women, hot cars, crazy stunts, succeeds at being more than what its supposed to be , hot women, hot cars........+/-s the father son relationship badly handled, Japenese trusting a white guy at first glance.-s Bow Wow (the worst), American power prevails in the end. (notice the struggle between the Japanese sponsors and the American audience and makers a contrast to the original film where American cars were marginalised.)total 8/10 ( A SEQUEL AS GOOD AS THE ORIGINAL I THINK SO (original scores on ............originality hehe.)",kooleshwar,"Aug 5, 2006"
4,Not that bad,"It just didn't age well. I mean. It's okay but with way too long driving sequences. Horrible acting and casting. Sad to say that bow wow is doing the best job and is most believable ... that says it all. Story is thin. Didn't expect much other than that, but even in that regard, the whole concept is just way too thin and unrealistic.But - it will keep you fairly entertained for an hour or so. So why not.One thing however. The main character ... supposed to be 17???? Like no. Like really, really no. Almost ruined the entire movie, because it was that unbelievable. How did this even happen...",ncarolines,"Oct 15, 2023"
9,"Entertainment World - Awesome Movie, Better than Originial","Cameron E Grimm The Entertainment WorldFast and the Furious - Tokyo Drift. The third installment of the racing movie series. I know that others just like myself didn't believe in the quality of this movie when I heard about it. 1) No original cast; Vin Diesel and Paul Walker. No Tyrese. 2) Its set in Tokyo. I totally underestimated this movie. It was awesome with all it suttle comedy and fast paced cars, hot women, and it even has a story line. Actors Sung Kang awesome calm and poised bringing meaning and character to this movie. As for Lucas Black awesome performance look for more to come from him but don't think he doesn't have a trail behind him from Friday Night Lights, Jarhead, Cold Mountain, All The Pretty Horses, Sling Blade and the X-Files. This movie ""Difently Doesn't let you you down, Action and Comedy from beginning to end."" Look for the next installment to stay Tokyo side and look for even maybe Vin Diesel to come back to the movie series that launched his career further ""The Fast and the Furious""Let it be heard if this is helpful, The Entertainment World, Website being redone.",camerongrimm11,"Jun 15, 2006"
